name,source_facility_type,source_id,full_address,provider
Trios College -Scarborough,Private Institution,EPCU,"1333 Kennedy Rd., Unit 1, Scarborough, Ontario, Canada, (416) 646-1222",Employment and Social Development Canada
Marca College of Hair & Esthetics-Brampton,Private Institution,EPCV,"370 Main St. North, Brampton, Ontario, Canada, (905) 305-1010",Employment and Social Development Canada
Sutherland-Chan School Teaching Clinic,Private Institution,EPDA,"330 Dupont St. 4th Fl., Suite 400, Toronto, Ontario, Canada, 4169241107",Employment and Social Development Canada
The Canadian Academy of Dental Health & Community Sciences,Private Institution,EPDQ,"1599 Hurontario St, Suite 105, Mississauga, ON, Ontario, Canada, (905) 278-2794",Employment and Social Development Canada
North American College Information & Technology,Private Institution,EPDR,"207-730 Yonge St., Toronto, Ontario, Canada,",Employment and Social Development Canada
Sunview College -Toronto,Private Institution,EPDW,"127 Westmore Drive, Unit 115, Etobicoke, Ontario, Canada, (416) 646-4744",Employment and Social Development Canada
Sunview College - Mississauga,Private Institution,EPEC,"2120 Dundas Street, Mississauga, Ontario, Canada, (416) 646-4744",Employment and Social Development Canada
"Anderson College of Health, Business & Technology-Mississauga",Private Institution,EPEE,"300a - 165 Dundas Street West, Mississauga, Ontario, Canada, 4162736656",Employment and Social Development Canada
The School of Toronto Dance Theatre,Private Institution,EPEF,"80 Winchester St., Toronto, Ontario, Canada, (416) 967-6887",Employment and Social Development Canada
Gina's College of Advanced Aesthetices - Waterloo,Private Institution,EPEH,"385 Weber Street North, Waterloo, Ontario, Canada, 5198862998",Employment and Social Development Canada
Ontario College of Health & Technology,Private Institution,EPEK,"1040 South Service Rd, Unit 107, Stoney Creek, Ontario, Canada, (905) 643-8778",Employment and Social Development Canada
"CDI College of Business, Technology & Health Care-Scarborough",Private Institution,EPEM,"205-2206 Eglinton Ave E, Scarborough, Ontario, Canada, (289) 645-9400",Employment and Social Development Canada
Bryan College of Applied Health & Business Sciences,Private Institution,EPEX,"Registrar/Admissions, 1200 Lawrence Ave. West, North York, Ontario, Canada, 8886416300",Employment and Social Development Canada
"Trios College of Business, Technology & Healthcare (London)",Private Institution,EPFA,"520 First Street, Unit 1, London, Ontario, Canada, 5194556698",Employment and Social Development Canada
Herzing College,Private Institution,EPFC,"Box 225, 1200 St. Laurent Blvd., Suite 408, Ottawa, Ontario, Canada, (613) 742-8099",Employment and Social Development Canada
Kikkawa College,Private Institution,EPFD,"2340 Dundas Street West, Unit G-04, Toronto, Ontario, Canada, 4167624857",Employment and Social Development Canada
P.E.B.E.C. School of Esthetics,Private Institution,EPFF,"496 Dundas Street, London, Ontario, Canada, (519) 432-7162",Employment and Social Development Canada
Versailles Academy of Make-Up Art And Esthetics,Private Institution,EPFG,"1930 Bank Street, Unit 1, Ottawa, Ontario, Canada, (613) 521-4155",Employment and Social Development Canada
Academie de Dessin et de Mode Richard Robinson,Private Institution,EPFK,"419 Sussex Dr., Ottawa, Ontario, Canada, 6132415233",Employment and Social Development Canada
Covenant Canadian Reformed Teachers' College,Private Institution,EPFM,"410 Crerar Dr., Hamilton, Ontario, Canada, (905) 385-0634",Employment and Social Development Canada
Avola College of Hairstyling & Esthetics,Private Institution,EPFO,"282 Dundas St. East, Toronto, Ontario, Canada, 4169671800",Employment and Social Development Canada
"CDI College of Business, Technology & Health Care-Mississauga",Private Institution,EPFS,"33 City Centre Dr, Suite 280, Mississauga, Ontario, Canada, (289) 327-0278",Employment and Social Development Canada
Canadian College of Naturopathic Medicine,Private Institution,EPFX,"1255 Sheppard Avenue East, North York, Ontario, Canada, 4164981255",Employment and Social Development Canada
Canadian All Care College,Private Institution,EPFY,"240 Alton Towers Circle, Suite 302 & 308, Scarborough, Ontario, Canada, (416) 292-6050",Employment and Social Development Canada
Gina's College of Advanced Aesthetics - Mississauga,Private Institution,EPGB,"3045 Southcreek Rd. Unit 7, Mississauga, Ontario, Canada, 4166028891",Employment and Social Development Canada
Redeemer University,Private Institution,EPGD,"777 Garner Road East, Ancaster, Ontario, Canada, 9056482131",Employment and Social Development Canada
"Trebas Institute, Toronto",Private Institution,EPGF,"543 Yonge St., Suite 300, Toronto, Ontario, Canada, (416) 966-3066",Employment and Social Development Canada
Canadian School of Private Investigation & Security,Private Institution,EPGN,"2828 Dufferin Str., Toronto, Ontario, Canada, 4167855720",Employment and Social Development Canada
Academy of Applied Pharmaceutical Sciences,Private Institution,EPGO,"200 Consumers Road, Ste 200 , Toronto, Ontario, Canada, (416) 502-2277",Employment and Social Development Canada
Algonquin Careers Academy-Ottawa,Private Institution,EPGP,"1830 Bank St., Ottawa, Ontario, Canada, 6137227811",Employment and Social Development Canada
Toronto College of Dental Hygiene & Auxiliaries Inc.,Private Institution,EPGW,"28 Vanley Crescent, North York, Ontario, Canada, (416) 423-3099",Employment and Social Development Canada
Elegance Schools Incorporated-London,Private Institution,EPGY,"77A - 301 Oxford Street West, London, Ontario, Canada, 5194341181",Employment and Social Development Canada
Ontario Institute of Audio Recording Technology,Private Institution,EPGZ,"502 Newbold Street, London, Ontario, Canada, 5196865010",Employment and Social Development Canada
The School of Makeup Art,Private Institution,EPHB,"25 Yorkville Avenue, Suite 200, Toronto, Ontario, Canada, (416) 340-1300",Employment and Social Development Canada
Biztech Institute Inc,Private Institution,EPHI,"5170 Dixie Rd., Suite 205, Mississauga, Ontario, Canada, 9052129039",Employment and Social Development Canada
Westervelt College - London,Private Institution,EPIA,"303 Richmond Street, London, Ontario, Canada, 5196594822",Employment and Social Development Canada
Nu-Wave School of Hair Design,Private Institution,EPIF,"1526 Victoria Avenue, Thunder Bay, Ontario, Canada, 8076236666",Employment and Social Development Canada
Marca College of Hair & Esthetics (Danforth),Private Institution,EPIH,"2902 Danforth Avenue, Toronto, Ontario, Canada, 4166982602",Employment and Social Development Canada
Recording Arts Canada,Private Institution,EPIR,"111 Peter Street, Suite 708, Toronto, Ontario, Canada, 4169775074",Employment and Social Development Canada
Acupuncture and Integrative Medicine Academy Inc.,Private Institution,EPIY,"300-455 Spadina Avenue, Toronto, Ontario, Canada, 4163231818",Employment and Social Development Canada
D'Arcy Lane Incorporated,Private Institution,EPIZ,"520 First St, Unit 9, London, Ontario, Canada, 5196734421",Employment and Social Development Canada
"Anderson College of Health, Business & Technology",Private Institution,EPJX,"180 Bloor St. W., Suite 400, Toronto, Ontario, Canada, 4164666107",Employment and Social Development Canada
C/J Health Care Support College - Scarborough,Private Institution,EPKB,"1371 Neilson Road, Suite 401, Scarborough, Ontario, Canada, 4162838252",Employment and Social Development Canada
Stratford Chefs School,Private Institution,EPKG,"192 Ontario Street, Stratford, Ontario, Canada, 5192711414",Employment and Social Development Canada
Foundation for Montessori Education,Private Institution,EPKH,"2100 Bloor Street West, Unit 13, Toronto, Ontario, Canada, (416) 769-7457",Employment and Social Development Canada
Career College Grouop Medix-Toronto,Private Institution,EPKI,"700 Lawrence Avenue West, Suite 300, Toronto, Ontario, Canada, 4166308021",Employment and Social Development Canada
Harris Institute for the Arts,Private Institution,EPKL,"118 Sherbourne Street, Toronto, Ontario, Canada, 4163670178",Employment and Social Development Canada
Passion Beauty Academy Inc,Private Institution,EPLB,"5120 Dixie Road, Unit 17, Mississauga, Ontario, Canada, 9056248448",Employment and Social Development Canada
CJ Health Care College,Private Institution,EPLC,"1123 Albion Rd, L101, Toronto, Ontario, Canada, (416) 422-5900",Employment and Social Development Canada
Voila Institute School of Hair Design,Private Institution,EPLE,"72-74 King St. W., Kitchener, Ontario, Canada, 5197438892",Employment and Social Development Canada
Metalworks Institute of Sound & Music Production,Private Institution,EPLF,"3611 Mavis Rd., Mississauga, Ontario, Canada, 9052794000",Employment and Social Development Canada
CLI College of Business Health & Technology,Private Institution,EPLG,"203-2300 Sheppard Ave. W., Toronto, Ontario, Canada, 4167475152",Employment and Social Development Canada
Niagara University,Private Institution,EPLH,"131 Farnham Ave, Toronto, Ontario, Canada, 9052947260",Employment and Social Development Canada
"KLC College:Healthcare, Business, Education-Kingston",Private Institution,EPLM,"742 Arlington Park Place, Kingston, Ontario, Canada, (613) 384-6194",Employment and Social Development Canada
Hamilton School of Careers,Private Institution,EPLO,"553/557 Barton Street E., Hamilton, Ontario, Canada, (905) 577-9733",Employment and Social Development Canada
"Queen's College of Business, Technology & Public Safety",Private Institution,EPLQ,"121 Brunel Road, Mississauga, Ontario, Canada, (416) 480-1545",Employment and Social Development Canada
"CDI College of Business, Technology and Healthcare-Hamilton",Private Institution,EPLR,"14 & 20 Houghson Street South, Hamilton, Ontario, Canada, 9056670980",Employment and Social Development Canada
"CDI College of Business, Technology and Healthcare-North York",Private Institution,EPLS,"33-4950 Yonge St., North York, Ontario, Canada, 4166459408",Employment and Social Development Canada
"Canadian College of Business, Science & Technology",Private Institution,EPLU,"4900 Sheppard Ave. E., Suite 208, Scarborough, Ontario, Canada, 4168506028",Employment and Social Development Canada
Citi College of Canadian Careers-Mississauga,Private Institution,EPLV,"50 Burnhamthrope Road West, Suite 702, Mississauga, Ontario, Canada,",Employment and Social Development Canada
Windsor Career College - Windsor,Private Institution,EPLW,"235 Eugenie Street West, Suite 200, Windsor, Ontario, Canada, 5199718066",Employment and Social Development Canada
Fiorio Beauty Academy,Private Institution,EPLX,"1981 Queen Street East, Toronto, Ontario, Canada, 4169681574",Employment and Social Development Canada
Metro College of Technology,Private Institution,EPLY,"789 Don Mills Road, Suite 500, Toronto, Ontario, Canada, 4165859880",Employment and Social Development Canada
Looks Aesthetic Academy,Private Institution,EPLZ,"25 Watline Ave, Gr 16, Mississauga, Ontario, Canada, 9055070024",Employment and Social Development Canada
KLC College Healthcare Business Education-Kingston,Private Institution,EPMA,"734 Arlington Park Place, Kingston, Ontario, Canada, 6133846194",Employment and Social Development Canada
Career School of Hairstyling-Oshawa,Private Institution,EPMB,"92 Bond St. W., Oshawa, Ontario, Canada, 9055763558",Employment and Social Development Canada
Career School of Hairstyling,Private Institution,EPMC,"43 McMillan St., Oshawa, Ontario, Canada, 9055763558",Employment and Social Development Canada
Sunview College - Brampton,Private Institution,EPMD,"8897 The Gore Rd., Unit 25, Brampton, Ontario, Canada, 4164649797",Employment and Social Development Canada
Pre-Apprenticeship Training Institute,Private Institution,EPME,"11 Kodiak Crescent, Toronto, Ontario, Canada, 4166384111",Employment and Social Development Canada
Pre-Apprenticeship Training Institute,Private Institution,EPMG,"45 Commerce Court, Cambridge, Ontario, Canada, 5196531119",Employment and Social Development Canada
"TAHA ACADEMY OF BEAUTY, BUSINESS & HEALTH",Private Institution,EPMH,"2210 Markham Rd., Unit 2, Scarborough, Ontario, Canada, 4166093500",Employment and Social Development Canada
Aveda Institute Toronto,Private Institution,EPMI,"125 King St. E., Toronto, Ontario, Canada, 4169212961",Employment and Social Development Canada
McMaster Divinity College,Private Institution,EPMJ,"1280 Main St. W., Hamilton, Ontario, Canada, 9055255914",Employment and Social Development Canada
Stanford International College of Business & Technology,Private Institution,EPMK,"930 Progress Avenue, Scarborough, Ontario, Canada, 4163831608",Employment and Social Development Canada
"Willis College of Business, Health & Technology-Arnprior",Private Institution,EPML,"39 Winners Circle Drive, RR #3, Suite 208, Arnprior, Ontario, Canada, 6132331128",Employment and Social Development Canada
Niagara University-Toronto,Private Institution,EPMM,"319 Ossington Ave., Toronto, Ontario, Canada, 4165337039",Employment and Social Development Canada
Canadian College of Business Science & Technology-Etobicoke,Private Institution,EPMN,"5001 Yonge St, Suite 305, North York, Ontario, Canada, 4167459555",Employment and Social Development Canada
Canadian All Care College,Private Institution,EPMO,"4630 Dufferin St, Suite 305, Toronto, Ontario, Canada, 4162926050",Employment and Social Development Canada
Canadian Institute of Learning,Private Institution,EPMP,"37 George St. N, Suite 301, Brampton, Ontario, Canada, 9058743311",Employment and Social Development Canada
North American College of Information Technology,Private Institution,EPMQ,"2100 Ellesmere Rd., Suite 101, Scarborough, Ontario, Canada, 4162906024",Employment and Social Development Canada
Modern College of Hairstyling & Esthetics,Private Institution,EPMR,"34 Commerce Crt, Suite 10, North Bay, Ontario, Canada, 7044741490",Employment and Social Development Canada
Modern College of Hairstyling & Esthetics,Private Institution,EPMS,"66 Elm St, Suite 110, Sudbury, Ontario, Canada, 7056719000",Employment and Social Development Canada
Herzing College,Private Institution,EPMU,"1099 Kingston Rd., Suite 220, Pickering, Ontario, Canada, 9054273010",Employment and Social Development Canada
Herzing College - Scarborough,Private Institution,EPMV,"1457 McCowan Rd., Suite 216, Scarborough, Ontario, Canada, 4167241053",Employment and Social Development Canada
"Gates College of Business, Culinary & Healthcare",Private Institution,EPMW,"345 Queen St. East, Sault Ste Marie, Ontario, Canada, 9053728978",Employment and Social Development Canada
National Academy of Health & Business-Toronto,Private Institution,EPMX,"20 Eglinton E., Suite 202, Toronto, Ontario, Canada, 4165450404",Employment and Social Development Canada
Marca College of Hair & Esthetics - Hamilton,Private Institution,EPMZ,"2 King St. W., Jackson Square, Hamilton, Ontario, Canada, 9053051010",Employment and Social Development Canada
Modern College of Hairstyling & Esthetics-Barrie,Private Institution,EPNC,"400 Bayfield Street, Unit 218, Barrie, Ontario, Canada, 7053931200",Employment and Social Development Canada
"Anderson College of Health, Business & Technology",Private Institution,EPND,"5734 Yonge Street, Suite 100, Toronto, Ontario, Canada, 4162226107",Employment and Social Development Canada
Southern Ontario Dental College,Private Institution,EPNE,"201 Wilson Street East, Level 1, Ancaster, Ontario, Canada, 9053044706",Employment and Social Development Canada
Beauty Academy London,Private Institution,EPNF,"J3/J4 785 Wonderland Rd. S., London, Ontario, Canada, (519)657-7000",Employment and Social Development Canada
"Oxford College of Arts, Business and Technology - Burlington",Private Institution,EPNG,"760 Brant Street, Burlington, Ontario, Canada, 9056323200",Employment and Social Development Canada
"Oxford College of Arts, Business and Technology - Mississauga",Private Institution,EPNH,"1300 Central Parkway West, Suite 400, Mississauga, Ontario, Canada, 9055921153",Employment and Social Development Canada
"Oxford College of Arts, Business and Technology - Toronto",Private Institution,EPNI,"869 Yonge Street, Toronto, Ontario, Canada, 4169072571",Employment and Social Development Canada
"Oxford College of Arts, Business and Technology - Peterborough",Private Institution,EPNJ,"360 George Street North, Suite 16, Peterborough, Ontario, Canada, 7057425565",Employment and Social Development Canada
Stanford International College of Business & Technology,Private Institution,EPNK,"1011 Eglinton Ave East, Suite 1, Mississauga, Ontario, Canada, 9056293088",Employment and Social Development Canada
Stanford International College of Business & Technology,Private Institution,EPNL,"1011 Eglinton Ave. E., Suite 7, Mississauga, Ontario, Canada, 9056293088",Employment and Social Development Canada
Pharma-Medical Science College of Canada,Private Institution,EPNM,"505 Consumers Rd., Suite 100, North York, Ontario, Canada, 416-821-4876",Employment and Social Development Canada
CMU College of Makeup Art & Design,Private Institution,EPNN,"366 Adelaide Street East, Suite 120, Toronto, Ontario, Canada, 4169686739",Employment and Social Development Canada
"Gates College of Business, Culinary & Healthcare",Private Institution,EPNO,"1135 Landsdowne St., Suite 201A, Peterborough, Ontario, Canada, 9053728978",Employment and Social Development Canada
Protege School,Private Institution,EPNP,"3390 Midland Ave., Unit 10, Toronto, Ontario, Canada, 4167549866",Employment and Social Development Canada
Toronto School of Traditional Chinese Medicine,Private Institution,EPNQ,"700 Lawrence Ave. W., Suite 433, Toronto, Ontario, Canada, 4167829682",Employment and Social Development Canada
Six Nations Polytechnic,Private Institution,EPNR,"2160 Fourth Line, PO BOX 700, Ohsweken, Ontario, Canada, 5194450023",Employment and Social Development Canada
Allanti School of Hairstyling & Aesthetics,Private Institution,EPNS,"134 West St., Brantford, Ontario, Canada,",Employment and Social Development Canada
Cappa School of Professional Hairstyling & Aesthetics,Private Institution,EPNT,"56 St. Paul St. W, St. Catharines, Ontario, Canada, 9056881175",Employment and Social Development Canada
Eight Branches Academy of Eastern Medicine,Private Institution,EPNU,"112 Merton Street, 3rd floor, Toronto, Ontario, Canada, 4169255722",Employment and Social Development Canada
Stanford International College of Business & Technology-Brampton,Private Institution,EPNV,"18 Corporation Drive, Brampton, Ontario, Canada, 9057890666",Employment and Social Development Canada
Saco Academy,Private Institution,EPNW,"1980 Ogilvie Rd., Unit 103, Ottawa, Ontario, Canada, 6137457171",Employment and Social Development Canada
Ontario College of Traditional Chinese Medicine - Toronto,Private Institution,EPNX,"283 Spadina Avenue, 3rd floor, Toronto, Ontario, Canada,",Employment and Social Development Canada
Ontario College of Traditional Chinese Medicine - Markham,Private Institution,EPNY,"3190 Steeles Ave. East, Unit 110, Markham, Ontario, Canada,",Employment and Social Development Canada
International Academy of Massage,Private Institution,EPNZ,"380 Forest Street, Room 1, Ottawa, Ontario, Canada, 613-820-4046",Employment and Social Development Canada
APLUS Institute,Private Institution,EPOA,"4950 Yonge St, Concourse level, Unit 15, Toronto, Ontario, Canada,",Employment and Social Development Canada
Adler Centre for Learning,Private Institution,EPOB,"890 Yonge St, Unit 900, Toronto, Ontario, Canada,",Employment and Social Development Canada
Yorkville University,Private Institution,EPOC,"2000 Steeles Avenue West, Concord, Ontario, Canada,",Employment and Social Development Canada
Algonquin Careers Academy - Ottawa,Private Institution,EPOD,"75 Albert Street, Unit 101, Ottawa, Ontario, Canada, 613-829-9059",Employment and Social Development Canada
Career College Group Medix - Burlington,Private Institution,EPOE,"5315 North Services Road, Burlington, Ontario, Canada, 905-870-0360",Employment and Social Development Canada
Academy of Applied Pharmaceutical Sciences,Private Institution,EPOF,"2960 Drew Rd, 140A, Mississauga, Ontario, Canada, 416-502-2277",Employment and Social Development Canada
"Oxford College of Arts, Business and Technology - Barrie",Private Institution,EPOG,"320 Bayfield Street, B100, Barrie, Ontario, Canada, 4164398668",Employment and Social Development Canada
Windsor Career College - Toronto,Private Institution,EPOH,"1625 Albion Road, Suite 203, Toronto, Ontario, Canada, 4165515475",Employment and Social Development Canada
Our Lady Seat of Wisdom College,Private Institution,EPOI,"18 Karol Wojtyla Square, PO Box 249, Barry's Bay, Ontario, Canada,",Employment and Social Development Canada
Trillium College - Sudbury,Private Institution,EPOJ,"248 - 40 Elm Street, Sudbury, Ontario, Canada,",Employment and Social Development Canada
Grand Health Academy,Private Institution,EPOK,"760 King Street East, Hamilton, Ontario, Canada,",Employment and Social Development Canada
Academy of Learning-Brampton,Private Institution,EPOL,"7700 Hurontario St., Suite 306, Brampton, Ontario, Canada,",Employment and Social Development Canada
"Canadian College of Business, Science & Technology Inc - Mississauga",Private Institution,EPOM,"90 Burnhamthrope Road West, Unit 402, Mississauga, Ontario, Canada,",Employment and Social Development Canada
Canadian National Institute of Health Inc.,Private Institution,EPON,"303 Dalhousie St , Ottawa, Ontario, Canada,",Employment and Social Development Canada
CTS CANADIAN CAREER COLLEGE-Chapleau,Private Institution,EPOO,"101 Pine Street East, Chapleau, Ontario, Canada,",Employment and Social Development Canada
CMU College of Makeup Art & Design,Private Institution,EPTE,"110 Lombard St., The Old Fire Hall, Toronto, Ontario, Canada, (416) 968-6739",Employment and Social Development Canada
Toronto Institute of Pharmaceutical Technology,Private Institution,EPTH,"55 Town Centre Court, Suite 800, Scarborough, Ontario, Canada, (416) 296-8860",Employment and Social Development Canada
Canadian Business College,Private Institution,EPTM,"2 Bloor Street West, 22nd floor (Box 90), Toronto, Ontario, Canada, 4169259929",Employment and Social Development Canada
Randolph College for the Performing Arts,Private Institution,EPTO,"736 Bathurst Street, Toronto, Ontario, Canada, 4169242243",Employment and Social Development Canada
"Gates College of Business, Culinary & Healthcare",Private Institution,EPUL,"1111 Elgin Street W, Cobourg, Ontario, Canada, (905) 372-8978",Employment and Social Development Canada
Trillium College - Oshawa,Private Institution,EPUT,"419 King Street West, Suite 900, Oshawa, Ontario, Canada, (905) 723-1163",Employment and Social Development Canada
Trillium College,Private Institution,EPUW,"360 George St. N., Unit 16, Peterborough, Ontario, Canada, (705) 742-5565",Employment and Social Development Canada
Vercore Business Academy,Private Institution,EPVQ,"65 Adelaide Street East, Toronto, Ontario, Canada, 4163635763",Employment and Social Development Canada
Computek College of Business Healthcare & Technology,Private Institution,EPVX,"2425 Eglinton Ave. E., 4th Floor, Toronto, Ontario, Canada, (416) 285-9941",Employment and Social Development Canada
"CDI College of Business, Technology & Health Care-Toronto",Private Institution,EPWH,"2 County Court Boulevard, Suite 101, Brampton, Ontario, Canada, (416) 360-8113",Employment and Social Development Canada
ACADEMY OF LEARNING CAREER AND BUSINESS,Private Institution,EPWZ,"706 Pape Ave., Toronto, Ontario, Canada, (416) 422-5627",Employment and Social Development Canada
Academy of Learning-Kingston,Private Institution,EPXF,"1469 Princess St., Parkway Plaza, Kingston, Ontario, Canada, 6135448973",Employment and Social Development Canada
Academy of Learning (Bay/Bloor),Private Institution,EPXG,"401 Bay Street, 10th Floor, Toronto, Ontario, Canada, (416) 969-8845",Employment and Social Development Canada
"Canadian College of Business, Science & Technology",Private Institution,EPXI,"350 Rutherford Road South, Plaza 2 - Suite 110, Brampton, Ontario, Canada, (905) 488-5627",Employment and Social Development Canada
Academy of Learning (Etobicoke/Albion),Private Institution,EPXT,"1123 Albion Road, Suite 201, Toronto, Ontario, Canada, 4167463333",Employment and Social Development Canada
Academy of Learning - Toronto,Private Institution,EPXV,"2190 Warden Avenue, Unit G2, G4, Toronto, Ontario, Canada, 4167543143",Employment and Social Development Canada
Trios College Business Technology Health,Private Institution,EPZM,"200 John Street West, Suite C5, Oshawa, Ontario, Canada, (905) 435-9911",Employment and Social Development Canada
"Trios Career Business, Technology & Healthcare Inc.",Private Institution,EPZN,"Hamilton Campus, 4 Hughson Street South, 5th Floor, Hamilton, Ontario, Canada, 9055288972",Employment and Social Development Canada
"Trios College Business, Technology & Healthcare Inc.",Private Institution,EPZO,"Kitchener Campus, 110 King Street East, Kitchener, Ontario, Canada, 5195780838",Employment and Social Development Canada
Gina's College of Advanced Aesthetics - Ottawa,Private Institution,EQAH,"215 Dalhousie Street, Ottawa, Ontario, Canada, 6137897875",Employment and Social Development Canada
Career College Group Medix-Scarborough,Private Institution,EQAL,"2130 Lawrence Avenue East, Suite 205, Scarborough, On, Ontario, Canada, 4167011201",Employment and Social Development Canada
Toronto Film School-Dundas,Private Institution,EQAM,"10 Dundas St. E., Suite 704, Toronto, Ontario, Canada, (905) 669-0550",Employment and Social Development Canada
Marvel Beauty Schools,Private Institution,EQAU,"496 Dundas Street, London, Ontario, Canada, (519) 433-7214",Employment and Social Development Canada
Cts Canadian Career College Inc.,Private Institution,EQAX,"1495 Seymour Street, Unit 8 & 10, North Bay, Ontario, Canada, (705)472-0899",Employment and Social Development Canada
Marvel Beauty School,Private Institution,EQCI,"11 Ainslie Street South, Cambridge, Ontario, Canada, (519) 624-5551",Employment and Social Development Canada
Marvel Beauty School,Private Institution,EQCJ,"18 Cundles Road East, Unit 4, Barrie, Ontario, Canada, (705) 737-3774",Employment and Social Development Canada
Marvel Beauty School-Chatham,Private Institution,EQCK,"199 King Street, Chatham, Ontario, Canada, (519) 354-3440",Employment and Social Development Canada
Marvel Beauty School,Private Institution,EQCP,"240 Bank Street, Suite 210, Ottawa, Ontario, Canada, (613) 236-0243",Employment and Social Development Canada
