,Unnamed: 0,EI Code,EI Name,EI Type,Address,EI Designation Date,phone,provider,province
33,33,EPCV,Marca College of Hair & Esthetics-Brampton,Private Institution,"370 Main St. North,  Brampton,  Ontario,  Canada,  ",2011-02-07,(905) 305-1010,ESDC,on
34,34,EPDA,Sutherland-Chan School Teaching Clinic,Private Institution,"330 Dupont St. 4th Fl.,  Suite 400,  Toronto,  Ontario,  Canada,  ",1988-12-21,4169241107,ESDC,on
35,35,EPDQ,The Canadian Academy of Dental Health & Community Sciences,Private Institution,"1599 Hurontario St,  Suite 105,  Mississauga, ON,  Ontario,  Canada,  ",2011-07-22,(905) 278-2794,ESDC,on
36,36,EPDR,North American College Information & Technology,Private Institution," Yonge St.,  Toronto,  Ontario,  Canada,",1988-12-21,207-730,ESDC,on
37,37,EPDW,Sunview College -Toronto,Private Institution,"127 Westmore Drive,  Unit 115,  Etobicoke,  Ontario,  Canada,  ",2011-08-18,(416) 646-4744,ESDC,on
38,38,EPEC,Sunview College - Mississauga,Private Institution,"2120 Dundas Street,  Mississauga,  Ontario,  Canada,  ",2011-08-18,(416) 646-4744,ESDC,on
39,39,EPEE,"Anderson College of Health, Business & Technology-Mississauga",Private Institution,"300a - 165 Dundas Street West,  Mississauga,  Ontario,  Canada,  ",1988-12-21,4162736656,ESDC,on
40,40,EPEF,The School of Toronto Dance Theatre,Private Institution,"80 Winchester St.,  Toronto,  Ontario,  Canada,  ",1988-12-21,(416) 967-6887,ESDC,on
41,41,EPEH,Gina's College of Advanced Aesthetices - Waterloo,Private Institution,"385 Weber Street North,  Waterloo,  Ontario,  Canada,  ",1988-12-21,5198862998,ESDC,on
42,42,EPEK,Ontario College of Health & Technology,Private Institution,"1040 South Service Rd,  Unit 107,  Stoney Creek,  Ontario,  Canada,  ",2011-08-26,(905) 643-8778,ESDC,on
43,43,EPEM,"CDI College of Business, Technology & Health Care-Scarborough",Private Institution," Eglinton Ave E,  Scarborough,  Ontario,  Canada,  ",2011-10-06,205-2206,ESDC,on
44,44,EPEX,Bryan College of Applied Health & Business Sciences,Private Institution,"Registrar/Admissions,  1200 Lawrence Ave. West,  North York,  Ontario,  Canada,  ",1988-12-21,8886416300,ESDC,on
45,45,EPFA,"Trios College of Business, Technology & Healthcare (London)",Private Institution,"520 First Street,  Unit 1,  London,  Ontario,  Canada,  ",1982-02-01,5194556698,ESDC,on
46,46,EPFC,Herzing College,Private Institution,"Box 225,  1200 St. Laurent Blvd.,  Suite 408,  Ottawa,  Ontario,  Canada,  ",1988-01-12,(613) 742-8099,ESDC,on
47,47,EPFD,Kikkawa College,Private Institution,"2340 Dundas Street West,  Unit G-04,  Toronto,  Ontario,  Canada,  ",1988-12-21,4167624857,ESDC,on
48,48,EPFF,P.E.B.E.C. School of Esthetics,Private Institution,"496 Dundas Street,  London,  Ontario,  Canada,  ",1988-12-21,(519) 432-7162,ESDC,on
49,49,EPFG,Versailles Academy of Make-Up Art And Esthetics,Private Institution,"1930 Bank Street,  Unit 1,  Ottawa,  Ontario,  Canada,  ",2006-08-01,(613) 521-4155,ESDC,on
50,50,EPFK,Academie de Dessin et de Mode Richard Robinson,Private Institution,"419 Sussex Dr.,  Ottawa,  Ontario,  Canada,  ",1988-12-21,6132415233,ESDC,on
51,51,EPFM,Covenant Canadian Reformed Teachers' College,Private Institution,"410 Crerar Dr.,  Hamilton,  Ontario,  Canada,  ",1988-12-21,(905) 385-0634,ESDC,on
52,52,EPFO,Avola College of Hairstyling & Esthetics,Private Institution,"282 Dundas St. East,  Toronto,  Ontario,  Canada,  ",1988-12-21,4169671800,ESDC,on
53,53,EPFS,"CDI College of Business, Technology & Health Care-Mississauga",Private Institution,"33 City Centre Dr,  Suite 280,  Mississauga,  Ontario,  Canada,  ",2011-10-06,(289) 327-0278,ESDC,on
54,54,EPFX,Canadian College of Naturopathic Medicine,Private Institution,"1255 Sheppard Avenue East,  North York,  Ontario,  Canada,  ",1988-12-21,4164981255,ESDC,on
55,55,EPFY,Canadian All Care College,Private Institution,"240 Alton Towers Circle,  Suite 302 & 308,  Scarborough,  Ontario,  Canada,  ",2011-12-12,(416) 292-6050,ESDC,on
56,56,EPGB,Gina's College of Advanced Aesthetics - Mississauga,Private Institution,"3045 Southcreek Rd. Unit 7,  Mississauga,  Ontario,  Canada,  ",1988-12-21,4166028891,ESDC,on
57,57,EPGD,Redeemer University,Private Institution,"777 Garner Road East,  Ancaster,  Ontario,  Canada,  ",1986-07-30,9056482131,ESDC,on
58,58,EPGF,"Trebas Institute, Toronto",Private Institution,"543 Yonge St.,  Suite 300,  Toronto,  Ontario,  Canada,  ",1988-12-21,(416) 966-3066,ESDC,on
59,59,EPGN,Canadian School of Private Investigation & Security,Private Institution,"2828 Dufferin Str.,  Toronto,  Ontario,  Canada,  ",1988-12-21,4167855720,ESDC,on
60,60,EPGO,Academy of Applied Pharmaceutical Sciences,Private Institution,"200 Consumers Road, Ste 200 ,  Toronto,  Ontario,  Canada,  ",1988-12-21,(416) 502-2277,ESDC,on
61,61,EPGP,Algonquin Careers Academy-Ottawa,Private Institution,"1830 Bank St.,  Ottawa,  Ontario,  Canada,  ",1988-12-21,6137227811,ESDC,on
62,62,EPGW,Toronto College of Dental Hygiene & Auxiliaries Inc.,Private Institution,"28 Vanley Crescent,  North York,  Ontario,  Canada,  ",2011-12-23,(416) 423-3099,ESDC,on
63,63,EPGY,Elegance Schools Incorporated-London,Private Institution,"77A - 301 Oxford Street West,  London,  Ontario,  Canada,  ",1988-12-21,5194341181,ESDC,on
64,64,EPGZ,Ontario Institute of Audio Recording Technology,Private Institution,"502 Newbold Street,  London,  Ontario,  Canada,  ",1988-12-21,5196865010,ESDC,on
65,65,EPHB,The School of Makeup Art,Private Institution,"25 Yorkville Avenue,  Suite 200,  Toronto,  Ontario,  Canada,  ",1988-12-21,(416) 340-1300,ESDC,on
66,66,EPHI,Biztech Institute Inc,Private Institution,"5170 Dixie Rd.,  Suite 205,  Mississauga,  Ontario,  Canada,  ",2012-03-15,9052129039,ESDC,on
67,67,EPIA,Westervelt College - London,Private Institution,"303 Richmond Street,  London,  Ontario,  Canada,  ",1988-03-14,5196594822,ESDC,on
68,68,EPIF,Nu-Wave School of Hair Design,Private Institution,"1526 Victoria Avenue,  Thunder Bay,  Ontario,  Canada,  ",1988-12-21,8076236666,ESDC,on
69,69,EPIH,Marca College of Hair & Esthetics (Danforth),Private Institution,"2902 Danforth Avenue,  Toronto,  Ontario,  Canada,  ",1988-12-21,4166982602,ESDC,on
70,70,EPIR,Recording Arts Canada,Private Institution,"111 Peter Street,  Suite 708,  Toronto,  Ontario,  Canada,  ",1988-07-26,4169775074,ESDC,on
71,71,EPIY,Acupuncture and Integrative Medicine Academy Inc.,Private Institution," Spadina Avenue,  Toronto,  Ontario,  Canada,  ",1988-10-20,300-455,ESDC,on
72,72,EPIZ,D'Arcy Lane Incorporated,Private Institution,"520 First St,  Unit 9,  London,  Ontario,  Canada,  ",1987-08-31,5196734421,ESDC,on
73,73,EPJX,"Anderson College of Health, Business & Technology",Private Institution,"180 Bloor St. W.,  Suite 400,  Toronto,  Ontario,  Canada,  ",1990-02-23,4164666107,ESDC,on
74,74,EPKB,C/J Health Care Support College - Scarborough,Private Institution,"1371 Neilson Road,  Suite 401,  Scarborough,  Ontario,  Canada,  ",1990-06-29,4162838252,ESDC,on
75,75,EPKG,Stratford Chefs School,Private Institution,"192 Ontario Street,  Stratford,  Ontario,  Canada,  ",2006-05-02,5192711414,ESDC,on
76,76,EPKH,Foundation for Montessori Education,Private Institution,"2100 Bloor Street West,  Unit 13,  Toronto,  Ontario,  Canada,  ",1990-04-07,(416) 769-7457,ESDC,on
77,77,EPKI,Career College Grouop Medix-Toronto,Private Institution,"700 Lawrence Avenue West,  Suite 300,  Toronto,  Ontario,  Canada,  ",1990-07-13,4166308021,ESDC,on
78,78,EPKL,Harris Institute for the Arts,Private Institution,"118 Sherbourne Street,  Toronto,  Ontario,  Canada,  ",1990-08-13,4163670178,ESDC,on
79,79,EPLB,Passion Beauty Academy Inc,Private Institution,"5120 Dixie Road,  Unit 17,  Mississauga,  Ontario,  Canada,  ",2012-03-30,9056248448,ESDC,on
80,80,EPLC,CJ Health Care College,Private Institution,"1123 Albion Rd,  L101,  Toronto,  Ontario,  Canada,  ",2012-04-12,(416) 422-5900,ESDC,on
81,81,EPLE,Voila Institute School of Hair Design,Private Institution,"72-74 King St. W.,  Kitchener,  Ontario,  Canada,  ",2012-07-30,5197438892,ESDC,on
82,82,EPLF,Metalworks Institute of Sound & Music Production,Private Institution,"3611 Mavis Rd.,  Mississauga,  Ontario,  Canada,  ",2012-08-14,9052794000,ESDC,on
83,83,EPLG,CLI College of Business Health & Technology,Private Institution," Sheppard Ave. W.,  Toronto,  Ontario,  Canada,  ",2012-08-23,203-2300,ESDC,on
84,84,EPLH,Niagara University,Private Institution,"131 Farnham Ave,  Toronto,  Ontario,  Canada,  ",2012-08-23,9052947260,ESDC,on
85,85,EPLM,"KLC College:Healthcare, Business, Education-Kingston",Private Institution,"742 Arlington Park Place,  Kingston,  Ontario,  Canada,  ",1992-04-16,(613) 384-6194,ESDC,on
86,86,EPLO,Hamilton School of Careers,Private Institution,"553/557 Barton Street E.,  Hamilton,  Ontario,  Canada,  ",2011-02-22,(905) 577-9733,ESDC,on
87,87,EPLQ,"Queen's College of Business, Technology & Public Safety",Private Institution,"121 Brunel Road,  Mississauga,  Ontario,  Canada,  ",1992-05-20,(416) 480-1545,ESDC,on
88,88,EPLR,"CDI College of Business, Technology and Healthcare-Hamilton",Private Institution,"14 & 20 Houghson Street South,  Hamilton,  Ontario,  Canada,  ",2012-09-27,9056670980,ESDC,on
89,89,EPLS,"CDI College of Business, Technology and Healthcare-North York",Private Institution,"33-4950 Yonge St.,  North York,  Ontario,  Canada,  ",2012-10-01,4166459408,ESDC,on
90,90,EPLU,"Canadian College of Business, Science & Technology",Private Institution,"4900 Sheppard Ave. E.,  Suite 208,  Scarborough,  Ontario,  Canada,  ",2012-10-03,4168506028,ESDC,on
91,91,EPLV,Citi College of Canadian Careers-Mississauga,Private Institution,"50 Burnhamthrope Road West,  Suite 702,  Mississauga,  Ontario,  Canada,",2012-11-26,,ESDC,on
92,92,EPLW,Windsor Career College - Windsor,Private Institution,"235 Eugenie Street West,  Suite 200,  Windsor,  Ontario,  Canada,  ",2012-12-27,5199718066,ESDC,on
93,93,EPLX,Fiorio Beauty Academy,Private Institution,"1981 Queen Street East,  Toronto,  Ontario,  Canada,  ",2012-12-27,4169681574,ESDC,on
94,94,EPLY,Metro College of Technology,Private Institution,"789 Don Mills Road,  Suite 500,  Toronto,  Ontario,  Canada,  ",2013-01-03,4165859880,ESDC,on
95,95,EPLZ,Looks Aesthetic Academy,Private Institution,"25 Watline Ave,  Gr 16,  Mississauga,  Ontario,  Canada,  ",2013-02-21,9055070024,ESDC,on
96,96,EPMA,KLC College Healthcare Business Education-Kingston,Private Institution,"734 Arlington Park Place,  Kingston,  Ontario,  Canada,  ",2013-04-26,6133846194,ESDC,on
97,97,EPMB,Career School of Hairstyling-Oshawa,Private Institution,"92 Bond St. W.,  Oshawa,  Ontario,  Canada,  ",2013-07-30,9055763558,ESDC,on
98,98,EPMC,Career School of Hairstyling,Private Institution,"43 McMillan St.,  Oshawa,  Ontario,  Canada,  ",2013-08-05,9055763558,ESDC,on
99,99,EPMD,Sunview College - Brampton,Private Institution,"8897 The Gore Rd.,  Unit 25,  Brampton,  Ontario,  Canada,  ",2013-09-03,4164649797,ESDC,on
100,100,EPME,Pre-Apprenticeship Training Institute,Private Institution,"11 Kodiak Crescent,  Toronto,  Ontario,  Canada,  ",2013-10-16,4166384111,ESDC,on
101,101,EPMG,Pre-Apprenticeship Training Institute,Private Institution,"45 Commerce Court,  Cambridge,  Ontario,  Canada,  ",2013-10-16,5196531119,ESDC,on
102,102,EPMH,"TAHA ACADEMY OF BEAUTY, BUSINESS & HEALTH",Private Institution,"2210 Markham Rd.,  Unit 2,  Scarborough,  Ontario,  Canada,  ",2013-10-31,4166093500,ESDC,on
103,103,EPMI,Aveda Institute Toronto,Private Institution,"125 King St. E.,  Toronto,  Ontario,  Canada,  ",2013-11-04,4169212961,ESDC,on
104,104,EPMJ,McMaster Divinity College,Private Institution,"1280 Main St. W.,  Hamilton,  Ontario,  Canada,  ",2019-04-24,9055255914,ESDC,on
105,105,EPMK,Stanford International College of Business & Technology,Private Institution,"930 Progress Avenue,  Scarborough,  Ontario,  Canada,  ",2013-11-04,4163831608,ESDC,on
106,106,EPML,"Willis College of Business, Health & Technology-Arnprior",Private Institution,"39 Winners Circle Drive,  RR #3,  Suite 208,  Arnprior,  Ontario,  Canada,  ",2013-11-14,6132331128,ESDC,on
107,107,EPMM,Niagara University-Toronto,Private Institution,"319 Ossington Ave.,  Toronto,  Ontario,  Canada,  ",2014-01-17,4165337039,ESDC,on
108,108,EPMN,Canadian College of Business Science & Technology-Etobicoke,Private Institution,"5001 Yonge St,  Suite 305,  North York,  Ontario,  Canada,  ",2014-01-28,4167459555,ESDC,on
109,109,EPMO,Canadian All Care College,Private Institution,"4630 Dufferin St,  Suite 305,  Toronto,  Ontario,  Canada,  ",2014-04-15,4162926050,ESDC,on
110,110,EPMP,Canadian Institute of Learning,Private Institution,"37 George St. N,  Suite 301,  Brampton,  Ontario,  Canada,  ",2014-07-17,9058743311,ESDC,on
111,111,EPMQ,North American College of Information Technology,Private Institution,"2100 Ellesmere Rd.,  Suite 101,  Scarborough,  Ontario,  Canada,  ",2014-07-31,4162906024,ESDC,on
112,112,EPMR,Modern College of Hairstyling & Esthetics,Private Institution,"34 Commerce Crt,  Suite 10,  North Bay,  Ontario,  Canada,  ",2014-08-25,7044741490,ESDC,on
113,113,EPMS,Modern College of Hairstyling & Esthetics,Private Institution,"66 Elm St,  Suite 110,  Sudbury,  Ontario,  Canada,  ",2014-08-25,7056719000,ESDC,on
114,114,EPMU,Herzing College,Private Institution,"1099 Kingston Rd.,  Suite 220,  Pickering,  Ontario,  Canada,  ",2014-08-29,9054273010,ESDC,on
115,115,EPMV,Herzing College - Scarborough,Private Institution,"1457 McCowan Rd.,  Suite 216,  Scarborough,  Ontario,  Canada,  ",2014-08-29,4167241053,ESDC,on
116,116,EPMW,"Gates College of Business, Culinary & Healthcare",Private Institution,"345 Queen St. East,  Sault Ste Marie,  Ontario,  Canada,  ",2014-09-12,9053728978,ESDC,on
117,117,EPMX,National Academy of Health & Business-Toronto,Private Institution,"20 Eglinton E.,  Suite 202,  Toronto,  Ontario,  Canada,  ",2014-10-21,4165450404,ESDC,on
118,118,EPMZ,Marca College of Hair & Esthetics - Hamilton,Private Institution,"2 King St. W.,  Jackson Square,  Hamilton,  Ontario,  Canada,  ",2015-06-05,9053051010,ESDC,on
119,119,EPNC,Modern College of Hairstyling & Esthetics-Barrie,Private Institution,"400 Bayfield Street,  Unit 218,  Barrie,  Ontario,  Canada,  ",2015-07-07,7053931200,ESDC,on
120,120,EPND,"Anderson College of Health, Business & Technology",Private Institution,"5734 Yonge Street,  Suite 100,  Toronto,  Ontario,  Canada,  ",2015-09-16,4162226107,ESDC,on
121,121,EPNE,Southern Ontario Dental College,Private Institution,"201 Wilson Street East,  Level 1,  Ancaster,  Ontario,  Canada,  ",2015-10-22,9053044706,ESDC,on
122,122,EPNF,Beauty Academy London,Private Institution,"J3/J4 785 Wonderland Rd. S.,  London,  Ontario,  Canada,  ",2015-11-06,(519)657-7000,ESDC,on
123,123,EPNG,"Oxford College of Arts, Business and Technology - Burlington",Private Institution,"760 Brant Street,  Burlington,  Ontario,  Canada,  ",2016-01-04,9056323200,ESDC,on
124,124,EPNH,"Oxford College of Arts, Business and Technology - Mississauga",Private Institution,"1300 Central Parkway West,  Suite 400,  Mississauga,  Ontario,  Canada,  ",2016-01-04,9055921153,ESDC,on
125,125,EPNI,"Oxford College of Arts, Business and Technology - Toronto",Private Institution,"869 Yonge Street,  Toronto,  Ontario,  Canada,  ",2016-01-04,4169072571,ESDC,on
126,126,EPNJ,"Oxford College of Arts, Business and Technology - Peterborough",Private Institution,"360 George Street North,  Suite 16,  Peterborough,  Ontario,  Canada,  ",2016-01-04,7057425565,ESDC,on
127,127,EPNK,Stanford International College of Business & Technology,Private Institution,"1011 Eglinton Ave East,  Suite 1,  Mississauga,  Ontario,  Canada,  ",2017-06-13,9056293088,ESDC,on
128,128,EPNL,Stanford International College of Business & Technology,Private Institution,"1011 Eglinton Ave. E.,  Suite 7,  Mississauga,  Ontario,  Canada,  ",2017-06-13,9056293088,ESDC,on
129,129,EPNM,Pharma-Medical Science College of Canada,Private Institution,"505 Consumers Rd.,  Suite 100,  North York,  Ontario,  Canada,  ",2016-07-11,416-821-4876,ESDC,on
130,130,EPNN,CMU College of Makeup Art & Design,Private Institution,"366 Adelaide Street East,  Suite 120,  Toronto,  Ontario,  Canada,  ",2016-08-12,4169686739,ESDC,on
131,131,EPNO,"Gates College of Business, Culinary & Healthcare",Private Institution,"1135 Landsdowne St.,  Suite 201A,  Peterborough,  Ontario,  Canada,  ",2016-08-23,9053728978,ESDC,on
132,132,EPNP,Protege School,Private Institution,"3390 Midland Ave.,  Unit 10,  Toronto,  Ontario,  Canada,  ",2016-09-19,4167549866,ESDC,on
133,133,EPNQ,Toronto School of Traditional Chinese Medicine,Private Institution,"700 Lawrence Ave. W.,  Suite 433,  Toronto,  Ontario,  Canada,  ",2016-10-04,4167829682,ESDC,on
134,134,EPNR,Six Nations Polytechnic,Private Institution,"2160 Fourth Line,  PO BOX 700,  Ohsweken,  Ontario,  Canada,  ",2016-10-14,5194450023,ESDC,on
135,135,EPNS,Allanti School of Hairstyling & Aesthetics,Private Institution,"134 West St.,  Brantford,  Ontario,  Canada,",2017-02-24,,ESDC,on
136,136,EPNT,Cappa School of Professional Hairstyling & Aesthetics,Private Institution,"56 St. Paul St. W,  St. Catharines,  Ontario,  Canada,  ",2017-03-14,9056881175,ESDC,on
137,137,EPNU,Eight Branches Academy of Eastern Medicine,Private Institution,"112 Merton Street,  3rd floor,  Toronto,  Ontario,  Canada,  ",2017-04-11,4169255722,ESDC,on
138,138,EPNV,Stanford International College of Business & Technology-Brampton,Private Institution,"18 Corporation Drive,  Brampton,  Ontario,  Canada,  ",2017-04-12,9057890666,ESDC,on
139,139,EPNW,Saco Academy,Private Institution,"1980 Ogilvie Rd.,  Unit 103,  Ottawa,  Ontario,  Canada,  ",2017-04-20,6137457171,ESDC,on
140,140,EPNX,Ontario College of Traditional Chinese Medicine - Toronto,Private Institution,"283 Spadina Avenue,  3rd floor,  Toronto,  Ontario,  Canada,",2017-07-27,,ESDC,on
141,141,EPNY,Ontario College of Traditional Chinese Medicine - Markham,Private Institution,"3190 Steeles Ave. East,  Unit 110,  Markham,  Ontario,  Canada,",2017-07-27,,ESDC,on
142,142,EPNZ,International Academy of Massage,Private Institution,"380 Forest Street,  Room 1,  Ottawa,  Ontario,  Canada,  ",2017-09-29,613-820-4046,ESDC,on
143,143,EPOA,APLUS Institute,Private Institution,"4950 Yonge St, Concourse level,  Unit 15,  Toronto,  Ontario,  Canada,",2017-08-17,,ESDC,on
144,144,EPOB,Adler Centre for Learning,Private Institution,"890 Yonge St,  Unit 900,  Toronto,  Ontario,  Canada,",2017-11-08,,ESDC,on
145,145,EPOC,Yorkville University,Private Institution,"2000 Steeles Avenue West,  Concord,  Ontario,  Canada,",2017-08-22,,ESDC,on
146,146,EPOD,Algonquin Careers Academy - Ottawa,Private Institution,"75 Albert Street,  Unit 101,  Ottawa,  Ontario,  Canada,  ",2018-03-12,613-829-9059,ESDC,on
147,147,EPOE,Career College Group Medix - Burlington,Private Institution,"5315 North Services Road,  Burlington,  Ontario,  Canada,  ",2017-11-02,905-870-0360,ESDC,on
148,148,EPOF,Academy of Applied Pharmaceutical Sciences,Private Institution,"2960 Drew Rd,  140A,  Mississauga,  Ontario,  Canada,  ",2018-01-08,416-502-2277,ESDC,on
149,149,EPOG,"Oxford College of Arts, Business and Technology - Barrie",Private Institution,"320 Bayfield Street,  B100,  Barrie,  Ontario,  Canada,  ",2018-05-22,4164398668,ESDC,on
150,150,EPOH,Windsor Career College - Toronto,Private Institution,"1625 Albion Road,  Suite 203,  Toronto,  Ontario,  Canada,  ",2018-05-23,4165515475,ESDC,on
151,151,EPOI,Our Lady Seat of Wisdom College,Private Institution,"18 Karol Wojtyla Square,  PO Box 249,  Barry's Bay,  Ontario,  Canada,",2018-08-28,,ESDC,on
152,152,EPOJ,Trillium College - Sudbury,Private Institution,"248 - 40 Elm Street,  Sudbury,  Ontario,  Canada,",2018-11-29,,ESDC,on
153,153,EPOK,Grand Health Academy,Private Institution,"760 King Street East,  Hamilton,  Ontario,  Canada,",2019-08-16,,ESDC,on
154,154,EPOL,Academy of Learning-Brampton,Private Institution,"7700 Hurontario St.,  Suite 306,  Brampton,  Ontario,  Canada,",,,ESDC,on
155,155,EPOM,"Canadian College of Business, Science & Technology Inc - Mississauga",Private Institution,"90 Burnhamthrope Road West,  Unit 402,  Mississauga,  Ontario,  Canada,",2019-11-04,,ESDC,on
156,156,EPON,Canadian National Institute of Health Inc.,Private Institution,"303 Dalhousie St ,  Ottawa,  Ontario,  Canada,",2020-08-06,,ESDC,on
157,157,EPOO,CTS CANADIAN CAREER COLLEGE-Chapleau,Private Institution,"101 Pine Street East,  Chapleau,  Ontario,  Canada,",2020-05-07,,ESDC,on
158,158,EPTE,CMU College of Makeup Art & Design,Private Institution,"110 Lombard St.,  The Old Fire Hall,  Toronto,  Ontario,  Canada,  ",1994-03-15,(416) 968-6739,ESDC,on
159,159,EPTH,Toronto Institute of Pharmaceutical Technology,Private Institution,"55 Town Centre Court,  Suite 800,  Scarborough,  Ontario,  Canada,  ",1994-04-19,(416) 296-8860,ESDC,on
160,160,EPTM,Canadian Business College,Private Institution,"2 Bloor Street West,  22nd floor (Box 90),  Toronto,  Ontario,  Canada,  ",1994-07-20,4169259929,ESDC,on
