,Unnamed: 0,EI Code,EI Name,EI Type,Address,EI Designation Date,phone,provider,province
11,11,DPBJ,"Hua Xia Acupuncture, Massage, Herb College",Private Institution,"Unit A - 2810 Pembina Hwy.,  Winnipeg,  Manitoba,  Canada,",2008-05-29,,ESDC,mb
12,12,DPBQ,Harv's Air Service,Private Institution,"P.O. Box 1056,  Steinbach,  Manitoba,  Canada,  ",1988-12-21,(204) 326-2434,ESDC,mb
13,13,DPBR,Commonwealth College Inc,Private Institution,"1st Floor 294 William Avenue,  Winnipeg,  Manitoba,  Canada,  ",1988-12-21,(204) 944-8202,ESDC,mb
14,14,DPBT,Robertson College,Private Institution,"180 MAIN STREET,  Winnipeg,  Manitoba,  Canada,  ",1988-02-20,204-957-6628,ESDC,mb
15,15,DPCA,H & CO Academy Hair & Nails Inc.,Private Institution,"603 Princess Avenue,  Brandon,  Manitoba,  Canada,  ",1991-01-11,(204) 727-0358,ESDC,mb
16,16,DPCC,Mid-Ocean School of Media Arts,Private Institution,"1588 Erin Street,  Winnipeg,  Manitoba,  Canada,  ",1991-12-05,(204) 775-3308,ESDC,mb
17,17,DPCF,Academy of Learning (South),Private Institution,"297 St. Mary's Road,  Winnipeg,  Manitoba,  Canada,  ",1992-09-17,(204) 478-8884,ESDC,mb
18,18,DPCI,Academy of Learning (Winnipeg North),Private Institution,"77 Redwood Avenue,  2nd Floor,  Winnipeg,  Manitoba,  Canada,  ",1992-12-08,(204) 582-9400,ESDC,mb
19,19,DPCK,Wellington College of Remedial Massage Therapies Inc,Private Institution,"435 Berry Street,  Winnipeg,  Manitoba,  Canada,  ",1994-12-19,(204) 957-2402,ESDC,mb
20,20,DPCL,Evolve College of Massage Therapy,Private Institution," Portage Avenue,  Clarion Hotel,  Winnipeg,  Manitoba,  Canada,  ",1995-02-01,504-1445,ESDC,mb
21,21,DPCP,M.C. College,Private Institution,"575 Wall Street,  Winnipeg,  Manitoba,  Canada,  ",1996-02-01,(204) 786-5081,ESDC,mb
22,22,DPCT,Academy of Learning (Steinbach),Private Institution,"Box 25,  178 Hwy 12 North,  Steinbach,  Manitoba,  Canada,  ",2010-04-27,(204) 326-4188,ESDC,mb
23,23,DPDI,Aveda Institute Winnipeg,Private Institution,"80 Rorie Street,  Winnipeg,  Manitoba,  Canada,  ",1998-03-06,(204) 956-2693,ESDC,mb
24,24,DPDK,Centre for Christian Studies,Private Institution,"60 Maryland Street,  Woodsworth House,  Winnipeg,  Manitoba,  Canada,  ",1998-07-23,204-783-2728,ESDC,mb
25,25,DPDO,"CDI College of Business, Technology & Healthcare",Private Institution,"280 Main Street,  Winnipeg,  Manitoba,  Canada,  ",1993-03-24,(204) 942-1773,ESDC,mb
26,26,DPDV,Yellowquill College,Private Institution,"480 Madison Street,  Winnipeg,  Manitoba,  Canada,  ",1964-09-23,(204) 953-2817,ESDC,mb
27,27,DPEB,Northwest Law Enforcement Academy,Private Institution," Wellington Avenue,  Winnipeg,  Manitoba,  Canada,  ",2001-08-27,200 -1821,ESDC,mb
28,28,DPEC,Criti Care Emergency Medical Services,Private Institution," Broadway,  Winnipeg,  Manitoba,  Canada,  ",2002-07-30,106-386,ESDC,mb
29,29,DPED,Millennia Helicopters Ltd.,Private Institution,"28083 North Kildonan RPO,  Winnipeg,  Manitoba,  Canada,  ",2010-01-06,204-230-5423,ESDC,mb
30,30,DPEG,Willis College,Private Institution," Hargrave Street,  Winnipeg,  Manitoba,  Canada,  ",2003-09-25,200-464,ESDC,mb
31,31,DPEH,CHN College Inc.,Private Institution,"670 Main Street,  Winnipeg,  Manitoba,  Canada,  ",2010-04-12,204-947-5237,ESDC,mb
32,32,DPEK,Mountain City Aviation,Private Institution,"50 Conner Hill Drive,  Morden,  Manitoba,  Canada,",2011-07-26,,ESDC,mb
33,33,DPEM,The Salon Professional Academy,Private Institution," Ellice Avenue,  Winnipeg,  Manitoba,  Canada,",2013-10-03,260-1395,ESDC,mb
34,34,DPEN,Louis Riel Vocational College,Private Institution," Henry Avenue,  Winnipeg,  Manitoba,  Canada,",2015-12-11,108-150,ESDC,mb
35,35,DPEO,Code of Excellence Training Centre - Local IBEW 2085,Private Institution,"550 Notre Dame Avenue,  Winnipeg ,  Manitoba,  Canada,  ",2016-10-05,204-957-0036,ESDC,mb
36,36,DPEQ,Traditional Chinese Medicine and Acupuncture College of Manitoba,Private Institution,"661 Pembina Highway,  Winnipeg,  Manitoba,  Canada,",2018-07-25,,ESDC,mb
37,37,DPER,H & Co. Academy Esthetics,Private Institution,"801-10th Street,  Brandon, MB,  Manitoba,  Canada,  ",2019-02-28,2047171700,ESDC,mb
38,38,DUAA,Brandon University,University,"270-18th Street,  ATTN: Karen Stewart,  Brandon,  Manitoba,  Canada,  ",1967-08-02,(204) 728-9699,ESDC,mb
39,39,DUAB,University of Manitoba,University,"Room 422 University Centre,  Winnipeg,  Manitoba,  Canada,  ",1964-09-23,(204) 474-9532,ESDC,mb
40,40,DUAD,University of Winnipeg,University,"515 Portage Avenue,  Awards and Financial Aid Offic,  Winnipeg,  Manitoba,  Canada,  ",1967-08-02,204-789-1420,ESDC,mb
41,41,DUAF,Universite de Saint-Boniface,University,"200 Ave De La Cathedrale,  Saint-Boniface,  Manitoba,  Canada,  ",1964-09-23,(204) 237-1818,ESDC,mb
42,42,DUAK,Canadian Mennonite University,University,"500 Shaftsbury Boulevard,  Winnipeg,  Manitoba,  Canada,  ",1988-12-21,(204) 487-3300,ESDC,mb
43,43,DVAA,Assiniboine Community College,Technical and Vocational,"1430 Victoria Avenue East,  Attention: Bryce Neufeld,  Brandon,  Manitoba,  Canada,  ",1964-09-23,(204) 725-8700,ESDC,mb
44,44,DVAD,Louis Riel School Division Arts and Technology Centre,Technical and Vocational,"5 de Bourmont Avenue,  Winnipeg,  Manitoba,  Canada,  ",2009-07-13,204-237-8951,ESDC,mb
45,45,DVAG,Red River College,Technical and Vocational,"D Notre Dame Avenue,  Winnipeg,  Manitoba,  Canada,  ",1988-12-21,101-2055,ESDC,mb
46,46,DVAQ,Manitoba Institute of Trades and Technology,Technical and Vocational,"7 Fultz Boulevard,  Winnipeg,  Manitoba,  Canada,  ",1987-10-02,204-989-6519,ESDC,mb
47,47,DVAU,R.B. Russell Vocational High School,Technical and Vocational,"364 Dufferin Avenue,  Winnipeg,  Manitoba,  Canada,",2010-12-13,,ESDC,mb
48,48,DVCR,Manitoba Emergency Services College,Technical and Vocational,"1601 VanHorne Avenue East,  Brandon,  Manitoba,  Canada,  ",1998-11-23,(204) 726-6855,ESDC,mb
49,49,DVCU,St. James-Assiniboia Continuing Education,Technical and Vocational,"470 Hamilton Avenue,  Winnipeg,  Manitoba,  Canada,  ",2001-05-03,(204) 832-9637,ESDC,mb
