,Unnamed: 0,EI Code,EI Name,EI Type,Address,EI Designation Date,phone,provider,province
54,54,FPEE,Ecole de Stenographie Judiciaire du Quebec,Private Institution,"465 rue Saint-Jean,  bureau 505,  Montreal, QC,  Quebec,  Canada,  ",2020-09-18,(514) 954-3459,ESDC,qu
55,55,FPEF,Rosemount Technology Centre,Private Institution,"3737 Beaubien,  Montreal,  Quebec,  Canada,  ",2018-04-26,(514) 376-4725,ESDC,qu
56,56,FPEQ,Ecole National de Cirque,Private Institution,"8181 2nd Ave.,  Montreal,  Quebec,  Canada,  ",2014-09-23,5149820859,ESDC,qu
57,57,FPFE,C.F.P. - Sorel-Tracy,Private Institution,"2725 boul de Tracy,  Sorel-Tracy,  Quebec,  Canada,  ",2016-05-02,4507431285,ESDC,qu
58,58,FPFF,Syn Studio,Private Institution,"460 Saint Catherine West,  #508,  Montreal,  Quebec,  Canada,  ",2016-05-30,5149987625,ESDC,qu
59,59,FPFG,Institut Grasset,Private Institution,"220 Avenue,  Fairmount Ouest,  Montreal,  Quebec,  Canada,  ",2017-02-28,5142774027,ESDC,qu
60,60,FPFH,Centre de Formation Professionnelle de l'ASBESTERIE,Private Institution,"340 Boulevard Morin,  Asbestos,  Quebec,  Canada,  ",2017-08-30,8198790769,ESDC,qu
61,61,FPFI,Centre de Formation Professionnelle de 24 Juin,Private Institution,"2955 Boulevard de lUniversite,  Sherbrooke,  Quebec,  Canada,",2017-11-03,,ESDC,qu
62,62,FPFJ,Centre de Formation Professionnelle Gabriel Rousseau,Private Institution,"1155, boul Guillaume-Couture,  Levis,  Quebec,  Canada,  ",2018-10-16,4188390508,ESDC,qu
63,63,FPFK,College Universel,Private Institution,"101 Rue Saint Jean Bosco,  Gatineau,  Quebec,  Canada,  ",2018-10-18,8135032400,ESDC,qu
64,64,FPSW,Academie de Massage Scientifique,Private Institution,"1375 rue Janelle,  Drummondville,  Quebec,  Canada,  ",2016-10-12,(819) 475-1996,ESDC,qu
65,65,FPTJ,CDI College - Pointe-Claire,Private Institution,"1000 Boulevard Saint-Jean,  Suite 500,  Pointe-Claire,  Quebec,  Canada,  ",2012-06-29,5147820539,ESDC,qu
66,66,FUAA,Bishop's University,University,"2600 College Street,  Sherbrooke,  Quebec,  Canada,  ",1988-12-21,(819) 822-9600,ESDC,qu
67,67,FUAC,Concordia University,University,"1550 de Maisonneuve Blvd W,  Guy-Metro (GM),  Room 230,  Montreal,  Quebec,  Canada,  ",1988-12-21,5148482424,ESDC,qu
68,68,FUAD,Universite de Montreal,University,"Pavillon J.A. Deseve,  2332 Boul Edouard-Montpetit,  4th Fl. Rm 4302,  Montreal,  Quebec,  Canada,  ",2006-10-05,(514) 343-7076,ESDC,qu
69,69,FUAE,Universite de Montreal School of Veterinary Medicine,University,"C.P. 5000,  St Hyacinthe,  Quebec,  Canada,  ",2016-05-20,5147738521,ESDC,qu
70,70,FUAG,Universite du Quebec a Montreal,University,"Pavillion J.A. DéSève,  Bureau DS-R305,  320 Rue Sainte-Catherine Est,  Montreal,  Quebec,  Canada,  ",2018-01-08,(514) 987-3000,ESDC,qu
71,71,FUAI,Universite du Quebeca Chicoutimi,University,"555 Boul. De L'Universite,  Chicoutimi,  Quebec,  Canada,  ",2011-02-04,(418) 545-5005,ESDC,qu
72,72,FUAJ,Universite du Quebec En Outaouais,University,"101 rue Saint-Jean-Bosco,  station BPO Box 1250,  Gatineau,  Quebec,  Canada,  ",1988-12-21,(819) 773-1680,ESDC,qu
73,73,FUAL,Universite de Sherbrooke,University,"2500 Boul. De L'Universite,  Sherbrooke,  Quebec,  Canada,  ",2018-05-23,8198217684,ESDC,qu
74,74,FUAN,Mcgill University,University,"Macdonald Campus,  Student Services Centre,  21,111 Lakeshore,  Ste-Anne De Bellevue,  Quebec,  Canada,  ",2018-09-12,(514) 398-6013,ESDC,qu
75,75,FUAO,Université du Québec en Abitibi-Témiscamingue,University,"445, boulevard de l'Universite,  C.P. 700,  Rouyn-Noranda,  Quebec,  Canada,  ",2018-08-09,8197620971,ESDC,qu
76,76,FUAQ,Universite du Quebec - Ecole de Technologie Superieur,University,"A/S De Monique Gagnon,  Service D'Aide Financière,  1100, Rue Notre-Dame Ouest,  Montreal,  Quebec,  Canada,  ",2017-12-05,(514) 289-8800,ESDC,qu
77,77,FUAR,HEC Montreal,University,"Côte-Sainte-Catherine Building,  3000 Côte-Sainte-Catherine Rd,  Montréal,  Quebec,  Canada,  ",2018-04-10,5143406000,ESDC,qu
78,78,FUAS,Ecole Polytechnique de Montreal,University,"2900 boul Edourd-Montpetit,  C.P. 6079 Succ. Centre Ville,  Montreal,  Quebec,  Canada,  ",2014-06-23,(514) 340-4711,ESDC,qu
79,79,FUAT,Institut national de recherche scientifiques,University,"490 rue de la Couronne,  Quebec,  Quebec,  Canada,  ",2017-12-14,418-654-4677,ESDC,qu
80,80,FUAU,Universite Laval,University,"Bureau - bourses et aide finan,  Pavillon Alphonse-Desjardins,  2325, rue de l'Université, loc,  Quebec,  Quebec,  Canada,",1988-12-21,,ESDC,qu
81,81,FUAV,Mcgill University,University,"Blouin-Macbain Student Aid Cnr,  3600 Mctavish St. - Suite 3200,  Montreal,  Quebec,  Canada,  ",2014-01-16,(514) 398-6013,ESDC,qu
82,82,FUAX,Presbyterian College of Montreal,University,"3495 University St.,  Montreal,  Quebec,  Canada,  ",2016-09-28,(514) 288-5256,ESDC,qu
83,83,FUBC,Universite du Quebec Tele Universite,University,"455 Rue Du Parvis,  Quebec,  Quebec,  Canada,  ",2014-02-03,(800) 561-2263,ESDC,qu
84,84,FUBE,Ecole Nationale D'Administration Publique (Enap),University,"4750, Avenue Henri-Julien,  5ieme Etage,  Montreal,  Quebec,  Canada,  ",2014-08-25,(514) 849-3449,ESDC,qu
85,85,FVAB,Institut Maritime du Quebec,Technical and Vocational,"53 St-Germain Ouest,  Rimouski,  Quebec,  Canada,  ",2018-04-11,(418) 724-2822,ESDC,qu
86,86,FVAG,Institut Teccart (2003),Technical and Vocational,"3030, rue Hochelaga,  Montreal,  Quebec,  Canada,  ",2018-05-16,(514) 526-2501,ESDC,qu
87,87,FVAV,Centre de Formation Professionnelle Pavillon de L'Avenir,Technical and Vocational,"65, Rue Sainte-Anne,  Riviere-Du-Loup,  Quebec,  Canada,  ",1991-11-15,4188682286,ESDC,qu
88,88,FVBH,CFP Competences Outaouais,Technical and Vocational,"183 Broadway Ouest,  Gatineau,  Quebec,  Canada,  ",2017-04-18,8196434640,ESDC,qu
89,89,FVBO,Centre de Formation L'Envol,Technical and Vocational,"15 Rue Comeau,  Carleton,  Quebec,  Canada,  ",2009-06-23,(418) 364-7510,ESDC,qu
90,90,FVCA,Centre de Formation Professionel Gabriel-Rousseau,Technical and Vocational,"3724 Avenue_Des Eglises,  Charny,  Quebec,  Canada,  ",2017-12-15,(418) 832-1616,ESDC,qu
91,91,FVCN,Conservatoire de Musique et D'Art Dramatique de Montreal,Technical and Vocational,"4750, Avenue Henri-Julien,  Montreal,  Quebec,  Canada,  ",2014-10-17,(514) 873-4283,ESDC,qu
92,92,FVCT,Eastern Shores School Board,Technical and Vocational,"40 Mount Sorel,  New Carlisle,  Quebec,  Canada,  ",2003-01-06,4187522247,ESDC,qu
93,93,FVCV,Centre de Formation Professionnelle (C.F.P.)Mont-Joli-Mittis,Technical and Vocational,"1414, Rue Des Erables,  Mont-Joli,  Quebec,  Canada,  ",2016-07-08,(418) 775-7577,ESDC,qu
94,94,FVCY,John F. Kennedy Business Centre,Technical and Vocational,"3030 Villeray St,  Montreal,  Quebec,  Canada,",2008-08-14,,ESDC,qu
95,95,FVCZ,Nova Career Centre,Technical and Vocational,"70 Maple Blvd.,  Chateauguay, Quebec,  Quebec,  Canada,  ",2016-11-24,(450) 691-2540,ESDC,qu
96,96,FVDE,Listuguj Migmag Development Centre,Technical and Vocational,"2 Pacific Dr.,  Listuguj,  Quebec,  Canada,  ",2014-08-11,4187885668,ESDC,qu
97,97,FVDF,Institut de Technologie Agroalimentaire St Hyacinthe,Technical and Vocational,"3230 rue Sicotte,  Saint-Hyacinthe,  Quebec,  Canada,  ",2020-08-18,4507786504,ESDC,qu
98,98,FVDG,Ecole des Metiers du Sud-Ouest de Montreal,Technical and Vocational,"717 Rue Saint Ferdinand,  Montreal,  Quebec,  Canada,",2015-05-21,,ESDC,qu
99,99,FVDH,Centre de Formation Professionnelle Access,Technical and Vocational,"2121 Darwin Street,  Sainte-Julie,  Quebec,  Canada,",2015-11-13,,ESDC,qu
100,100,FVDI,Centre Frere Moffet FP,Technical and Vocational,"9 Rue Notre-Dame-de-Lourdes,  Ville-Marie,  Quebec,  Canada,  ",2015-12-08,(819) 629-2144,ESDC,qu
101,101,FVDJ,Centre De Formation Professionnelle Lennoxville Vocational Training Centre,Technical and Vocational,"1700 rue College,  Sherbrooke,  Quebec,  Canada,  ",2016-11-04,8195635627,ESDC,qu
102,102,FVDK,Ecole des Metiers de lequipement Motorise de,Technical and Vocational,"5455 rue Saint Denis,  Montreal,  Quebec,  Canada,  ",2017-05-18,5145965855,ESDC,qu
103,103,FVDL,Cegep Edouard Montpetit,Technical and Vocational,"945 Ch. Chambly,  Longueuil,  Quebec,  Canada,",2019-11-13,,ESDC,qu
104,104,FVDM,Centre De Formation Professionnelle de Forestville,Technical and Vocational,"34, 11e Rue,  Forestville,  Quebec,  Canada,  ",2019-12-03,(418) 587-4735,ESDC,qu
105,105,FVDN,Centre de formation professionnelle Val-d’or,Technical and Vocational,"700 boul des Pins,  Val-d'Or,  Quebec,  Canada,",2020-01-30,,ESDC,qu
106,106,FVDO,Centre de Formation Des Metiers De la Sante,Technical and Vocational,"3501 bl Saint-Charles,  Kirkland,  Quebec,  Canada,",2020-04-28,,ESDC,qu
