,Unnamed: 0,EI Code,EI Name,EI Type,Address,EI Designation Date,phone,provider,province
19,19,APAK,Trinity Western University,Private Institution,"7600 Glover Rd.,  Langley,  British Columbia,  Canada,  ",1988-12-21,(604) 888-7511,ESDC,bc
20,20,APAO,Sprott-Shaw College - Victoria,Private Institution,"637 Bay Street,  Victoria,  British Columbia,  Canada,  ",2012-07-10,(250) 384-8121,ESDC,bc
21,21,APAP,Vancouver School of Theology,Private Institution,"6015 Walter Gage Rd,  Vancouver,  British Columbia,  Canada,  ",1988-12-21,(604) 822-9031,ESDC,bc
22,22,APAQ,Regent College,Private Institution,"5800 University Blvd.,  Vancouver,  British Columbia,  Canada,  ",1988-12-21,(604) 224-3245,ESDC,bc
23,23,APBE,Blanche Macdonald Centre - City Square,Private Institution,"100 - 555 West 12th Avenue,  Vancouver,  British Columbia,  Canada,  ",1988-12-21,(604) 685-0347,ESDC,bc
24,24,APBJ,Academy of Excellence Hair Design,Private Institution,"303 Goldstream Avenue,  Victoria,  British Columbia,  Canada,  ",1988-12-21,(250) 386-7843,ESDC,bc
25,25,APBQ,Pacific Flying Club,Private Institution,"Boundary Bay Airport,  Unit 4 - 4335 Skeena St,  Flight Center Building,  Delta,  British Columbia,  Canada,  ",1988-12-21,(604) 945-0011,ESDC,bc
26,26,APBR,Eton College,Private Institution," Terminal Avenue,  Vancouver,  British Columbia,  Canada,  ",2005-07-06,706-333,ESDC,bc
27,27,APBS,Canadian Flight Centre,Private Institution,"603, 604 - 11715 Baynes Road,  Pitt Meadows,  British Columbia,  Canada,  ",2016-01-29,(604) 946-7744,ESDC,bc
28,28,APBU,M.C. College - Kelowna,Private Institution,"100 - 1875 Spall Road,  Kelowna,  British Columbia,  Canada,  ",1988-12-21,(250) 861-5828,ESDC,bc
29,29,APBX,"CDI College of Business, Technology & Healthcare - Vancouver",Private Institution,"710 - 626 W Pender St,  Vancouver,  British Columbia,  Canada,  ",1988-12-21,(604) 850-8585,ESDC,bc
30,30,APCG,Coastal Pacific Aviation Limited,Private Institution,"30575 Approach Drive,  Abbotsford Airport,  Abbotsford,  British Columbia,  Canada,  ",1988-12-21,(604) 855-1112,ESDC,bc
31,31,APCR,Seminary of Christ the King,Private Institution,"34224 Dewdney Trunk Road,  Mission,  British Columbia,  Canada,  ",1988-12-21,(604) 826-8975,ESDC,bc
32,32,APCZ,JCI Institute,Private Institution,"150 - 220 Cambie Street,  Vancouver,  British Columbia,  Canada,  ",1988-12-21,(604) 688-0328,ESDC,bc
33,33,APDB,Drake Medox College - Vancouver,Private Institution," West 10th Avenue,  Vancouver,  British Columbia,  Canada,  ",2005-08-24,210-535,ESDC,bc
34,34,APDG,Victoria Flying Club,Private Institution," Canso Road,  Sidney,  British Columbia,  Canada,  ",1988-12-21,101-1852,ESDC,bc
35,35,APDI,Winston College,Private Institution,"M11 - 4277 Kingsway,  Burnaby,  British Columbia,  Canada,  ",2015-11-13,(604) 630-2069,ESDC,bc
36,36,APDJ,West Coast College of Massage Therapy - Vancouver,Private Institution,"613 Columbia Street,  New Westminster,  British Columbia,  Canada,  ",1988-12-21,(604) 520-1844,ESDC,bc
37,37,APDK,London School of Hairdressing & Aesthetics,Private Institution,"114 WEST HASTINGS STREET,  Vancouver,  British Columbia,  Canada,  ",1988-12-21,(604) 685-4121,ESDC,bc
38,38,APDL,City University of Seattle,Private Institution,"# West Pender Street,  Vancouver,  British Columbia,  Canada,  ",2010-02-02,310-789,ESDC,bc
39,39,APDU,Westcoast Adventure College,Private Institution,"5449 Sooke Road,  RR 1,  Sooke,  British Columbia,  Canada,  ",2005-08-30,(250)642-2331,ESDC,bc
40,40,APEJ,Legends Academy,Private Institution,"7 -32700 George Ferguson Way,  Abbotsford,  British Columbia,  Canada,  ",2013-12-02,(604) 859-5777,ESDC,bc
41,41,APEM,Montessori Training Centre of British Columbia,Private Institution,"200 - 8555 Cambie St,  Vancouver,  British Columbia,  Canada,  ",1988-12-21,(604) 261-0864,ESDC,bc
42,42,APEO,Coquitlam College - Coquitlam,Private Institution,"516 Brookmere Ave.,  Coquitlam,  British Columbia,  Canada,  ",2013-11-21,(604)939-6633,ESDC,bc
43,43,APEY,Canadian Tourism College - Vancouver,Private Institution," Melville Steet,  Vancouver,  British Columbia,  Canada,  ",1988-12-21,200-1111,ESDC,bc
44,44,APEZ,BC College of Optics,Private Institution,"#402 - 7th Street,  Surrey,  British Columbia,  Canada,  ",1988-12-21,327 137,ESDC,bc
45,45,APFA,Arbutus College,Private Institution,"473 West Hastings St,  Vancouver,  British Columbia,  Canada,  ",2005-09-14,(604) 681-7701,ESDC,bc
46,46,APFY,Pacific Design Academy - Victoria,Private Institution,"1252 Wharf Street,  Victoria,  British Columbia,  Canada,  ",1988-12-21,(250) 383-3631,ESDC,bc
47,47,APGG,Native Education College,Private Institution,"285 E. Fifth Ave.,  Vancouver,  British Columbia,  Canada,  ",2007-09-28,(604) 873-3761,ESDC,bc
48,48,APGY,Gateway College,Private Institution," Terminal Ave,  Vancouver,  British Columbia,  Canada,  ",1988-12-21,702-333,ESDC,bc
49,49,APHN,Chinook Helicopters (1982) Ltd.,Private Institution,"30720 Rotor Drive,  Abbotsford,  British Columbia,  Canada,  ",1988-08-12,(604) 855-1100,ESDC,bc
50,50,APHO,Vancouver Film School,Private Institution,"200 - 198 W Hasting Street,  Vancouver,  British Columbia,  Canada,  ",1988-01-11,(604) 685-5808,ESDC,bc
51,51,APIC,Canadian Tourism College - Surrey,Private Institution,"320 - 10362 King George Hwy,  Surrey,  British Columbia,  Canada,  ",1988-07-27,(604) 582-1122,ESDC,bc
52,52,APIM,"CDI College of Business, Technology & Healthcare - Surrey",Private Institution," 124th Street,  Surrey,  British Columbia,  Canada,  ",1980-01-01,100-11125,ESDC,bc
53,53,APIN,"CDI College of Business, Technology & Healthcare - Burnaby",Private Institution,"500 - 5021 Kingsway,  Burnaby,  British Columbia,  Canada,  ",1988-11-22,(604) 850-8585,ESDC,bc
54,54,APIQ,Pacific Horticulture College,Private Institution,"505 Quayle Rd.,  Victoria,  British Columbia,  Canada,  ",1989-01-27,(250) 479-3210,ESDC,bc
55,55,APIX,Vancouver College of Counsellor Training,Private Institution," Terminal Ave,  Vancouver,  British Columbia,  Canada,  ",1989-11-05,503 333,ESDC,bc
56,56,APJL,Diving Dynamics,Private Institution,"1884 AMBROSI ROAD,  Kelowna,  British Columbia,  Canada,  ",1989-07-12,(250) 861-1848,ESDC,bc
57,57,APJS,Kosmetae Academy,Private Institution,"3 - 32700 GEORGE FERGUSON WAY ,  Abbotsford,  British Columbia,  Canada,  ",2012-07-10,850-5777,ESDC,bc
58,58,APKU,Academy of Learning-Richmond,Private Institution,"# No. 3 Road,  Richmond,  British Columbia,  Canada,  ",1991-05-16,220 4351,ESDC,bc
59,59,APLG,Granville College,Private Institution,"725 - 570 Dunsmuir Street,  Vancouver,  British Columbia,  Canada,  ",1991-12-12,(604) 683-8850,ESDC,bc
60,60,APLQ,Academy of Learning - Westshore,Private Institution,"715 Goldstream Avenue,  Langford,  British Columbia,  Canada,  ",1992-04-21,(250) 391-6020,ESDC,bc
61,61,APLV,Academy of Learning - Broadway Stn Vancouver,Private Institution," Commercial Drive,  Vancouver,  British Columbia,  Canada,",2012-08-03,302 2555,ESDC,bc
62,62,APMT,Academy of Learning - Nanaimo,Private Institution,"7 - 1551 Esteven Road,  PO Box 8860,  Nanaimo,  British Columbia,  Canada,  ",1993-08-02,(250) 753-4220,ESDC,bc
63,63,APMW,Vancouver Career College - Abbotsford,Private Institution,"2121 Clearbrook Road,  Abbotsford,  British Columbia,  Canada,  ",1993-08-02,(604) 850-3523,ESDC,bc
64,64,APNE,Vancouver Career College - Vancouver,Private Institution,"1100 - 626 West Pender Street,  Vancouver,  British Columbia,  Canada,  ",1993-10-08,(604) 915-9675,ESDC,bc
65,65,APNG,Academy of Learning - Kamloops,Private Institution,"699 Victoria St.,  Kamloops,  British Columbia,  Canada,  ",1993-11-01,(250) 372-5429,ESDC,bc
66,66,APNI,Sprott Shaw College - New Westminster,Private Institution,"88 - 6th Street,  Unit 420,  New Westminster,  British Columbia,  Canada,  ",1993-11-16,(604) 520-3900,ESDC,bc
67,67,APNT,Academy of Learning - Abbotsford,Private Institution," Clearbrook Road,  Abbotsford,  British Columbia,  Canada,",,204-2692,ESDC,bc
68,68,APNZ,Sprott Shaw College - Surrey,Private Institution,"3-13th Avenue,  Surrey,  British Columbia,  Canada,  ",1994-06-17,678 100,ESDC,bc
69,69,APOD,West Coast College of Health Care,Private Institution,"204 - 9 Street,  Surrey,  British Columbia,  Canada,  ",1994-06-27,648 128,ESDC,bc
70,70,APOF,Automotive Training Centre,Private Institution,"12160 88th avenue,  Surrey,  British Columbia,  Canada,  ",2011-10-27,(604) 635-2239,ESDC,bc
71,71,APOG,Tzu Chi International College of Traditional Chinese Medicine,Private Institution,"201 - 1508 W Broadway,  Vancouver,  British Columbia,  Canada,  ",1994-07-28,(604) 731-2926,ESDC,bc
72,72,APOP,Heli College Canada Training Inc.,Private Institution,"5333 - 216th Street,  Hanger 2,  Langley,  British Columbia,  Canada,  ",1995-03-21,(604) 530-3812,ESDC,bc
73,73,APOU,Hilltop Academy - New Westminster,Private Institution," Quayside Drive,  New Westminster,  British Columbia,  Canada,  ",2012-10-02,215-810,ESDC,bc
74,74,APOZ,Hair Art Academy,Private Institution," Frasher Highway,  Langley,  British Columbia,  Canada,  ",1995-06-23,104-20238,ESDC,bc
75,75,APPI,Excel Career College - Courtenay,Private Institution,"201 - 841 Cliffe Avenue,  Courtenay,  British Columbia,  Canada,  ",2012-10-03,(250) 334-2452,ESDC,bc
76,76,APPL,Okanagan Valley College of Massage Therapy,Private Institution,"200, 3400 - 30th Avenue,  Vernon,  British Columbia,  Canada,  ",1995-09-21,(250) 558-3718,ESDC,bc
77,77,APPU,Kutenai Art Therapy Institute,Private Institution,"191 Baker Street,  Nelson,  British Columbia,  Canada,  ",1996-02-16,(250) 352-2264,ESDC,bc
78,78,APPX,Academy of Learning - Langley,Private Institution," Logarn Avenue,  Langley,  British Columbia,  Canada,  ",2011-11-25,201-20621,ESDC,bc
79,79,APQJ,Vancouver Institute of Media Arts (VANARTS),Private Institution," Dunsmuir Street,  Vancouver,  British Columbia,  Canada,  ",1996-08-15,600-570,ESDC,bc
80,80,APQU,Canadian Health Care Academy - Surrey,Private Institution," City Parkway,  Surrey,  British Columbia,  Canada,  ",1997-02-06,202-10252,ESDC,bc
81,81,APQY,Kootenay Columbia College of Integrative Health Sciences,Private Institution,"2 - 560 Baker Street,  Nelson,  British Columbia,  Canada,  ",1997-03-24,(250) 352-5887,ESDC,bc
82,82,APQZ,Langley Flying School Inc.,Private Institution,"Langley Airport,  110 - 5 Street,  Langley,  British Columbia,  Canada,  ",2015-10-08,385 216,ESDC,bc
83,83,APRA,Rhodes Wellness College,Private Institution,"280 - 1125 Howe St,  Vancouver,  British Columbia,  Canada,  ",1997-04-21,(604) 708-4416,ESDC,bc
84,84,APRJ,Northwest Culinary Academy of Vancouver,Private Institution,"2725 Main Street,  Vancouver,  British Columbia,  Canada,  ",2005-11-27,(604) 876-7653,ESDC,bc
85,85,APRM,Canadian Outdoor Leadership Training,Private Institution,"Box 2160,  Campbell River,  British Columbia,  Canada,  ",2005-12-17,(250) 286-3122,ESDC,bc
86,86,APRS,Vancouver College of Massage Therapy (VCMT),Private Institution,"3rd Floor 1050 West Pender St,  Vancouver, BC,  British Columbia,  Canada,  ",2006-04-06,(604) 681-4450,ESDC,bc
87,87,APRT,Vancouver Academy of Dramatic Arts,Private Institution,"900 Helmcken St,  Vancouver,  British Columbia,  Canada,  ",2006-06-26,(604) 633-1525,ESDC,bc
88,88,APRX,Academy of Learning - Surrey,Private Institution," 72nd Ave,  Surrey,  British Columbia,  Canada,  ",2006-09-26,102-13753,ESDC,bc
89,89,APRY,Adler University,Private Institution,"520 Seymour Street,  Vancouver ,  British Columbia,  Canada,  ",2006-09-27,(236) 521-2418,ESDC,bc
90,90,APRZ,Orca Institute,Private Institution,"#1 Bidwell St.,  Vancouver,  British Columbia,  Canada,",2013-10-25,202 1255,ESDC,bc
91,91,APSB,Academy of Learning - Kelowna,Private Institution,"240A - 1640 Leckie Road,  Kelowna,  British Columbia,  Canada,  ",2006-10-25,(250) 868-3688,ESDC,bc
92,92,APSC,Vancouver Island School of Art,Private Institution,"950 KINGS ROAD,  Victoria, BC,  British Columbia,  Canada,  ",2006-12-05,(250) 380-3500,ESDC,bc
93,93,APSE,Fairleigh Dickinson University - Vancouver,Private Institution,"842 Cambie street,  Vancouver,  British Columbia,  Canada,    ",2007-02-19,(604) 682-8112,ESDC,bc
94,94,APSK,SAE Institute,Private Institution," Harbourside Drive,  North Vancouver ,  British Columbia,  Canada,  ",2007-08-13,122-998,ESDC,bc
95,95,APSX,BC Helicopters Ltd.,Private Institution,"1404 Townline Rd,  Langley,  British Columbia,  Canada,  ",1989-12-21,(604) 639-9090,ESDC,bc
96,96,APTB,Body Glamour Institute of Beauty by Anita,Private Institution,"1919 Lonsdale Avenue,  North Vancouver,  British Columbia,  Canada,  ",2007-08-28,(604) 904-4111,ESDC,bc
97,97,APTF,Sprott Shaw College School of Trade,Private Institution,"3216 Betta Avenue,  Burnaby,  British Columbia,  Canada,  ",2014-11-20,(778) 379-0410,ESDC,bc
98,98,APTH,Think Tank Training Centre,Private Institution,"107 West Esplanade,  North Vancouver,  British Columbia,  Canada,  ",2007-10-25,(604) 990-8265,ESDC,bc
99,99,APTI,Electrical Joint Training Committee,Private Institution,"100 - 1424 Broadway St,  Port Coquitlam,  British Columbia,  Canada,  ",2007-11-09,(604) 571-6540,ESDC,bc
100,100,APTJ,Quest University Canada,Private Institution,"3200 University Boulevard,  Squamish,  British Columbia,  Canada,  ",2007-12-13,(604) 898-8000,ESDC,bc
101,101,APTL,New York Institute of Technology - Vancouver,Private Institution,"701 W Georgia St #1700,  Vancouver,  British Columbia,  Canada,",2016-12-16,,ESDC,bc
102,102,APTM,Pacific Rim Early Childhood Institution Inc.,Private Institution,"2120 Bear Hill Road,  Saanichton ,  British Columbia,  Canada,  ",2010-09-29,(250) 652-6011,ESDC,bc
103,103,APTN,Taylor Pro-Training Ltd,Private Institution,"2654 Norris Rd,  Kelowna,  British Columbia,  Canada,  ",2010-05-28,(250) 765-7624,ESDC,bc
104,104,APTO,Blanche Macdonald Centre - Robson,Private Institution,"460 Robson Street,  Vancouver,  British Columbia,  Canada,  ",2008-04-04,(604) 685-0337,ESDC,bc
105,105,APTP,Discovery Community College-Nanaimo-Bowen,Private Institution,"101 - 495 Dunsmuir Street,  Nanaimo,  British Columbia,  Canada,  ",2008-04-28,(250) 740-0115,ESDC,bc
106,106,APTS,Discovery Community College - Courtenay,Private Institution,"201/202 - 1025 Cliffe Ave,  Courtenay,  British Columbia,  Canada,  ",2008-06-20,(250) 338-9663,ESDC,bc
107,107,APTU,Pacific Rim College,Private Institution,"229 - 560 Johnson Street,  Victoria,  British Columbia,  Canada,  ",2008-07-03,(250) 483-2119,ESDC,bc
108,108,APTV,UA Piping Industry College of BC- Delta,Private Institution," Fosters Way,  Annacis Island,  Delta,  British Columbia,  Canada,  ",2008-07-14,101-1658,ESDC,bc
109,109,APTY,Discovery Community College - Nanaimo Seniors Village,Private Institution,"6085 Uplands Drive,  Nanaimo,  British Columbia,  Canada,  ",2008-07-14,(250) 740-0114,ESDC,bc
110,110,APUA,Discovery Community College - Parksville Corfield,Private Institution,"201/203 - 160 Corfield Ave,  Parksville,  British Columbia,  Canada,  ",2008-07-14,(250) 248-2444,ESDC,bc
111,111,APUD,Discovery Community College - Campbell River,Private Institution,"1130 Shoppers Row,  Campbell River,  British Columbia,  Canada,  ",2010-10-13,(250) 287-9850,ESDC,bc
112,112,APUF,Alexander College,Private Institution," Kingsway,  Burnaby,  British Columbia,  Canada,  ",2008-10-23,101-4603,ESDC,bc
113,113,APUG,Lost Boys Studios - School of Visual Effects,Private Institution,"1825 Victoria Diversion,  Vancouver,  British Columbia,  Canada,  ",2008-10-23,(604) 558-4999,ESDC,bc
114,114,APUH,Interior Heavy Equipment Operator School Ltd,Private Institution,"2-10058 Hwy 97 N.,  Winfield,  British Columbia,  Canada,  ",2008-11-20,(250) 766-3853,ESDC,bc
115,115,APUI,Vancouver Acting School,Private Institution," 3rd Ave East,  Vancouver,  British Columbia,  Canada,  ",2008-11-26,210-112,ESDC,bc
116,116,APUJ,Canscribe Career College,Private Institution,"340 - 1632 Dickson Avenue,  Kelowna,  British Columbia,  Canada,  ",2009-05-04,(250) 448-4670,ESDC,bc
117,117,APUK,University Canada West - Vancouver,Private Institution," West Pender St.,  Vancouver,  British Columbia,  Canada,  ",,100-626,ESDC,bc
118,118,APUL,Visual College of Art and Design (VCAD),Private Institution,"500 - 626 W Pender St,  Vancouver,  British Columbia,  Canada,  ",2009-03-20,(604) 694-0019,ESDC,bc
119,119,APUM,Keystone College Ltd.,Private Institution,"Unit 4, 2720 Cliffe Avenue,  Courtenay,  British Columbia,  Canada,  ",2009-05-11,(250) 871-8300,ESDC,bc
120,120,APUP,Victoria College of Art,Private Institution,"1625 Bank Street,  Victoria,  British Columbia,  Canada,  ",2009-07-03,(250) 598-5422,ESDC,bc
121,121,APUR,Discovery Community College - Surrey,Private Institution,"10040 King George Blvd,  Surrey,  British Columbia,  Canada,  ",2013-07-15,(604)930-9908,ESDC,bc
122,122,APUV,Vancouver College of Dental Hygiene,Private Institution,"1205 6th Avenue ,  New Westminster,  British Columbia,  Canada,  ",2009-12-17,(604) 215-7611,ESDC,bc
123,123,APUW,"CDI College of Business, Technology & Healthcare - Richmond",Private Institution," No 3 Road,  Richmond,  British Columbia,  Canada,  ",2009-12-21,180-4351,ESDC,bc
124,124,APUX,Vancouver School of Healing Arts,Private Institution," Howe St,  Vancouver,  British Columbia,  Canada,  ",2010-02-17,208-1125,ESDC,bc
125,125,APUY,Discovery Community College - Maple Ridge,Private Institution,"22141 - 119 avenue,  Maple Ridge,  British Columbia,  Canada,  ",2010-03-30,(604) 463-1174,ESDC,bc
126,126,APUZ,Dorset College,Private Institution,"1215 West Broadway,  Vancouver,  British Columbia,  Canada,  ",2010-05-12,(250) 879-8686,ESDC,bc
127,127,APVC,Divesafe International,Private Institution,"170 Dogwood Street,  Campbell River,  British Columbia,  Canada,  ",2010-11-04,(250) 287-3837,ESDC,bc
128,128,APVF,Western Maritime Institute,Private Institution,"3519 Hallberg Road,  Ladysmith,  British Columbia,  Canada,",2011-08-16,,ESDC,bc
129,129,APVH,Q College - Victoria,Private Institution,"303 - 771 Vernon Ave,  Victoria,  British Columbia,  Canada,  ",2012-02-24,(250)298-5059,ESDC,bc
130,130,APVI,Vancouver Beijing College of Chinese Medicine,Private Institution,"3135 - 8888 Odlin Cres,  Vancouver,  British Columbia,  Canada,  ",2012-05-22,(604)207-9389,ESDC,bc
131,131,APVJ,Mark Anthony Academy of Cosmetology,Private Institution,"5rd Street,  Langley,  British Columbia,  Canada,  ",2012-06-18,735 203,ESDC,bc
132,132,APVK,Orane International College,Private Institution,"140 - 1675 Douglas St,  Victoria,  British Columbia,  Canada,  ",2012-06-18,(250)388-4440,ESDC,bc
133,133,APVL,All Body Laser Corp. Training Institute,Private Institution,"140 - 2627 Shaugnessy St,  Port Coquitlam,  British Columbia,  Canada,  ",2012-07-18,(604)773-7515,ESDC,bc
134,134,APVM,Canadian College of Shiatsu Therapy,Private Institution,"142 Lonsdale Ave,  North Vancouver,  British Columbia,  Canada,  ",2012-07-20,(604)904-4187,ESDC,bc
135,135,APVN,UA Piping Industry College of BC-Fort St John Campus,Private Institution,"7 Ave.,  Fort St John,  British Columbia,  Canada,  ",2012-09-18,825 100,ESDC,bc
136,136,APVO,Okanagan Mountain Helicopters FTU Ltd.,Private Institution,"6285 Airport Way,  Kelowna,  British Columbia,  Canada,  ",2012-10-03,(250)491-9359,ESDC,bc
137,137,APVP,"CDI College of Business, Technology & Healthcare - South Surrey",Private Institution," 56th Ave,  Surrey,  British Columbia,  Canada,  ",2012-12-11,112-14928,ESDC,bc
138,138,APVR,Vancouver Hairdressing Academy - Vancouver,Private Institution,"528 West Broadway,  Vancouver,  British Columbia,  Canada,  ",2013-05-16,(604)616-9179,ESDC,bc
139,139,APVS,Vancouver Hairdressing Academy - Surrey,Private Institution," 152ND Street,  Surrey,  British Columbia,  Canada,  ",2013-05-31,101-2828,ESDC,bc
140,140,APVU,Canadian College,Private Institution,"200 - 1050 Alberni Street,  Vancouver,  British Columbia,  Canada,  ",2014-03-11,(604)688-9366,ESDC,bc
141,141,APVW,St. Mark's College,Private Institution,"5935 Iona Dr,  Vancouver,  British Columbia,  Canada,  ",2014-07-15,(604)822-4463,ESDC,bc
142,142,APVX,Canadian Health Care Academy - Vancouver,Private Institution,"516 Kingsway,  Vancouver,  British Columbia,  Canada,  ",2014-07-31,(604)589-2422,ESDC,bc
143,143,APVY,Sprott Shaw College - Richmond,Private Institution,"7920 Cambie Road,  Richmond,  British Columbia,  Canada,  ",2014-10-06,(604)708-8867,ESDC,bc
144,144,APVZ,Capital College,Private Institution,"540 - 4400 Hazelbridge Way,  Richmond,  British Columbia,  Canada,  ",2015-03-23,(604)270-7426,ESDC,bc
145,145,APWA,Ajna Yoga,Private Institution," Oak Bay Avenue,  Victoria,  British Columbia,  Canada,  ",2015-08-03,209-2250,ESDC,bc
146,146,APWB,Brighton College - Surrey,Private Institution,"217 - 9801 King George BLVD,  Surrey,  British Columbia,  Canada,  ",2015-08-03,(604)587-5608,ESDC,bc
147,147,APWC,Canadian National Institute of Business,Private Institution,"Unit 125 and 125A,  3030 Lincoln Avenue,  Coquitlam,  British Columbia,  Canada,   2642",2019-11-05,(604) 474,ESDC,bc
148,148,APWR,Vancouver Career College - Burnaby,Private Institution,"212 - 5021 Kingsway,  Burnaby,  British Columbia,  Canada,  ",1998-09-30,(604) 438-6881,ESDC,bc
149,149,APWS,Sprott Shaw College- Abbotsford,Private Institution,"1 - 33655 Essendene Avenue,  Abbotsford,  British Columbia,  Canada,  ",1998-12-21,(604) 503-3323,ESDC,bc
150,150,APWT,Interior Academy,Private Institution,"113 Victoria Street,  Kamloops,  British Columbia,  Canada,  ",2013-09-20,(250) 374-5565,ESDC,bc
151,151,APWV,Sprott Shaw College - Penticton,Private Institution,"101 - 2603 Skaha Lake Road,  Penticton,  British Columbia,  Canada,  ",1999-07-26,(250) 770-2277,ESDC,bc
152,152,APWW,Sprott Shaw College - Nanaimo,Private Institution,"6-140 Terminal Avenue,  Nanaimo,  British Columbia,  Canada,  ",2012-07-10,(250) 754-9600,ESDC,bc
153,153,APWX,Sprott Shaw College - Kelowna,Private Institution,"200- 546 Leon Avenue,  Kelowna,  British Columbia,  Canada,  ",1999-09-28,(250) 860-8884,ESDC,bc
154,154,APXD,Nimbus School of Recording & Media,Private Institution,"300 - 238 East 2nd Ave,  Vancouver ,  British Columbia,  Canada,  ",2000-02-07,(604) 875-8998,ESDC,bc
155,155,APXE,Cornerstone International Community College of Canada,Private Institution,"609 W HASTINGS STEET,  Vancouver,  British Columbia,  Canada,  ",2000-02-10,(604) 687-5414,ESDC,bc
156,156,APXJ,Windsong College of Healing Arts,Private Institution,"6199 Smith Road,  Port Alberni,  British Columbia,  Canada,  ",2000-07-27,(250) 723-3307,ESDC,bc
157,157,APXO,Focus College - Kelowna,Private Institution," St. Paul Street,  Kelowna,  British Columbia,  Canada,",2016-01-21,206 1470,ESDC,bc
158,158,APXS,Stenberg College - Surrey,Private Institution,"750, 13450 - 102nd ave,  Surrey,  British Columbia,  Canada,  ",2000-11-08,(604) 580-2772,ESDC,bc
159,159,APXU,West Coast College of Massage Therapy - Victoria,Private Institution,"100 - 818 Broughton Street,  Victoria,  British Columbia,  Canada,  ",2000-11-15,(250) 381-9800,ESDC,bc
160,160,APYB,Canadian College of Performing Arts,Private Institution,"1701 Elgin Road,  Victoria,  British Columbia,  Canada,  ",2001-01-25,(250) 595-9970,ESDC,bc
161,161,APYJ,Corpus Christi College,Private Institution,"5935 Iona Drive,  Vancouver,  British Columbia,  Canada,  ",2011-06-17,(604) 822-6862,ESDC,bc
162,162,APYL,Boucher Institute of Naturopathic Medicine,Private Institution,"200 - 435 COLUMBIA STREET,  New Westminster,  British Columbia,  Canada,  ",2001-07-30,(604) 777-9981,ESDC,bc
163,163,APYN,Sprott Shaw College - East Vancouver,Private Institution," Terminal Avenue,  Vancouver,  British Columbia,  Canada,  ",2001-08-01,501-333,ESDC,bc
