,Unnamed: 0,EI Code,EI Name,EI Type,Address,EI Designation Date,phone,provider,province
36,36,GPIS,Majestany Institute - Saint John,Private Institution,"418 Rothesay Avenue,  Saint John,  New Brunswick,  Canada,  ",1998-07-13,5066934125,ESDC,nb
37,37,GPIX,Union of New Brunswick Indians Training Institute (UNBI),Private Institution,"75 Melissa Street, Unit 1,  Fredericton,  New Brunswick,  Canada,  ",1998-10-29,5064589444,ESDC,nb
38,38,GPJA,Threshold Ministries,Private Institution,"105 Mountain View Drive,  Saint John,  New Brunswick,  Canada,  ",1999-02-16,(506) 693-8975,ESDC,nb
39,39,GPJO,Atlantic College of Therapeutic Massage,Private Institution,"2 Peter Kelly Drive,  Fredericton,  New Brunswick,  Canada,  ",2000-09-26,(506) 451-8188,ESDC,nb
40,40,GPJV,Grand Falls Aviation Service Ltd.,Private Institution,"3 Ch. Michaud,  Grand Falls,  New Brunswick,  Canada,  ",2001-09-14,(506) 473-2566,ESDC,nb
41,41,GPKG,Mckenzie Learning Systems Inc.,Private Institution,"100 Cameron Street,  Suite 101,  Moncton,  New Brunswick,  Canada,  ",2003-09-29,5063846460,ESDC,nb
42,42,GPKJ,Crandall University,Private Institution,"333 Gorge Road,  Box 6004,  Moncton,  New Brunswick,  Canada,  ",1986-03-06,(506) 858-8970,ESDC,nb
43,43,GPKM,Canadian School of Natural Nutrition,Private Institution,"1201 Mountain Road, Suite 205,  Moncton,  New Brunswick,  Canada,  ",2008-01-18,(506) 384-2700,ESDC,nb
44,44,GPKO,Yorkville University,Private Institution,"100 Woodside Lane,  Suite 120,  Fredericton,  New Brunswick,  Canada,  ",2004-05-21,(506) 454-1220,ESDC,nb
45,45,GPKR,Carpenters Millwrights College of NB Inc.,Private Institution,"120 Ashburn Road ,  P.O. Box 2181,  Saint John,  New Brunswick,  Canada,  ",2004-08-05,(506) 632-8840,ESDC,nb
46,46,GPKU,Amoura Aesthetics,Private Institution,"205 Edward Street,  Miramichi,  New Brunswick,  Canada,  ",2004-09-30,(506) 622-4331,ESDC,nb
47,47,GPKX,Emmanuel Baptist Bible Institute,Private Institution,"187 Mclaughlin Drive,  Moncton,  New Brunswick,  Canada,  ",2004-12-16,(506) 853-7331,ESDC,nb
48,48,GUAA,Saint Thomas University,University,"Registrar's Office,  PO Box 4569,  51 Dineen Drive,  Fredericton,  New Brunswick,  Canada,  ",1988-08-30,(506) 452-0544,ESDC,nb
49,49,GUAB,Universite de Moncton - Moncton,University,"Centre Etudiants,  18, ave Antoine-Maillet,  Moncton,  New Brunswick,  Canada,  ",1988-12-21,(506) 858-3731,ESDC,nb
50,50,GUAD,Universite de Moncton - Shippagan,University,"218, boulevard J.D. Gauthier,  Shippagan,  New Brunswick,  Canada,  ",1988-12-21,(506) 336-3404,ESDC,nb
51,51,GUAE,Universite de Moncton - Edmundston,University,"165 Boulevard Hebert,  Edmundston,  New Brunswick,  Canada,  ",1988-09-20,(506) 737-5050,ESDC,nb
52,52,GUAF,Mount Allison University,University,"65 York Street,  Sackville,  New Brunswick,  Canada,  ",1988-12-21,5063642200,ESDC,nb
53,53,GUAG,University of New Brunswick - Fredericton,University,"8 Bailey Drive,  Room 001,  Fredericton,  New Brunswick,  Canada,  ",1988-12-21,(506) 453-4624,ESDC,nb
54,54,GUAH,University of New Brunswick - Saint John,University,"Financial Services ,  P. O. Box 5050 ,  100 Tucker Park Road ,  Saint John,  New Brunswick,  Canada,  ",1988-12-21,(506) 648-5500,ESDC,nb
55,55,GVAA,New Brunswick Community Colleges - Woodstock,Technical and Vocational,"100 Broadway Street,  Woodstock,  New Brunswick,  Canada,  ",1988-12-21,(506) 325-4400,ESDC,nb
56,56,GVAB,Maritime College of Forest Tech.,Technical and Vocational,"1350 Regent Street,  Fredericton,  New Brunswick,  Canada,  ",1988-12-21,5064580199,ESDC,nb
57,57,GVAD,New Brunswick College of Craft & Design,Technical and Vocational,"PO Box 6000,  Fredericton,  New Brunswick,  Canada,  ",1988-12-21,5064532305,ESDC,nb
58,58,GVAE,New Brunswick Community College - Moncton,Technical and Vocational,"1234 Mountain Road,  Moncton,  New Brunswick,  Canada,  ",1988-12-21,(506) 856-2220,ESDC,nb
59,59,GVAF,CCNB - Campbellton,Technical and Vocational,"C.P. 309,  rue Village,  Campbellton,  New Brunswick,  Canada,  ",1988-12-21,(506) 789-2445,ESDC,nb
60,60,GVAG,CCNB - Edmundston,Technical and Vocational,"225, chemin du Pouvoir,  C.P. 70,  Edmundston,  New Brunswick,  Canada,  ",1988-12-21,(506) 735-2506,ESDC,nb
61,61,GVAI,New Brunswick Community College - St. Andrews,Technical and Vocational,"P.O. Box 427,  99 Augustus Street,  St. Andrews,  New Brunswick,  Canada,  ",1988-12-21,(506) 529-5025,ESDC,nb
62,62,GVAK,New Brunswick Community College - Saint John,Technical and Vocational,"950 Grandview Avenue,  P.O. Box 2270,  Saint John,  New Brunswick,  Canada,  ",1988-12-21,(506) 658-6601,ESDC,nb
63,63,GVAN,CCNB - Bathurst,Technical and Vocational,"C.P. 266,  725, rue du College,  Bathurst,  New Brunswick,  Canada,  ",1993-11-02,(506) 547-2145,ESDC,nb
64,64,GVAO,Moncton Hospital School of Radiologic Technology,Technical and Vocational,"135 Macbeath,  Moncton,  New Brunswick,  Canada,  ",1988-12-21,(506) 857-5111,ESDC,nb
65,65,GVAQ,Saint John School of Radiation Therapy,Technical and Vocational,"400 University Avenue,  Saint John,  New Brunswick,  Canada,  ",1988-12-21,(506) 738-8959,ESDC,nb
66,66,GVAT,CCNB - Dieppe,Technical and Vocational,"505, rue College,  Dieppe,  New Brunswick,  Canada,  ",1988-12-21,(506) 856-2200,ESDC,nb
67,67,GVAU,College de Technologie forestiere des Maritimes,Technical and Vocational,"725, rue du College,  C.P. 266,  Bathurst,  New Brunswick,  Canada,  ",1988-12-21,(506) 546-4176,ESDC,nb
68,68,GVAV,New Brunswick Community College - Miramichi,Technical and Vocational,"P.O. Box 1053,  80 University Avenue,  Miramichi,  New Brunswick,  Canada,  ",1988-12-21,(506) 778-6000,ESDC,nb
69,69,GVAW,New Brunswick Community College - Fredericton,Technical and Vocational,"26 Duffie Drive,  Fredericton,  New Brunswick,  Canada,  ",1996-05-29,(506) 453-3641,ESDC,nb
70,70,GVAZ,CCNB - Peninsule Acadienne,Technical and Vocational,"232A, avenue de l'Église,  Shippagan,  New Brunswick,  Canada,  ",2001-05-29,(506) 336-3073,ESDC,nb
