,Unnamed: 0,EI Code,EI Name,EI Type,Address,EI Designation Date,phone,provider,province
43,43,BPHR,Academy of Learning - Edmonton West,Private Institution,"17718 - 64 Ave,  Edmonton,  Alberta,  Canada,  ",1994-07-28,(780) 496-9428,ESDC,ab
44,44,BPHS,Academy of Learning (Edmonton South),Private Institution,"5650-23 Ave,  Edmonton,  Alberta,  Canada,  ",1994-07-28,(403) 433-1717,ESDC,ab
45,45,BPHT,Kdm Dental College International Incorporated,Private Institution,"2101 Bell Tower,  10 Ave,  Edmonton,  Alberta,  Canada,  ",1994-07-28,104-103,ESDC,ab
46,46,BPHV,Nechi Institute: Centre of Indigenous Learning,Private Institution,"P.O. Box 2039,  Station Main,  St. Albert,  Alberta,  Canada,  ",2015-10-05,(780) 459-1884,ESDC,ab
47,47,BPHW,Maskwacis Cultural College,Private Institution,"Po Box 960,  Hobbema,  Alberta,  Canada,  ",1994-11-09,(780) 585-3925,ESDC,ab
48,48,BPIF,Training Incorporated - Lethbridge,Private Institution,"444 - 5 Avenue South,  Lethbridge,  Alberta,  Canada,  ",1995-09-20,(403) 320-5100,ESDC,ab
49,49,BPII,Academy of Learning-Red Deer,Private Institution,"2965 Bremner Avenue,  Red Deer,  Alberta,  Canada,  ",1995-01-01,(403) 347-6676,ESDC,ab
50,50,BPIK,Academy of Learning - Edmonton Downtown,Private Institution,"10010 - 100 Street,  Edmonton,  Alberta,  Canada,  ",1996-04-30,(780) 424-1144,ESDC,ab
51,51,BPIQ,Alberta Institute of Massage,Private Institution,"#4 7710 Gaetz Ave.,  Red Deer,  Alberta,  Canada,  ",1996-09-03,(403) 346-1018,ESDC,ab
52,52,BPIS,Christcity Theological Institute,Private Institution,"14788 - 156 St,  Edmonton,  Alberta,  Canada,  ",1996-10-03,780-784-2489,ESDC,ab
53,53,BPJB,St. Mary's University,Private Institution,"14500 Bannister Road East S.E.,  Calgary,  Alberta,  Canada,  ",1997-07-08,(403) 531-9130,ESDC,ab
54,54,BPJF,St. Stephen's College,Private Institution,"8th St.,  Edmonton,  Alberta,  Canada,  ",1997-12-09,810-112,ESDC,ab
55,55,BPJP,University nuhelot'ine thaiyots'ii nistameyimakanak Blue Quills,Private Institution,"P.O. Box 279,  St. Paul,  Alberta,  Canada,  ",1998-10-22,(780) 645-4455,ESDC,ab
56,56,BPJW,Academy of Learning - Airdrie,Private Institution,"Main Campus,  # Luxstone,  Blvd,  Airdrie,  Alberta,  Canada,  ",1999-04-26,201 2002,ESDC,ab
57,57,BPKG,Campbell College Ltd.,Private Institution,"101 - 11748 Kingsway Avenue,  Edmonton,  Alberta,  Canada,  ",1999-09-20,(780) 448-1850,ESDC,ab
58,58,BPKW,Academy of Learning - Calgary NE,Private Institution,"Suite  St,  NE,  Calgary,  Alberta,  Canada,  ",2008-02-27,260 495-36,ESDC,ab
59,59,BPKX,Academy of Learning - Calgary South,Private Institution," MacLeod Trail,  SE,  Calgary,  Alberta,  Canada,  ",2008-02-27,220 8228,ESDC,ab
60,60,BPLB,"CDI College of Business, Technology and Health Care, Calgary City Centre",Private Institution,"Suite 100,  800 - 5th Avenue SW,  Calgary,  Alberta,  Canada,",2008-03-26,,ESDC,ab
61,61,BPLC,"CDI College of Business, Technology and Health Care, Calgary North",Private Institution,"# 33 Steet,  NE,  Calgary,  Alberta,  Canada,  ",2008-03-26,100 403,ESDC,ab
62,62,BPLD,"CDI College of Business, Technology and Health Care, Edmonton City Centre",Private Institution,"200 - 10004 Jasper Ave,  Edmonton,  Alberta,  Canada,  ",2008-03-26,(780) 424-6650,ESDC,ab
63,63,BPLE,"CDI College of Business, Technology and Health Care, Edmonton North",Private Institution,"Unit 104/ 137 Ave.,  Northtown Mall,  ,  Edmonton,  Alberta,  Canada,  ",2008-03-26,285 9450,ESDC,ab
64,64,BPLG,Reeves College - Calgary North,Private Institution,"#120, 2886 Sunridge Way NE,  Calgary,  Alberta,  Canada,  ",2008-03-26,(403) 769-1556,ESDC,ab
65,65,BPLH,Reeves College - Lethbridge,Private Institution,"# 4th Avenue South,  Lethbridge,  Alberta,  Canada,  ",2008-03-26,110 601,ESDC,ab
66,66,BPLK,Pixel Blue College,Private Institution,"200,  10080 Jasper Avenue,  Edmonton,  Alberta,  Canada,  ",2008-04-28,(780) 756-3990,ESDC,ab
67,67,BPLL,Cypress College - Medicine Hat,Private Institution,"3-7th Street,  SE,  Medicine Hat,  Alberta,  Canada,  ",2008-06-05,(403) 527-4382,ESDC,ab
68,68,BPLN,Sterling College Ltd.,Private Institution,"1239 2 Ave South,  Lethbridge,  Alberta,  Canada,  ",2008-08-26,(403) 394-7884,ESDC,ab
69,69,BPLO,Emergency Services Academy,Private Institution,"2nd Floor,  161 Broadway ,  Boulevard,  Sherwood Park,  Alberta,  Canada,  ",2008-11-14,(780) 416-8822,ESDC,ab
70,70,BPLP,Super T Aviation Academy,Private Institution,"Hangar #11,  49 Viscount Ave SW,  Medicine Hat,  Alberta,  Canada,  ",2008-12-17,(403) 548-6636,ESDC,ab
71,71,BPLQ,Academy of Learning - High River,Private Institution,"#4,  28 12 Ave,  SE,  High River,  Alberta,  Canada,  ",2009-02-13,(403) 652-2116,ESDC,ab
72,72,BPLR,Bredin College of Business and Health Care-Spruce Grove,Private Institution," McLeod Avenue,  Spruce Grove,  Alberta,  Canada,  ",2009-03-03,204-314,ESDC,ab
73,73,BPLX,Alberta Health and Safety Training Institute-Calgary,Private Institution,"Unit 125,  3510 29 Street NE,  Calgary,  Alberta,  Canada,  ",2019-03-05,(403) 670-5406,ESDC,ab
74,74,BPLY,CDI College of Bus Tech and Health-Edmonton South,Private Institution,"Units 104, 275 and 285,,  9450 - 137th Avenue,  Edmonton,  Alberta,  Canada,  ",2009-10-08,(780) 463-7900,ESDC,ab
75,75,BPLZ,DelMar College,Private Institution,"5915 1A Street,  SW,  Calgary,  Alberta,  Canada,  ",2010-01-29,(403) 264-8055,ESDC,ab
76,76,BPMC,Alberta Caregiving Institute-Edmonton General Hospital,Private Institution,"Edmonton General Hospital,  11111 Jasper Ave,  Edmonton,  Alberta,  Canada,  ",2010-02-18,(780) 761-2234,ESDC,ab
77,77,BPMF,High Velocity Equipment Training College,Private Institution,"NE 22 52 26 W4,  Enoch,  Alberta,  Canada,  ",2010-03-11,(780) 678-2626,ESDC,ab
78,78,BPMG,Calgary Flying Club,Private Institution,"155A MacLaurin Drive,  Calgary,  Alberta,  Canada,  ",2010-04-22,(403) 288-8831,ESDC,ab
79,79,BPMH,Medical Reception College 1 Ltd-Calgary,Private Institution,"Suite 210,  840 7 Avenue SW,  Calgary,  Alberta,  Canada,  ",2010-05-26,(403) 701-2837,ESDC,ab
80,80,BPMI,Medical Reception College 1 Ltd-Edmonton,Private Institution,"10279 Jasper Ave,  Edmonton,  Alberta,  Canada,  ",2010-05-26,(403) 701-2837,ESDC,ab
81,81,BPMK,Artists Within Makeup Academy,Private Institution,"306,  822 11 Ave SW,  Calgary,  Alberta,  Canada,  ",2010-06-25,(403) 208-0034,ESDC,ab
82,82,BPMR,LR Helicopters Inc.,Private Institution,"135 MacLaurin Drive,  Springbank Airport,  Calgary,  Alberta,  Canada,  ",2010-11-15,(403) 286-4601,ESDC,ab
83,83,BPMS,Elevated Learning Academy Inc. - Calgary,Private Institution,"Unit 305,  4014 MacLeod Trail SE,  Calgary,  Alberta,  Canada,  ",2011-01-27,(403) 473-0939,ESDC,ab
84,84,BPMT,Royal Health Care Aide Training School - Lethbridge,Private Institution,"522 - 5 Street South,  Lethbridge,  Alberta,  Canada,  ",2011-03-11,(403) 393-5167,ESDC,ab
85,85,BPMU,CDI College of Business Tech and Health Care-Calgary South,Private Institution,"Midnapore Mall,  Suite  Midpark Way SE,  Calgary,  Alberta,  Canada,  ",2011-06-06,200-240,ESDC,ab
86,86,BPMV,CDI College of Business Tech and Health Care-Edmonton West,Private Institution,"176 Mayfield Common,  NW,  Edmonton,  Alberta,  Canada,  ",2011-06-06,(780) 702-0328,ESDC,ab
87,87,BPMW,Solomon College Ltd,Private Institution,"Suite 228,  10 Avenue,  Edmonton,  Alberta,  Canada,  ",2011-06-06,621 100,ESDC,ab
88,88,BPMX,Wholistic Health Training and Research Centre,Private Institution,"Compass Place Building,  Suite 500, 10050 - 112 Street,  Edmonton,  Alberta,  Canada,  ",2011-06-06,(780) 461-6708,ESDC,ab
89,89,BPMZ,Eveline Charles Academy-Calgary,Private Institution," 8 Avenue,  SW,  Calgary,  Alberta,  Canada,  ",2011-08-18,404 510,ESDC,ab
90,90,BPNA,Eveline Charles Academy - Edmonton,Private Institution,"2047, 8 Street NW,  Edmonton,  Alberta,  Canada,  ",2011-08-26,882 170,ESDC,ab
91,91,BPNB,Alberta School of Dog Grooming,Private Institution,"5009 50 Avenue,  Leduc,  Alberta,  Canada,  ",2011-09-23,(780) 980-5327,ESDC,ab
92,92,BPNC,ABM College,Private Institution,"112 - 28th Street SE,  Calgary,  Alberta,  Canada,  ",2011-10-31,(403) 7194300,ESDC,ab
93,93,BPNE,The Health Care Aide Academy,Private Institution,"-49 Street,  Red Deer ,  Alberta,  Canada,  ",2012-04-25,200 5009,ESDC,ab
94,94,BPNG,South Edmonton School of Massage Therapy,Private Institution,"#220,  6203 - 28th Avenue,  Edmonton,  Alberta,  Canada,  ",2012-06-07,(780) 450-0720,ESDC,ab
95,95,BPNI,Elevated Learning Academy Inc. - Edmonton,Private Institution," Jasper Avenue,  Edmonton,  Alberta,  Canada,  ",2012-07-24,209-10080,ESDC,ab
96,96,BPNJ,MTG Healthcare Academy,Private Institution,"Suite 100,  1324 36 Ave NE,  Calgary,  Alberta,  Canada,  ",2012-07-24,4032642009,ESDC,ab
97,97,BPNK,Robertson College - Edmonton,Private Institution,"#206, 10145 - 109 Street,  Edmonton,  Alberta,  Canada,  ",2012-09-18,7807056633,ESDC,ab
98,98,BPNL,Professional Medical Associates-Calgary,Private Institution,"#112,  11420 27 Street SE,  Calgary,  Alberta,  Canada,  ",2012-10-01,4035479709,ESDC,ab
99,99,BPNN,Hope College,Private Institution,"120 - 3 Street E,  Drumheller,  Alberta,  Canada,  ",2012-12-27,4038568108,ESDC,ab
100,100,BPNO,Cambrooks College,Private Institution,"202,  4015 17 Ave SE,  Calgary,  Alberta,  Canada,  ",2013-02-11,(403) 452-3694,ESDC,ab
101,101,BPNP,NIWE Academy Inc.,Private Institution,"3817 - 27 Street,  Calgary,  Alberta,  Canada,  ",2013-02-22,5873519024,ESDC,ab
102,102,BPNS,Ecole Holt Couture School of Couture Sewing and Design,Private Institution,"2227 20 Ave SW,  Calgary,  Alberta,  Canada,  ",2018-10-04,4032445460,ESDC,ab
103,103,BPNT,Aveda Institute-Calgary,Private Institution,"225-8 Ave,  SW,  Calgary,  Alberta,  Canada,  ",2013-06-06,4032645053,ESDC,ab
104,104,BPNV,Makami College Inc.- Calgary,Private Institution,"9618 Horton Road SW,  Calgary,  Alberta,  Canada,  ",2013-07-12,403 474-0772,ESDC,ab
105,105,BPNW,Cypress College-Brooks,Private Institution,"716 2 Street West,  P.O. Box 908,  Brooks ,  Alberta,  Canada,  ",2013-08-23,4033625907,ESDC,ab
106,106,BPNX,National Manual Osteopathic College,Private Institution,"# - 50 Street,  Innisfail,  Alberta,  Canada,  ",2013-09-09,203 4911,ESDC,ab
107,107,BPNY,One Beauty Academy - Medicine Hat,Private Institution,"634 2 Street SE,  Medicine Hat,  Alberta,  Canada,  ",2013-09-20,4308949434,ESDC,ab
108,108,BPOA,Rosewood College,Private Institution,"280, 3670 - 63 Avenue ,  NE,  Calgary,  Alberta,  Canada,  ",2013-11-19,4038369578,ESDC,ab
109,109,BPOC,TOC Hair Studio Akademy,Private Institution,"# MacLeod Trail SW,  Calgary,  Alberta,  Canada,  ",2014-04-03,201 6008,ESDC,ab
110,110,BPOD,Bay River College,Private Institution,"Unit 1 & 2,  3516-26 Street NE,  Calgary,  Alberta,  Canada,  ",2014-05-01,4034576400,ESDC,ab
111,111,BPOE,"CLI College of Business, Health and Technology-Edmonton North",Private Institution,"8 Ave,  Edmonton,  Alberta,  Canada,  ",2014-06-25,706 118,ESDC,ab
112,112,BPOF,One Beauty Academy-Grande Prairie,Private Institution,"Suite -101 Ave,  Grande Prairie,  Alberta,  Canada,  ",2014-08-12,209 10001,ESDC,ab
113,113,BPOH,Numa International Institute of Makeup and Design,Private Institution,"6410 - 1A Street SW,  Calgary,  Alberta,  Canada,  ",2014-10-09,(403) 394-7884,ESDC,ab
114,114,BPOI,Training Inc.-Cardston,Private Institution,"58 2 Avenue West,  Cardston,  Alberta,  Canada,  ",2014-10-29,4036534603,ESDC,ab
115,115,BPOJ,Training Inc.-Pincher Creek,Private Institution,"715C Main Street,  Pincher Creek,  Alberta,  Canada,  ",2014-10-29,4033205100,ESDC,ab
116,116,BPOK,Cooking Lake Aviation Services,Private Institution,"Cooking Lake Airport Hangar 69,  51401 Range Road 221,  Sherwood Park,  Alberta,  Canada,  ",2014-11-07,7809222802,ESDC,ab
117,117,BPOM,One Beauty Academy-Calgary,Private Institution,"6410-1A Street SW,  Calgary,  Alberta,  Canada,  ",2015-02-24,4035276822,ESDC,ab
118,118,BPON,MTG Healthcare Academy-Red Deer,Private Institution,"4815-48 Street,  NE,  Red Deer,  Alberta,  Canada,  ",2015-03-11,4032642049,ESDC,ab
119,119,BPOO,Bella Elite Beauty & Barber Academy Ltd.,Private Institution,"311 - 8 th Street South,  Lethbridge,  Alberta,  Canada,  ",2015-05-26,5872712717,ESDC,ab
120,120,BPOQ,MCG - Red Deer,Private Institution,"-48 Avenue,  Red Deer,  Alberta,  Canada,  ",2015-07-29,103 4719,ESDC,ab
121,121,BPOR,Calgary Flight Training Centre,Private Institution,"Hangar 15 1436 Twp Rd 320,  Didsbury ,  Alberta,  Canada,  ",2015-08-03,4033354892,ESDC,ab
122,122,BPOT,Business IQ Training Inc.,Private Institution,"5051-50 Street,  Camrose,  Alberta,  Canada,  ",2015-11-26,7806722672,ESDC,ab
123,123,BPOU,ERP College,Private Institution,"1 7th Avenue SW,  Calgary,  Alberta,  Canada,  ",2015-12-01,400-734,ESDC,ab
124,124,BPOV,Advance Institute of Wellness and Esthetics,Private Institution,"#14-140 East Chestermere Dr,  Chestermere,  Alberta,  Canada,  ",2015-12-03,4034724105,ESDC,ab
125,125,BPOW,Embody School of Pilates,Private Institution,"213,  300 Old Canmore Rd,  Canmore,  Alberta,  Canada,  ",2015-12-09,4036786765,ESDC,ab
126,126,BPOX,Bredin College of Business and Health Care - Calgary,Private Institution,"# Avenue SW,  Calgary,  Alberta,  Canada,  ",2015-12-11,410 744-4,ESDC,ab
127,127,BPOY,Bredin College of Business and Health Care-Edmonton,Private Institution,"9th Floor 10 Avenue NW,  Edmonton,  Alberta,  Canada,  ",2015-12-11,004 104,ESDC,ab
128,128,BPOZ,MCG Career College - Cold Lake,Private Institution,"103 - 5605 55 Street,  Cold Lake,  Alberta,  Canada,   8999",2016-04-14,888 261,ESDC,ab
129,129,BPPA,MTG Healthcare Academy-Edmonton,Private Institution,"Suite 203,  9915 51 Avenue NW,  Edmonton,  Alberta,  Canada,  ",2016-05-25,7808637263,ESDC,ab
130,130,BPPC,"CLI College of Business, Health and Technology-Calgary Campus",Private Institution,"# - 17 Avenue SE ,  Calgary,  Alberta,  Canada,  ",2016-06-16,210 4202,ESDC,ab
131,131,BPPD,Sundance College,Private Institution,"Unit G 128-28 Street SE,  Calgary,  Alberta,  Canada,  ",2016-06-20,403-455-9010,ESDC,ab
132,132,BPPF,ACCData Computer Systems and Training,Private Institution,"-100 Avenue,  Grande Prairie,  Alberta,  Canada,  ",2016-08-05,305-9804,ESDC,ab
133,133,BPPG,Academy of Learning-Brooks,Private Institution,"Unit C 212 - 2nd Avenue West,  Brooks,  Alberta,  Canada,  ",2016-08-31,4037932294,ESDC,ab
134,134,BPPH,Alberta College of Massage Therapy-Red Deer,Private Institution,"# 50 Avenue,  Red Deer,  Alberta,  Canada,  ",2016-09-01,120 4913,ESDC,ab
135,135,BPPI,The Esthetic Institute Training Center,Private Institution,"4 Fairmount Drive,  SE,  Calgary,  Alberta,  Canada,  ",2016-09-30,110 7005,ESDC,ab
136,136,BPPJ,Aesthetics Pro,Private Institution,"Unit  Avenue SW,  Alberta Professional Building,  Calgary,  Alberta,  Canada,  ",2016-10-05,303 320-23,ESDC,ab
137,137,BPPK,Heritage College,Private Institution,"140, 3015 - 12 Street NE,  Calgary,  Alberta,  Canada,  ",2016-10-19,403-800-8221,ESDC,ab
138,138,BPPL,Evolve Dental Academy,Private Institution,"103, 1914-34 Avenue SW,  Calgary,  Alberta,  Canada,  ",2016-11-01,4033543255,ESDC,ab
139,139,BPPN,Cypress College-Legion Campus,Private Institution,"702-2nd Street SE,  Medicine Hat,  Alberta,  Canada,  ",2016-11-10,4035274382,ESDC,ab
140,140,BPPO,Academy of Reflexology and Massage,Private Institution,"1026 Moyer Drive,  Sherwood Park,  Alberta,  Canada,  ",2016-12-13,7802353720,ESDC,ab
141,141,BPPQ,Synergy Flight Training Inc.,Private Institution,"Bldg. 38, 32 - 27018 SH633,  Villeneuve Airport,  Strugeon County,  Alberta,  Canada,  ",2017-03-23,7804532085,ESDC,ab
142,142,BPPR,Painter Decorator College,Private Institution,"4409-94 Street,  Edmonton,  Alberta,  Canada,  ",2017-05-31,5879891954,ESDC,ab
143,143,BPPS,Timberline Canadian Alpine Academy,Private Institution,"333 Banff Avenue,  PO Box 1040,  Banff,  Alberta,  Canada,  ",2017-05-31,4034976940,ESDC,ab
144,144,BPPT,Bredin college of Business and Health Care-Red Deer,Private Institution,"-43 Street,  Red Deer,  Alberta,  Canada,  ",2017-06-05,501 5010,ESDC,ab
145,145,BPPU,M. Dent College,Private Institution,"207, 1711-4th Street SW,  Calgary,  Alberta,  Canada,  ",2017-06-30,4032647656,ESDC,ab
146,146,BPPV,CDI College of Business Technology and Health Care-Red Deer,Private Institution,"5th Floor,  5000 Gaetz Avenue,  Red Deer,  Alberta,  Canada,  ",2017-08-17,(587) 951-1030,ESDC,ab
147,147,BPPW,Cambrooks College-Downtown Location,Private Institution,"1105-7 Avenue SW,  Calgary,  Alberta,  Canada,  ",2017-10-25,4039191429,ESDC,ab
148,148,BPPX,DelMar College of Esthetics & Wellness,Private Institution,"Suite 160 ,  5769 4 Street SE,  Calgary,  Alberta,  Canada,  ",2017-12-12,4032556644,ESDC,ab
149,149,BPPY,Alberta Business & Health Institute,Private Institution,"210, 5009 50 Ave,  Red Deer,  Alberta,  Canada,  ",2018-01-09,(403) 986-9998,ESDC,ab
150,150,BPPZ,East-West College of Business and Technology,Private Institution,"Suite 200, 3880 - 29th Street ,  NE,  Calgary,  Alberta,  Canada,  ",2018-01-16,5877182955,ESDC,ab
151,151,BPQA,"Ambber & Salma College of Esthetics, Laser & Spa Training Centre",Private Institution,"#18 5440-4 Street NW,  Calgary,  Alberta,  Canada,  ",2018-01-17,4032450022,ESDC,ab
152,152,BPQC,Peerless Training Institute,Private Institution,"#260, 2635-37th Avenue NE,  Calgary,  Alberta,  Canada,  ",2018-02-12,(403) 230-2665,ESDC,ab
153,153,BPQD,Canford Institute of Technology,Private Institution,"10 Street ,  Edmonton,  Alberta,  Canada,  ",2018-05-04,709 105,ESDC,ab
154,154,BPQE,Peace River Academy,Private Institution,"Glenmary School,  8801 96 Street,  Peace River,  Alberta,  Canada,  ",2018-05-11,7804090222,ESDC,ab
155,155,BPQF,ABES (Alberta Business and Educational Services)-Calgary,Private Institution,"10, 221-18 Street SE,  Calgary,  Alberta,  Canada,  ",2018-05-15,4032328758,ESDC,ab
156,156,BPQG,Lighthouse Labs - Calgary,Private Institution,"WorkNicer, 630 8 Ave SW,  #600,  Calgary,  Alberta,  Canada,  ",2018-05-29,8885696898,ESDC,ab
157,157,BPQH,Polished School Of Esthetics,Private Institution,"207 12 Street B North,  Lethbridge,  Alberta,  Canada,  ",2018-06-26,5872207416,ESDC,ab
158,158,BPQI,The Esthetic Institute Training Center-Edmonton,Private Institution,"6012 82 Avenue,  Edmonton,  Alberta,  Canada,  ",2018-09-27,4036308975,ESDC,ab
159,159,BPQJ,Canadian Institute of Osteopathic Therapy,Private Institution,"757 57 Ave NE,  Calgary,  Alberta,  Canada,  ",2018-10-09,403 455-2468,ESDC,ab
