CGNDB ID,Geographical Name,Language,Syllabic Form,Generic Term,Generic Category,Concise Code,Toponymic Feature ID,Latitude,Longitude,Location,Province - Territory,Relevance at Scale,Decision Date,Source
GAAIM,Abey Lake,Undetermined,,Lake,Water Feature,LAKE,1111e3d1bedb11d892e2080020a0f4c9,59.3097220,-97.3900000,,Manitoba,250000,1974-05-24,Manitoba-Sustainable Development
GAAIN,Abgrall Lake,Undetermined,,Lake,Water Feature,LAKE,1117d742bedb11d892e2080020a0f4c9,58.9683330,-101.1136100,,Manitoba,250000,1972-04-26,Manitoba-Sustainable Development
GAAIO,Abigail Lake,Undetermined,,Lake,Water Feature,LAKE,121fd163bedb11d892e2080020a0f4c9,57.9277780,-96.8966670,,Manitoba,250000,1978-10-18,Manitoba-Sustainable Development
GAAIQ,Ableson Lake,Undetermined,,Lake,Water Feature,LAKE,12266114bedb11d892e2080020a0f4c9,51.3286110,-101.2161100,20-27-27-W,Manitoba,50000,1949-04-07,Manitoba-Sustainable Development
GAAIR,Abraham Lake,Undetermined,,Lake,Water Feature,LAKE,122ddb25bedb11d892e2080020a0f4c9,56.7097220,-96.2197220,"10,12-89-9-E",Manitoba,250000,1975-12-09,Manitoba-Sustainable Development
GAAIT,Abraham Point,Undetermined,,Point,Terrain Feature,CAPE,123491e6bedb11d892e2080020a0f4c9,50.5802780,-96.2441670,,Manitoba,250000,1927-01-05,Manitoba-Sustainable Development
GAAIU,Abraham River,Undetermined,,River,Water Feature,RIV,123d1d67bedb11d892e2080020a0f4c9,56.6702780,-96.0811110,,Manitoba,50000,1979-05-07,Manitoba-Sustainable Development
GAAIV,Abram Lake,Undetermined,,Lake,Water Feature,LAKE,124310d8bedb11d892e2080020a0f4c9,57.9261110,-101.1463900,,Manitoba,250000,1961-06-07,Manitoba-Sustainable Development
GAAIW,Abrey Lake,Undetermined,,Lake,Water Feature,LAKE,12490449bedb11d892e2080020a0f4c9,56.0972220,-101.2938900,,Manitoba,250000,1953-05-07,Manitoba-Sustainable Development
GAAIY,Ace Lake,Undetermined,,Lake,Water Feature,LAKE,124f93fabedb11d892e2080020a0f4c9,56.7636110,-101.0616700,33-89-23-W,Manitoba,50000,1947-05-06,Manitoba-Sustainable Development
GAAJB,Acheetamo Lake,Undetermined,,Lake,Water Feature,LAKE,125c3e2cbedb11d892e2080020a0f4c9,54.0136110,-95.5763890,,Manitoba,250000,1982-06-04,Manitoba-Sustainable Development
GAAIZ,Acheetamo Lake,Uncoded languages,,Lake,Water Feature,LAKE,1255876bbedb11d892e2080020a0f4c9,52.9519440,-95.2266670,,Manitoba,250000,1977-12-22,Manitoba-Sustainable Development
GAAJC,Acheetamonias Point,Undetermined,,Point,Terrain Feature,CAPE,126258adbedb11d892e2080020a0f4c9,51.8852780,-95.4925000,,Manitoba,250000,1977-08-31,Manitoba-Sustainable Development
GBSUY,Achitamoonawacheewining,Uncoded languages,,Point,Terrain Feature,CAPE,cc837117965e4162a321e24c21ee632a,52.9163890,-97.4080560,,Manitoba,50000,2016-11-30,Manitoba-Sustainable Development
GAAJD,Ackerman Lake,Undetermined,,Lake,Water Feature,LAKE,1330a52ebedb11d892e2080020a0f4c9,59.6563890,-101.8155600,,Manitoba,250000,1972-04-26,Manitoba-Sustainable Development
GAAJE,Ackland Lake,Undetermined,,Lake,Water Feature,LAKE,1337aa0fbedb11d892e2080020a0f4c9,58.9536110,-101.6222200,,Manitoba,250000,1979-07-20,Manitoba-Sustainable Development
GBFQC,Adair Dam,Undetermined,,Dam,Constructed Feature,HYDR,454b6295bef611d892e2080020a0f4c9,49.3172220,-100.6263900,22-4-24-W,Manitoba,50000,1986-02-10,Manitoba-Sustainable Development
GAAJJ,Adair Lake,Undetermined,,Lake,Water Feature,LAKE,133e87e0bedb11d892e2080020a0f4c9,59.0769440,-98.2966670,,Manitoba,250000,1961-06-07,Manitoba-Sustainable Development
GAAJL,Adam Creek,Undetermined,,Creek,Water Feature,RIV,13453ea1bedb11d892e2080020a0f4c9,59.6069440,-96.5386110,,Manitoba,250000,1974-12-27,Manitoba-Sustainable Development
GBSTZ,Adam Island,Undetermined,,Island,Terrain Feature,ISL,75b633510a00120475222b8ee51fc98f,51.5386175,-99.2781715,30-13W,Manitoba,50000,2014-07-17,Manitoba-Sustainable Development
GAAJN,Adam Lake,Undetermined,,Lake,Water Feature,LAKE,13514c93bedb11d892e2080020a0f4c9,56.7644440,-100.1283300,89-17-W,Manitoba,250000,1957-02-05,Manitoba-Sustainable Development
GAAJM,Adam Lake,Undetermined,,Lake,Water Feature,LAKE,134b3212bedb11d892e2080020a0f4c9,49.0352780,-100.0647200,"14,15-1-20-W",Manitoba,250000,1955-01-20,Manitoba-Sustainable Development
GAAJO,Adam Lake,Undetermined,,Lake,Water Feature,LAKE,1358edb4bedb11d892e2080020a0f4c9,57.7294440,-96.6213890,,Manitoba,250000,1978-10-18,Manitoba-Sustainable Development
GBFRP,Adams Bay,Undetermined,,Bay,Water Feature,BAY,48493865bef611d892e2080020a0f4c9,59.3952780,-98.3475000,,Manitoba,50000,1988-03-03,Manitoba-Sustainable Development
GBJFI,Adams Creek,Undetermined,,Creek,Water Feature,RIV,c660c5ecbef711d892e2080020a0f4c9,55.4436111,-100.6475000,74-21W,Manitoba,50000,1995-03-13,Manitoba-Sustainable Development
GAAJQ,Adams Flats,Undetermined,,Flats,Terrain Feature,BCH,135f0835bedb11d892e2080020a0f4c9,49.6547220,-99.2738890,14-8-14-W,Manitoba,50000,1977-06-14,Manitoba-Sustainable Development
GBIYJ,Adams Hill,Undetermined,,Hill,Terrain Feature,MTN,8801ac1abef711d892e2080020a0f4c9,59.2969440,-98.5563890,118-7W,Manitoba,50000,1995-02-28,Manitoba-Sustainable Development
GAAJR,Adams Island,Undetermined,,Island,Terrain Feature,ISL,1365e606bedb11d892e2080020a0f4c9,51.1958330,-96.3319440,,Manitoba,250000,1934-05-14,Manitoba-Sustainable Development
GBHTI,Adams Lake,Undetermined,,Lake,Water Feature,LAKE,c25f3040bef611d892e2080020a0f4c9,57.6744440,-99.0691670,100-10W,Manitoba,50000,1994-12-16,Manitoba-Sustainable Development
GBFRQ,Adams Peninsula,Undetermined,,Peninsula,Terrain Feature,CAPE,49777f36bef611d892e2080020a0f4c9,59.4080560,-98.3452780,,Manitoba,50000,1988-03-03,Manitoba-Sustainable Development
GAAJV,Adams Point,Undetermined,,Point,Terrain Feature,CAPE,13743de8bedb11d892e2080020a0f4c9,51.9950000,-99.5894440,35-15-W,Manitoba,50000,1980-03-25,Manitoba-Sustainable Development
GBILE,Adams Rapids,Undetermined,,Rapids,Water Feature,RAP,60975684bef711d892e2080020a0f4c9,59.0966670,-99.7227780,116-14W,Manitoba,50000,1995-02-28,Manitoba-Sustainable Development
GAAJT,Adamson Lake,Undetermined,,Lake,Water Feature,LAKE,136e2367bedb11d892e2080020a0f4c9,55.0530560,-101.2302800,70-25-W,Manitoba,250000,1945-01-17,Manitoba-Sustainable Development
GAAJZ,Addison Lake,Undetermined,,Lake,Water Feature,LAKE,14303ae9bedb11d892e2080020a0f4c9,58.5425000,-100.7969400,,Manitoba,250000,1972-04-14,Manitoba-Sustainable Development
GBHOW,Adele Island,Undetermined,,Island,Terrain Feature,ISL,aa8e62c6bef611d892e2080020a0f4c9,49.7494440,-95.1708330,14-9-17-E1,Manitoba,50000,1991-09-23,Manitoba-Sustainable Development
GAAKC,Adie Creek,Undetermined,,Creek,Water Feature,RIV,143766dabedb11d892e2080020a0f4c9,56.3763890,-91.5577780,,Manitoba,250000,1964-05-11,Manitoba-Sustainable Development
GAAKD,Adlard Lake,Undetermined,,Lake,Water Feature,LAKE,143df68bbedb11d892e2080020a0f4c9,58.6966670,-98.9611110,,Manitoba,250000,1975-02-20,Manitoba-Sustainable Development
GAAKE,Aeronca Lake,Undetermined,,Lake,Water Feature,LAKE,1444110cbedb11d892e2080020a0f4c9,51.5525000,-100.8813900,11-30-25-W,Manitoba,50000,1953-06-04,Manitoba-Sustainable Development
GAAKF,Affleck Lake,Undetermined,,Lake,Water Feature,LAKE,144bb22dbedb11d892e2080020a0f4c9,59.3550000,-101.4319400,,Manitoba,250000,1972-04-26,Manitoba-Sustainable Development
GBLPG,Agarands Lake,Undetermined,,Lake,Water Feature,LAKE,61a16257bef911d892e2080020a0f4c9,49.5244440,-98.8336110,36-6-11-W,Manitoba,50000,2001-01-08,Manitoba-Sustainable Development
GAAKJ,Agassiz Provincial Forest,Undetermined,,Provincial Forest,Administrative Area,PARK,1453c87ebedb11d892e2080020a0f4c9,49.9997220,-96.1500000,12-10-E,Manitoba,1000000,1976-03-30,Manitoba-Sustainable Development
GBFAJ,Agate Pond,Undetermined,,Pond,Water Feature,LAKE,83e28eaebef411d892e2080020a0f4c9,51.1805560,-96.8319440,21-25-5-E,Manitoba,50000,1983-09-07,Manitoba-Sustainable Development
GAAKK,Age Lake,Undetermined,,Lake,Water Feature,LAKE,1459e2ffbedb11d892e2080020a0f4c9,55.9997220,-97.6061110,81-1-W,Manitoba,250000,1958-09-04,Manitoba-Sustainable Development
GAAKL,Agents Lake,Undetermined,,Lake,Water Feature,LAKE,1460c0d0bedb11d892e2080020a0f4c9,51.4697220,-97.7711110,11-29-3-W,Manitoba,250000,1978-11-02,Manitoba-Sustainable Development
GBTNK,Ager Lake,Undetermined,,Lake,Water Feature,LAKE,29e56b47a7f84536bb965e74ae1f67d5,57.2022222,-101.3877778,,Manitoba,50000,2018-07-10,Manitoba-Sustainable Development
GAAKM,Agerbak Lake,Undetermined,,Lake,Water Feature,LAKE,1466db51bedb11d892e2080020a0f4c9,59.2430560,-101.4511100,,Manitoba,250000,1972-04-05,Manitoba-Sustainable Development
GAAEE,Aghaming,Undetermined,,Northern Community,Populated Place,UNP,0fbb7c86bedb11d892e2080020a0f4c9,51.1888890,-96.2888890,4-26-9-E,Manitoba,50000,1994-03-31,Manitoba-Sustainable Development
GAAKQ,Agnes Lake,Undetermined,,Lake,Water Feature,LAKE,146d6b02bedb11d892e2080020a0f4c9,51.7302780,-101.5480600,8-32-29-W,Manitoba,250000,1967-03-06,Manitoba-Sustainable Development
GAAKS,Agoniak Lake,Undetermined,,Lake,Water Feature,LAKE,1474e513bedb11d892e2080020a0f4c9,53.2066670,-96.8669440,,Manitoba,250000,1978-03-22,Manitoba-Sustainable Development
GAAKW,Ahasew Island,Undetermined,,Island,Terrain Feature,ISL,15396d94bedb11d892e2080020a0f4c9,56.9902780,-92.3094440,,Manitoba,250000,1978-01-31,Manitoba-Sustainable Development
GAAKX,Ahmos Bay,Undetermined,,Bay,Water Feature,BAY,154a5d85bedb11d892e2080020a0f4c9,51.5483330,-99.1916670,,Manitoba,50000,1977-08-25,Manitoba-Sustainable Development
GAAKY,Ahmos Point,Undetermined,,Point,Terrain Feature,CAPE,15509f16bedb11d892e2080020a0f4c9,51.5486110,-99.2033330,,Manitoba,50000,1977-08-25,Manitoba-Sustainable Development
GAALB,Aiken River,Undetermined,,River,Water Feature,RIV,155ea8d8bedb11d892e2080020a0f4c9,56.0766670,-96.0811110,,Manitoba,250000,1931-03-24,Manitoba-Sustainable Development
GAAKZ,Aikenhead Bay,Undetermined,,Bay,Water Feature,BAY,1557cb07bedb11d892e2080020a0f4c9,55.1883330,-101.3794400,,Manitoba,50000,1982-05-25,Manitoba-Sustainable Development
GAALC,Aikens Bay,Undetermined,,Bay,Water Feature,BAY,15651179bedb11d892e2080020a0f4c9,50.2058330,-98.2247220,21-14-6-W,Manitoba,50000,1978-10-04,Manitoba-Sustainable Development
GAALE,Aikens Lake,Undetermined,,Lake,Water Feature,LAKE,156cd9aabedb11d892e2080020a0f4c9,51.1988890,-95.3475000,"25,26-15,16-E",Manitoba,1000000,1949-10-06,Manitoba-Sustainable Development
GBLUW,Aimés Point,Undetermined,,Point,Terrain Feature,CAPE,6ed470d1bef911d892e2080020a0f4c9,51.6038890,-99.6913890,29-30-30-16-W,Manitoba,50000,2002-06-10,Manitoba-Sustainable Development
GAALJ,Air Force Bay,Undetermined,,Bay,Water Feature,BAY,15fd59dcbedb11d892e2080020a0f4c9,54.2327780,-100.6138900,"60-21,22-W",Manitoba,50000,1979-06-20,Manitoba-Sustainable Development
GAALL,Airplane Bay,Undetermined,,Bay,Water Feature,BAY,1607930dbedb11d892e2080020a0f4c9,50.0677780,-100.1775000,5-13-20-W,Manitoba,50000,1977-02-03,Manitoba-Sustainable Development
GBJJK,Aitken Island,Undetermined,,Island,Terrain Feature,ISL,f5be04d4bef711d892e2080020a0f4c9,54.4927780,-96.7233330,63-5E1,Manitoba,50000,1995-03-13,Manitoba-Sustainable Development
GAALO,Aitken Lake,Undetermined,,Lake,Water Feature,LAKE,160dad8ebedb11d892e2080020a0f4c9,58.7422220,-97.4372220,,Manitoba,250000,1974-06-12,Manitoba-Sustainable Development
GBHUP,Aitkens Lake,Undetermined,,Lake,Water Feature,LAKE,c81ac77ebef611d892e2080020a0f4c9,57.2344440,-101.4922200,95-25W,Manitoba,50000,1994-12-16,Manitoba-Sustainable Development
GAALP,Akami Rapids,Undetermined,,Rapids,Water Feature,RAP,16d56a5fbedb11d892e2080020a0f4c9,54.7669440,-96.8288890,,Manitoba,50000,1978-05-04,Manitoba-Sustainable Development
GBPQS,Akasko Lake,Undetermined,,Lake,Water Feature,LAKE,536ac146bedb11d892e2080020a0f4c9,53.6033330,-94.2194440,,Manitoba,250000,2004-12-29,Manitoba-Sustainable Development
GAALR,Akatimo Lake,Undetermined,,Lake,Water Feature,LAKE,16e03fd0bedb11d892e2080020a0f4c9,53.3736110,-94.8916670,,Manitoba,250000,1973-01-15,Manitoba-Sustainable Development
GAALS,Akawacheekamayow Bay,Undetermined,,Bay,Water Feature,BAY,16e792d1bedb11d892e2080020a0f4c9,56.4475000,-100.2833300,86-18-W,Manitoba,250000,1979-05-29,Manitoba-Sustainable Development
GAALT,Akechepeemaywasik Lake,Undetermined,,Lake,Water Feature,LAKE,16eee5d2bedb11d892e2080020a0f4c9,56.2550000,-96.4783330,,Manitoba,250000,1979-05-07,Manitoba-Sustainable Development
GAALU,Akeeko Rapids,Undetermined,,Rapids,Water Feature,RAP,16f611c3bedb11d892e2080020a0f4c9,51.6588890,-96.5766670,31-7-E,Manitoba,50000,1978-01-31,Manitoba-Sustainable Development
GAALV,Akepapeskat River,Undetermined,,River,Water Feature,RIV,17010e44bedb11d892e2080020a0f4c9,56.5558330,-96.6011110,,Manitoba,50000,1979-05-07,Manitoba-Sustainable Development
GAALW,Akeroyd Lake,Undetermined,,Lake,Water Feature,LAKE,170728c5bedb11d892e2080020a0f4c9,50.2247220,-95.4541670,3-15-15-E,Manitoba,50000,1973-02-06,Manitoba-Sustainable Development
GAALX,Akik Lake,Undetermined,,Lake,Water Feature,LAKE,170d4346bedb11d892e2080020a0f4c9,51.9672220,-95.1733330,,Manitoba,250000,1977-08-31,Manitoba-Sustainable Development
GAALY,Akik Rapids,Undetermined,,Rapids,Water Feature,RAP,17142117bedb11d892e2080020a0f4c9,52.6950000,-96.4619440,,Manitoba,50000,1978-09-08,Manitoba-Sustainable Development
GAALZ,Akik Rapids,Undetermined,,Rapids,Water Feature,RAP,171a62a8bedb11d892e2080020a0f4c9,53.9636110,-95.0808330,,Manitoba,50000,1978-03-17,Manitoba-Sustainable Development
GAAMA,Akik River,Undetermined,,River,Water Feature,RIV,17236359bedb11d892e2080020a0f4c9,53.9663890,-95.0819440,,Manitoba,250000,1978-03-17,Manitoba-Sustainable Development
GAAMC,Akinokumak Lake,Undetermined,,Lake,Water Feature,LAKE,1c6bc64abedb11d892e2080020a0f4c9,56.7047220,-96.1580560,,Manitoba,250000,1979-05-07,Manitoba-Sustainable Development
GAAMD,Akinowkanayak Lake,Undetermined,,Lake,Water Feature,LAKE,1cbfd9bbbedb11d892e2080020a0f4c9,56.7744440,-97.2875000,,Manitoba,250000,1979-05-07,Manitoba-Sustainable Development
GAAME,Akischekamesaskaw Lakes,Undetermined,,Lakes,Water Feature,LAKE,1ce05a0cbedb11d892e2080020a0f4c9,56.5763890,-96.8997220,,Manitoba,250000,1979-05-07,Manitoba-Sustainable Development
GBSVK,Akokokitaywisaguygan,Uncoded languages,,Lake,Water Feature,LAKE,5c660a0abeec11d892e2080020a0f4c9,52.7625000,-97.0030560,,Manitoba,250000,2016-11-30,Manitoba-Sustainable Development
GBTBS,Akokotaywining,Uncoded languages,,Creek,Water Feature,RIV,023c2749beee11d892e2080020a0f4c9,52.8336110,-96.9736110,,Manitoba,250000,2017-10-25,Manitoba-Sustainable Development
GAAMH,Akwakosakumin Lake,Undetermined,,Lake,Water Feature,LAKE,1d08064dbedb11d892e2080020a0f4c9,58.8769440,-100.2380600,,Manitoba,250000,1979-07-20,Manitoba-Sustainable Development
GBSTV,Alan Arnett McLeod Lake,Undetermined,,Lake,Water Feature,LAKE,68ebaf00bef911d892e2080020a0f4c9,55.1673229,-96.9207976,71-4E,Manitoba,50000,2013-11-22,Manitoba-Sustainable Development
GBKVU,Alan Johnston Bay,Undetermined,,Bay,Water Feature,BAY,cabefaa6bef811d892e2080020a0f4c9,59.4247220,-101.5277800,120-24W,Manitoba,50000,1996-08-30,Manitoba-Sustainable Development
GAAML,Alapapoo Bay,Undetermined,,Bay,Water Feature,BAY,1d215aaebedb11d892e2080020a0f4c9,58.0375000,-92.8030560,,Manitoba,250000,1978-10-04,Manitoba-Sustainable Development
GAAMO,Albert,Undetermined,,Rural Municipality,Administrative Area,MUN2,1d2e7a0fbedb11d892e2080020a0f4c9,49.4436110,-101.1208300,,Manitoba,50000,1933-12-31,Manitoba-Sustainable Development
GAAMP,Albert Beach,Undetermined,,Locality,Populated Place,UNP,3df1c4c0ba3411d892e2080020a0f4c9,50.6805560,-96.5136110,"19,20-7-E",Manitoba,250000,2002-03-21,Manitoba-Sustainable Development
GBJDW,Albert Brown Lake,Undetermined,,Lake,Water Feature,LAKE,c0636ab6bef711d892e2080020a0f4c9,55.1752780,-95.9183330,71-11E,Manitoba,50000,1995-02-28,Manitoba-Sustainable Development
GBKCH,Albert Collins Lake,Undetermined,,Lake,Water Feature,LAKE,94109106bef811d892e2080020a0f4c9,54.9966670,-93.6925000,69-3E2,Manitoba,50000,1995-03-24,Manitoba-Sustainable Development
GBJYU,Albert Harrison Lake,Undetermined,,Lake,Water Feature,LAKE,7e01709dbef811d892e2080020a0f4c9,54.6533330,-93.5719440,65-3E2,Manitoba,50000,1995-03-24,Manitoba-Sustainable Development
GAAMQ,Albert Lake,Undetermined,,Lake,Water Feature,LAKE,1d349490bedb11d892e2080020a0f4c9,58.7175000,-98.0141670,,Manitoba,250000,1975-02-20,Manitoba-Sustainable Development
GBLRB,Albert Makay Lake,Undetermined,,Lake,Water Feature,LAKE,677340c6bef911d892e2080020a0f4c9,58.8050000,-97.3527780,113-1E1,Manitoba,50000,2001-01-08,Manitoba-Sustainable Development
GBLII,Albert Murray Lake,Undetermined,,Lake,Water Feature,LAKE,58bdfe2bbef911d892e2080020a0f4c9,56.7594440,-97.6347220,89-2W,Manitoba,50000,1998-11-30,Manitoba-Sustainable Development
GAAMR,Albert Point,Undetermined,,Point,Terrain Feature,CAPE,1d3c83d1bedb11d892e2080020a0f4c9,53.0566670,-98.6205560,47-8-W,Manitoba,250000,1979-05-28,Manitoba-Sustainable Development
GBKTK,Albert Woods Lake,Undetermined,,Lake,Water Feature,LAKE,c49251febef811d892e2080020a0f4c9,59.2391670,-100.8341700,118-20W,Manitoba,50000,1995-03-24,Manitoba-Sustainable Development
GAAMT,Alberts Lake,Undetermined,,Lake,Water Feature,LAKE,1d455d72bedb11d892e2080020a0f4c9,49.8725000,-95.3225000,34-10-16-E,Manitoba,50000,1976-08-04,Manitoba-Sustainable Development
GAAMV,Alberts Lake,Undetermined,,Lake,Water Feature,LAKE,1d4b77f3bedb11d892e2080020a0f4c9,54.8100000,-101.5380600,67-27-W,Manitoba,250000,1941-12-03,Manitoba-Sustainable Development
GAAMX,Albion Lake,Undetermined,,Lake,Water Feature,LAKE,1d5207a4bedb11d892e2080020a0f4c9,52.3791670,-100.2344400,26-39-20-W,Manitoba,50000,1949-11-03,Manitoba-Sustainable Development
GAAMZ,Albulet Lake,Undetermined,,Lake,Water Feature,LAKE,1f6927d5bedb11d892e2080020a0f4c9,55.1302780,-101.8600000,,Manitoba,250000,1974-08-06,Manitoba-Sustainable Development
GAANB,Alcock Lake,Undetermined,,Lake,Water Feature,LAKE,1f6f6966bedb11d892e2080020a0f4c9,58.9827780,-98.3797220,,Manitoba,250000,1975-02-20,Manitoba-Sustainable Development
GAANC,Aldridge Lake,Undetermined,,Lake,Water Feature,LAKE,1f755cd7bedb11d892e2080020a0f4c9,58.9322220,-97.1094440,,Manitoba,250000,1974-06-12,Manitoba-Sustainable Development
GAAND,Alec Lake,Undetermined,,Lake,Water Feature,LAKE,1f7c61b8bedb11d892e2080020a0f4c9,54.0916670,-100.5138900,"10,14-59-21-W",Manitoba,250000,1979-06-20,Manitoba-Sustainable Development
GAANT,Alex Lake,Undetermined,,Lake,Water Feature,LAKE,1fac4b5fbedb11d892e2080020a0f4c9,57.6488890,-96.5011110,,Manitoba,250000,1978-10-18,Manitoba-Sustainable Development
GAANG,Alexander,Undetermined,,Rural Municipality,Administrative Area,MUN2,1f89a82abedb11d892e2080020a0f4c9,50.4833330,-96.0500000,,Manitoba,50000,1997-12-24,Manitoba-Sustainable Development
GAANF,Alexander,Undetermined,,Local Urban District,Populated Place,UNP,1f838da9bedb11d892e2080020a0f4c9,49.8300000,-100.2952800,17-10-21-W,Manitoba,1000000,1998-11-30,Manitoba-Sustainable Development
GBKWE,Alexander Bay,Undetermined,,Bay,Water Feature,BAY,cbe2ba2fbef811d892e2080020a0f4c9,53.9569440,-93.8077780,57-2E2,Manitoba,50000,1996-09-30,Manitoba-Sustainable Development
GBSTR,Alexander Brereton Lake,Undetermined,,Lake,Water Feature,LAKE,75b0d8300a00120451fe888469bb67d6,55.4684493,-96.1477122,75-9E,Manitoba,50000,2013-10-25,Manitoba-Sustainable Development
GAANJ,Alexander Bridge,Undetermined,,Bridge,Constructed Feature,ROAD,1f91be7bbedb11d892e2080020a0f4c9,49.8986110,-100.3008300,4-11-21-W,Manitoba,50000,1976-12-16,Manitoba-Sustainable Development
GAANL,Alexander Creek,Undetermined,,Creek,Water Feature,RIV,1f97d8fcbedb11d892e2080020a0f4c9,58.9266670,-96.4252780,,Manitoba,250000,1974-06-12,Manitoba-Sustainable Development
GBJMT,Alexander Graham Lake,Undetermined,,Lake,Water Feature,LAKE,1643ab58bef811d892e2080020a0f4c9,56.9641670,-96.0297220,92-9E1,Manitoba,50000,1995-03-31,Manitoba-Sustainable Development
GBKHE,Alexander Island,Undetermined,,Island,Terrain Feature,ISL,a4c7962ebef811d892e2080020a0f4c9,53.9241670,-94.8155560,57-18E,Manitoba,50000,1995-03-31,Manitoba-Sustainable Development
GBIFU,Alexander Lake,Undetermined,,Lake,Water Feature,LAKE,208842eabef711d892e2080020a0f4c9,55.1086110,-97.0258330,70-3E1,Manitoba,50000,1995-02-20,Manitoba-Sustainable Development
GAANO,Alexander Marsh,Undetermined,,Marsh,Feature Associated with Vegetation,VEGL,1fa657eebedb11d892e2080020a0f4c9,49.7938890,-100.3769400,34-9-22-W1,Manitoba,250000,1992-12-23,Manitoba-Sustainable Development
GBKCL,Alexander McKay Lake,Undetermined,,Lake,Water Feature,LAKE,945a925abef811d892e2080020a0f4c9,54.1311110,-94.1744440,59-22E,Manitoba,50000,1995-03-31,Manitoba-Sustainable Development
GBLEP,Alexander Mitchell Lake,Undetermined,,Lake,Water Feature,LAKE,48ff3ad3bef911d892e2080020a0f4c9,53.7936110,-95.0336110,,Manitoba,50000,1997-11-21,Manitoba-Sustainable Development
GBKII,Alexander Ross Lake,Undetermined,,Lake,Water Feature,LAKE,a8351ebbbef811d892e2080020a0f4c9,57.7550000,-95.8811110,101-10E,Manitoba,50000,1995-03-31,Manitoba-Sustainable Development
GBKJV,Alexander Thomson Lake,Undetermined,,Lake,Water Feature,LAKE,abc99040bef811d892e2080020a0f4c9,57.1155560,-95.8627780,93-10E,Manitoba,50000,1995-03-31,Manitoba-Sustainable Development
GBKFE,Alexander Young Lake,Undetermined,,Lake,Water Feature,LAKE,9eb1d1eebef811d892e2080020a0f4c9,54.4141670,-93.2158330,62-6E,Manitoba,50000,1995-03-31,Manitoba-Sustainable Development
GBLFZ,Alfred Hansen Lake,Undetermined,,Lake,Water Feature,LAKE,4d8a8f70bef911d892e2080020a0f4c9,54.0258330,-95.9222220,58-11E,Manitoba,50000,1998-02-18,Manitoba-Sustainable Development
GAANW,Alfred Hole Goose Sanctuary,Undetermined,,Refuge,Administrative Area,PARK,210376f0bedb11d892e2080020a0f4c9,49.8391670,-95.5191670,"10-14,15-E",Manitoba,1000000,1994-03-31,Manitoba-Sustainable Development
GBSKF,Alfred James Fenner Sr. Bridge,Undetermined,,Bridge,Constructed Feature,ROAD,7dca7dbe0a00120433bf31fefa2b8294,54.2200000,-100.6072200,,Manitoba,50000,2008-02-25,Manitoba-Sustainable Development
