FAC_PARTY_ID,SERVICE_TYPE_CD,NAME,ADDRESS_1,ADDRESS_2,CITY,POSTAL_CODE,LATITUDE,LONGITUDE,PHONE,WEBSITE,EMAIL,OP_WEEKDAY_YN,OP_WEEKEND_YN,OP_STAT_HOLIDAY_YN,OP_OVERNIGHT_YN,OP_EXT_WEEKDAY_BEFORE6AM_YN,OP_EXT_WEEKDAY_AFTER7PM_YN,SRVC_UNDER36_YN,SRVC_30MOS_5YRS_YN,SRVC_LICPRE_YN,SRVC_OOS_KINDER_YN,SRVC_OOS_GR1_AGE12_YN,LANG_CANTONESE_YN,LANG_PUNJABI_YN,LANG_MANDARIN_YN,LANG_FRENCH_YN,LANG_SPANISH_YN,LANG_OTHER_YN,PROVIDE_CD_MEALS,PROVIDE_CD_PICKUP,PRESCHOOL_MORNING_YN,PRESCHOOL_MIDDAY_YN,PRESCHOOL_AFTERNOON_YN,ABORIGINAL_PROGRAMMING_YN,ACCOMMODATE_SPECIAL_NEEDS,ECE_CERTIFICATION_YN,ELF_PROGRAMMING_YN,VACANCY_SRVC_UNDER36,VACANCY_SRVC_30MOS_5YRS,VACANCY_SRVC_LICPRE,VACANCY_SRVC_OOS_GR1_AGE12,VACANCY_LAST_UPDATE,HA_FAC_INSPEC_RPTS,IS_INCOMPLETE_IND,IS_CCFRI_AUTH,IS_DUPLICATE
3596,Licensed Group,Little Wise Guys Preschool,22200 Fraser Way,,Langley,V3A 7T2,49.091404,-122.60784,604-533-6173,,nalexander@tol.ca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,N,N
3597,Licensed Family,Cherished Treasures,143 Fern Cres,,Prince George,V2N 1J3,53.891176,-122.781163,250-649-8762,,cherished.treasures.daycare@gmail.com,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,N,N,N,N,2020/09/26,http://www.healthspace.ca/Clients/NHA/NHA_Website.nsf,N,Y,N
3598,Licensed Group,Six Mile Daycare,2074 Blackwater Rd,,Quesnel,V2J 7B3,53.000758,-122.530663,250-249-5104,,shellyubell@gmail.com,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,Y,Y,N,Y,2020/09/17,http://www.healthspace.ca/Clients/NHA/NHA_Website.nsf/CCFL-Frameset,N,Y,N
3599,Licensed Group,The Good Shepherd Daycare,1320 Johnson St,,Coquitlam,V3B 4T5,49.292291,-122.801427,604-537-8100,,goodshepherddaycare@gmail.com,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,N,Y,N,N,2020/09/15,http://www.healthspace.ca/fha/childcare,N,Y,N
3600,Licensed Group,The Beautiful Montessori Daycare,104 - 3242 Westwood St,,Port Coquitlam,V3C 3L8,49.270639,-122.790131,604-464-2202,,bluebird5589@hotmail.com,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,Y,Y,N,N,2020/09/28,http://www.healthspace.ca/fha/childcare,N,Y,N
3601,Licensed Family,Agape Licensed Day Care,7348 16Th Ave,,Burnaby,V3N 1N8,49.216917,-122.946269,604-516-8388,,elainetrad2004@yahoo.ca,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,Not offered,Not offered,N,N,N,N,N,Y,Y,N,N,N,N,2020/09/15,http://www.healthspace.ca/fha/childcare,N,Y,N
3602,Licensed Family,Sunshine Hills Family Daycare,6733 Nicholson Rd,,Delta,V4E 2T2,49.125336,-122.895262,604-908-2549,,steff.schebek@gmail.com,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,N,Y,N,N,2020/09/20,http://www.healthspace.ca/fha/childcare,N,Y,N
3603,Licensed Group,Maple Bay's Rising Stars After School Care,1500 Donnay Dr,,Duncan,V9L 5R4,48.798462,-123.639441,250-701-2906,,samanddaveandrews@shaw.ca,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,N,N,N,N,2020/03/25,http://www.healthspace.ca/Clients/VIHA/VIHA_Website.nsf/CCFL-Frameset,N,N,N
3604,Licensed Group,Play And Learn Childcare,365 Cedar St,,100 Mile House,V0K 2E0,51.643113,-121.293856,250-395-3837,,pullymark60@gmail.com,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,N,Y,N,N,2020/09/22,https://www.interiorhealth.ca/HedgehogPortal/facility/Table,N,Y,N
3605,Licensed Group,Olive Grove Childcare Ltd.,510 1070 Lynn Valley Rd,,North Vancouver,V7J 1Z8,49.334065,-123.044782,604-982-5871,,info@olivegrovechildcare.com,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,N,N,N,N,2020/09/19,https://inspections.vcha.ca/ChildCare/Table,N,Y,N
3606,Licensed Group,Youth Wise Ecocentre,120 7Th Avenue S,,Cranbrook,V1C 2J4,49.509315,-115.771364,250-426-3830,,cranbgc@shawbiz.ca,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,N,N,N,N,2020/09/24,https://www.interiorhealth.ca/HedgehogPortal/facility/Table,N,N,N
3607,Licensed Family,Bright Future Family Childcare,8877 116B St,,Delta,V4C 5Z9,49.164811,-122.899856,604-598-2976,,shandenis@yahoo.com,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,N,Y,N,N,2020/03/25,http://www.healthspace.ca/fha/childcare,N,Y,N
3608,Licensed Family,Brackenwood Children's Centre,2375 Brackenwood Pl,,Nanaimo,V9T 4J2,49.197952,-124.002018,250-713-2500,,h-villy@hotmail.com,N,N,N,N,N,N,Y,Y,N,Y,N,N,N,N,N,N,N,Included in fee,Extra fee,N,N,N,N,Y,Y,Y,N,N,N,N,2020/09/21,http://www.healthspace.ca/Clients/VIHA/VIHA_Website.nsf/CCFL-Frameset,N,Y,N
3609,Licensed Group,Little Paws Children's Center,162 Westhills Cres,,Penticton,V2A 6J7,49.503565,-119.561133,250-492-2324,,daycare.manager@pib.ca,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,N,Y,Y,N,2020/04/21,https://www.interiorhealth.ca/HedgehogPortal/facility/Table,N,Y,N
3610,Licensed Group,Discovery Kids Club,2460 Auto Road Se,,Salmon Arm,V1E 1K5,50.694431,-119.256788,250-832-0779,,tbilley@telus.net,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,Y,Y,N,N,2020/10/04,https://www.interiorhealth.ca/HedgehogPortal/facility/Table,N,Y,N
3611,Licensed Group,Ull'us Child Care Centre,82 A Avenue,,Mount Currie,V0N 2K0,50.317311,-122.722782,604-894-6115,,nadine.pascal@lilwat.ca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,N
3612,Licensed Group,Spare Time Connection,315 East 23Rd Ave,,Vancouver,V5S 2N1,49.250674,-123.097678,604-325-1010,,astrid@sparetimesociety.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,N
3613,Licensed Family,Giggles N' Wiggles Daycare,503 Carran Lane,,Victoria,V9C 4L3,48.430679,-123.4964,250-727-0112,,kayvicks@hotmail.com,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,N,N,N,N,2020/09/30,http://www.healthspace.ca/Clients/VIHA/VIHA_Website.nsf/CCFL-Frameset,N,Y,N
3614,Licensed Group,Euphoria Child Care,3292 First St,,Cumberland,V0R 1S0,49.620249,-125.03139,250-702-2979,,michellelyne411@hotmail.com,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,N,Y,N,Y,2020/04/17,http://www.healthspace.ca/Clients/VIHA/VIHA_Website.nsf/CCFL-Frameset,N,Y,N
3615,Licensed Group,Happy Valley Montessori Children Centre Inc.,6091 Udy Rd,,Richmond,V7C 2X8,49.160474,-123.158131,604-897-3088,,joyceli_88@yahoo.com,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,Y,N,N,N,2020/09/16,https://inspections.vcha.ca/ChildCare/Table,N,Y,N
3616,Licensed Group,YMCA Coast Capital Savings Early Childhood Centre,955 Burrard,,Vancouver,V6Z 1Y2,49.282205,-123.125987,604-673-6157,,childcare@gv.ymca.ca,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,N,N,N,N,2020/09/22,http://www.vch.ca/your_environment/facility_licensing/residential_care/inspection_reports/,N,Y,N
3617,Licensed Group,YMCA Coast Captial Savings Early Childhood Centre,955 Burrard,,Vancouver,V6Z 1Y2,49.282205,-123.125987,604-673-6157,,childcare@gv.ymca.ca,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,N,Y,N,N,2020/09/22,http://www.vch.ca/your_environment/facility_licensing/residential_care/inspection_reports/,N,Y,N
3618,Licensed Group,Starlight Learning Centre (Fraser Hwy),27336 Fraser Hwy,,Aldergrove,V4W 3N5,49.057548,-122.466485,604-607-0463,,starlightlrnctr@hotmail.com,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,N,N,N,N,2020/10/06,http://www.healthspace.ca/fha/childcare,N,Y,N
3619,Licensed Family,Little Niblets Family Daycare,853 Faulkner Cres,,Prince George,V2M 5E1,53.915506,-122.809214,250-562-4419,,littlenibletsfamilydaycare@yahoo.ca,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,N,N,N,N,2020/09/15,http://www.healthspace.ca/Clients/NHA/NHA_Website.nsf/CCFL-Frameset,N,Y,N
3620,Licensed Family,Kids Clubhouse,2034 Kirkstone Rd,,North Vancouver,V7J 3M2,49.327592,-123.039692,778-340-0081,,kidsclubhouse@shaw.ca,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,N,N,N,N,2020/09/15,https://inspections.vcha.ca/ChildCare/Table,N,Y,N
3621,Licensed Family,Little Mountain Daycare,10148 Beaver Cres,,Chilliwack,V2P 7X4,49.186093,-121.923077,604-793-9378,,altered24@gmail.com,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,N,N,N,N,2020/09/22,http://www.healthspace.ca/fha/childcare,N,Y,N
3622,Licensed Group,Our House Out Of School Care,123 16Th Ave W,,Vancouver,V5Y 0B3,49.256734,-123.107688,604-257-3083,,rebecca.hachey@vancouver.ca,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,N,N,N,N,2020/09/02,https://inspections.vcha.ca/ChildCare/Table,N,Y,N
3623,Licensed Group,Our House Preschool,123 16Th St W,,Vancouver,V5Y 0B3,49.327254,-123.158932,604-257-3083,,rebecca.hachey@vancouver.ca,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,N,Y,N,N,2020/03/13,https://inspections.vcha.ca/ChildCare/Table,N,N,N
3624,Licensed Family,Little Learners Child Care Centre,8596 167 St,,Surrey,V4N 5A5,49.158989,-122.759146,604-576-5638,,ravibholla@hotmail.com,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,N,N,N,N,2020/09/11,http://www.healthspace.ca/fha/childcare,N,Y,N
3625,Licensed Family,Jia Jia Family Daycare,3014 Delahaye Dr,,Coquitlam,V3B 6V8,49.292246,-122.794028,604-475-2663,,xuyanes09@hotmail.com,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,Y,Y,N,Y,2020/08/31,http://www.healthspace.ca/fha/childcare,N,Y,N
3626,Licensed Group,Xa Xe Stelitkel,231 Regina Ave,,Victoria,V8Z 1J6,48.455464,-123.388907,250-384-3211,,margot@vnfc.ca,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,N,Y,N,Y,2020/05/04,http://www.healthspace.ca/Clients/VIHA/VIHA_Website.nsf/CCFL-Frameset,N,Y,N
3627,Licensed Family,Lil' Monkeys Family Childcare,3842 Hertford St,,Burnaby,V5G 2R4,49.238028,-123.019097,604-451-7571,,tinacaron21@hotmail.com,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,N,N,N,N,2020/09/17,http://www.healthspace.ca/fha/childcare,N,N,N
3628,Licensed Group,Ambleside Park Childcare,1093 Par Rd,,West Vancouver,V7V 1A5,49.324435,-123.146842,604-786-2577,,bellabeechildcare@gmail.com,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,Y,N,N,N,2020/09/27,http://www.vch.ca/your_environment/facility_licensing/residential_care/inspection_reports/,N,Y,Y
3629,Licensed Group,Ambleside Park Childcare,1093 Par Rd,,West Vancouver,V7V 1A5,49.324435,-123.146842,604-786-2577,,bellabeechildcare@gmail.com,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,Y,Y,N,N,2020/09/27,http://www.vch.ca/your_environment/facility_licensing/residential_care/inspection_reports/,N,Y,Y
3630,Licensed Group,Kamloops Kidz Early Learning Center,1764 Valleyview Dr,,Kamloops,V2C 4B8,50.675468,-120.287924,250-319-9044,,sandra@kamloopskidz.com,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,Y,Y,Y,Y,2020/09/02,https://www.interiorhealth.ca/HedgehogPortal/facility/Table,N,Y,N
3631,Licensed Group,Qt Daycare #1,2518C Clearbrook Rd,,Abbotsford,V2T 2Y2,49.048014,-122.337134,604-556-6458,,qtdaycareabbotsford@yahoo.ca,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,N,Y,N,N,2020/09/01,http://www.healthspace.ca/fha/childcare,N,Y,N
3632,Licensed Group,Peachland Preschool,5486 Clements Cres,,Peachland,V0H 1X5,49.785459,-119.716326,250-762-3914,,dwalker@boysandgirlsclubs.ca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,N,N
3633,Licensed Group,Dinosaur Daycare Ltd.,625 Mountain Hwy,,North Vancouver,V7J 2L5,49.311692,-123.035383,604-988-1541,,dinosaurdaycare@hotmail.com,Y,N,N,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,Not offered,Not offered,N,N,N,N,Y,Y,Y,N,N,N,N,2020/09/22,https://inspections.vcha.ca/ChildCare/Table,N,Y,Y
3634,Licensed Group,Strawberry Patch Children's Centre - North Otter,5370 248Th St,,Aldergrove,V4W 1A7,49.09979,-122.535446,604-533-4547,,vicars@shaw.ca,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,N,Y,N,Y,2020/09/21,http://www.healthspace.ca/fha/childcare,N,Y,N
3635,Licensed Group,Highroad Children's Centre,8860 Broadway St,,Chilliwack,V2P 5W1,49.16315,-121.934555,604-792-4680,,clahaise@highroadacademy.com,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,N,N,Y,N,2020/10/02,http://www.healthspace.ca/fha/childcare,N,N,N
3636,Licensed Group,Jenn's Afterschool Care,4574 Raymer Rd,,Kelowna,V1W 1H9,49.817129,-119.479296,250-870-1405,,jennsafterschoolcare@live.ca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,N,N
3637,Licensed Family,Amy's Family Child Care,852 50Th Ave E,,Vancouver,V5X 1B5,49.2242,-123.087298,604-781-8029,,raynjonahchan@gmail.com,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,N,N,N,N,2020/10/05,http://www.vch.ca/your_environment/facility_licensing/residential_care/inspection_reports/,N,Y,N
3638,Licensed Group,Stepping Stones Child Care Centre,6855 Market Street,,Port Hardy,V0N 2P0,50.717157,-127.494364,250-949-3031,,steppingstonesdaycare@hotmail.ca,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,Y,N,Y,N,2020/10/07,http://www.healthspace.ca/Clients/VIHA/VIHA_Website.nsf/CCFL-Frameset,N,Y,N
3639,Licensed Group,New Beginnings Daycare Program - Mouat Drive,32355 Mouat Drive,,Abbotsford,V2T 4E9,49.058788,-122.328882,604-850-7303,,maria.cargnelli@archway.ca,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,Y,N,N,N,2020/09/21,http://www.healthspace.ca/fha/childcare,N,Y,N
3640,Licensed Group,Parasol - Early Years Learning 3,8205 Dallas Dr,,Kamloops,V2C 6X2,50.65619,-120.106174,236-996-4545,,mansibalyan.ca@gmail.com,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,N,Y,N,N,2020/09/24,https://www.interiorhealth.ca/HedgehogPortal/facility/Table,N,Y,N
3641,Licensed Group,Westsyde Country Day Montessori Preschool & Kindergarten,2990 Westsyde Rd,,Kamloops,V2B 7E9,50.759362,-120.349202,250-579-2465,,wcdm@shaw.ca,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,N,N,N,N,2020/10/04,https://www.interiorhealth.ca/HedgehogPortal/facility/Table,N,N,N
3642,Licensed Family,Honey Bee Academy Family Daycare,3772 Nicola St,,Abbotsford,V2T 4Z8,49.070569,-122.318733,604-744-9109,,angelwing9@hotmail.com,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,N,N,N,N,2020/10/03,http://www.healthspace.ca/fha/childcare,N,Y,N
3643,Licensed Group,Gca Montessori,103-104 14410 108Th Ave,,Surrey,V3T 5T3,49.199123,-122.850651,604-787-8604,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,N,Y,N,Y,2020/09/29,http://www.healthspace.ca/fha/childcare,N,Y,N
3644,Licensed Group,Owl At The Barn (3-5 Gdc),2323 Main Mall UBC,,Vancouver,V6T 1Z4,49.262586,-123.251009,604-822-9386,,bev.christian@ubc.ca,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,N,N,N,N,2020/09/28,https://inspections.vcha.ca/ChildCare/Table,N,Y,N
3645,Licensed Group,Owl At The Barn (0-3 Gdc),2323 Main Mall,,Vancouver,V6T 1Z4,49.262093,-123.250506,604-822-9386,,bev.christian@ubc.ca,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,N,N,N,N,2020/09/28,https://inspections.vcha.ca/ChildCare/Table,N,Y,N
3646,Licensed Group,Creative Beginnings Preschool,C - 1440 Hugh Allan Drive,,Kamloops,V1S 1L8,50.651853,-120.377866,250-319-8586,,iwende@shaw.ca,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,N,N,Y,N,2020/10/05,https://www.interiorhealth.ca/HedgehogPortal/facility/Table,N,Y,N
3647,Licensed Family,Kenagnes Family Child Care,534 49Th Ave E,,Vancouver,V5W 2G9,49.225253,-123.093476,778-329-2525,,jbearfamily@gmail.com,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,Y,Y,N,N,2020/09/20,https://inspections.vcha.ca/ChildCare/Table,N,Y,N
3648,Licensed Group,YMCA Lac Des Bois Care And Learning Centre,4131 Rainbow Drive,,Prince George,V2M 3W3,53.916655,-122.797667,250-562-9341,,corrine.hemeryck@nbcy.org,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,Y,Y,Y,Y,2020/04/02,http://www.healthspace.ca/Clients/NHA/NHA_Website.nsf/CCFL-Frameset,N,Y,N
3649,Licensed Group,YMCA Immaculate Conception School Age Child Care,3285 Cathedral Drive,,Prince George,V2N 5R2,53.859223,-122.796693,250-562-9341,,corrine.hemeryck@nbcy.org,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,N,N,N,Y,2020/04/02,http://www.healthspace.ca/Clients/NHA/NHA_Website.nsf/CCFL-Frameset,N,Y,N
3650,Licensed Group,The Clubhouse At Cottonwoods,2255 Ethel Street,,Kelowna,V1Y 2Z9,49.874117,-119.48125,250-860-4393,,cnoga@clubhousechildcare.com,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,N,Y,N,N,2020/10/07,https://www.interiorhealth.ca/HedgehogPortal/facility/Table,N,Y,N
3651,Licensed Group,Webster Kindercare,395 Highway 3B,,Trail,V1R 2G5,49.098928,-117.72265,250-368-3166,,sunshinecentre@telus.net,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,N,N,N,N,2020/10/02,https://www.interiorhealth.ca/HedgehogPortal/facility/Table,N,Y,N
3652,Licensed Group,Mini Miracles Family Centre,4006 8Th Avenue,,Port Alberni,V9Y 4S4,49.24947,-124.801331,250-727-6893,,lderzaph@cisdv.bc.ca,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,N,N,Y,Y,2020/10/05,http://www.healthspace.ca/Clients/VIHA/VIHA_Website.nsf/CCFL-Frameset,N,Y,N
3653,Licensed Group,Birdsong Dayschool,2664 Courtney Way,,Shawnigan Lake,V0R 2W2,48.648531,-123.612045,250-710-9712,,birdsongdayschool@gmail.com,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,N,Y,N,N,2020/10/07,http://www.healthspace.ca/Clients/VIHA/VIHA_Website.nsf/CCFL-Frameset,N,Y,N
3654,Licensed Group,Rise N Shine Childcare Center Inc.,16740 85 Ave,,Surrey,V4N 4W3,49.157022,-122.758172,604-779-1940,,risenshinechildcarecenter@gmail.com,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,Y,Y,N,N,2020/09/25,http://www.healthspace.ca/fha/childcare,N,Y,N
3655,Licensed Group,Fine Art Of Play Childcare,32420 7Th Ave,,Mission,V2V 2B5,49.138865,-122.326892,604-287-3463,,fineartofplay@gmail.com,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,Y,Y,N,N,2020/09/25,http://www.healthspace.ca/fha/childcare,N,Y,N
