,Pseudo ProgramID,Type of program,Program Name,Program Address,Program City,Postal Code,Phone Number,Capacity,Accreditation Status,Inspection Date,Inspection Reason,Non-Compliance,Regulation-Schedule-Type,Enforcement Action,Remedy Date
29,94873BC8883E935F90840161BD802225,DAY CARE PROGRAM,SONSHINE CHILDREN'S CENTRE,NO ADDRESS,CALGARY,,4037053473,28,Y,2018-10-01,INCIDENT REPORT,,,,
30,98DD277CCF0A309F5ED2BAF738803290,OUT OF SCHOOL CARE PROGRAM,SONSHINE OUT OF SCHOOL CARE,5830 51 STREET,TOFIELD,T0B4J0,7806623415,19,Y,2018-10-01,INSPECTION,,,,
31,99ADD86C45236E71A0278A1BE6C1C04C,DAY CARE PROGRAM,YMCA ELLWOOD CHILD CARE,2503 ELLWOOD DRIVE,EDMONTON,T6X0P7,5879260634,47,Y,2018-10-01,INSPECTION,,,,
32,9DE7CDF3FA9FF5F013D65FD72E0EBABF,PRE-SCHOOL PROGRAM,CREATIVE CRAYONS PRESCHOOL,6406 44B AVE,CAMROSE,T4V2M7,7806737066,22,,2018-10-01,INITIAL LICENCE INSPECTION,,,,
33,A0B1D282FB07C858DBB182FF659C650B,DAY CARE PROGRAM,THE WILLOWTREE CHILDREN'S CENTER,#9 MCKENZIE AVENUE,HUGHENDEN,T0B2E0,7808563839,33,Y,2018-10-01,INSPECTION,26(1) - Program Supervisor - certified as a child development supervisor is on staff at all times,SCHEDULE 1 - DAY CARE PROGRAM,ORDER TO REMEDY,2018-10-24
34,A0B1D282FB07C858DBB182FF659C650B,DAY CARE PROGRAM,THE WILLOWTREE CHILDREN'S CENTER,#9 MCKENZIE AVENUE,HUGHENDEN,T0B2E0,7808563839,33,Y,2018-10-01,INSPECTION,30(2) - Staff Qualifications - One in every three of the primary staff is certified at a minimum as a child development worker,SCHEDULE 1 - DAY CARE PROGRAM,ORDER TO REMEDY,2018-10-24
35,A0B1D282FB07C858DBB182FF659C650B,DAY CARE PROGRAM,THE WILLOWTREE CHILDREN'S CENTER,#9 MCKENZIE AVENUE,HUGHENDEN,T0B2E0,7808563839,33,Y,2018-10-01,INSPECTION,31(3) - Exemptions - posted in a prominent place on program premises,SCHEDULE 1 - DAY CARE PROGRAM,ORDER TO REMEDY,2018-10-24
36,A4DD02FC3F4D260391B7437C2EAF19E8,PRE-SCHOOL PROGRAM,DISCOVERIES PLAYSCHOOL,4904 - 48 STREET,INNISFAIL,T4G1N1,4033966379,24,,2018-10-01,INSPECTION,,,,
37,BB7FBEBB3645EBA59A6BFD36490F9FEB,DAY CARE PROGRAM,BRIGHTPATH HIGHLAND PARK,4311 - 1A STREET NW,CALGARY,T2K0X8,4032773700,75,Y,2018-10-01,INSPECTION,,,,
38,BDD73EBCB147B727F2ADA126E11B1095,DAY CARE PROGRAM,BRIGHTPATH BERMUDA,3 BERMUDA ROAD NW,CALGARY,T3K1G5,4035160486,88,Y,2018-10-01,INSPECTION,,,,
39,BF143BC7D111C5292649C48356F2ED8C,OUT OF SCHOOL CARE PROGRAM,GREENFIELD (BELGRAVIA) SCHOOL AGE PROGRAM,7302 118 STREET,EDMONTON,T6G1S4,7802782672,47,Y,2018-10-01,FOLLOW UP TO ENFORCEMENT ACTION,,,,
40,C24A710AE4D8D2595D2FC700A528935B,OUT OF SCHOOL CARE PROGRAM,KALYNA KIDS OSC,11310 51 AVE NW,EDMONTON,T6H0L7,7809198244,50,N,2018-10-01,FOLLOW UP TO ENFORCEMENT ACTION,,,,
41,CC0FDB64BE789778F859C4F32DF0C210,OUT OF SCHOOL CARE PROGRAM,CENTRE D'EXPERIENCE PRESCOLAIRE ET PARASCOLAIRE (CEPP),8505 68A STREET,EDMONTON,T6B0J9,7804686934,38,Y,2018-10-01,VARIANCE REQUEST,,,,
42,D0912B4CF6B398AD878F98F0D4E37399,FAMILY DAY HOME,FLAGSTAFF FAMILY DAY HOME PROGRAM SOCIETY,4809-49TH AVENUE,KILLAM,T0B2L0,7803852488,50,Y,2018-10-01,Complaint Investigation,Standard 2: Caseloads and Monitoring,Agency,,2018-10-12
43,D0912B4CF6B398AD878F98F0D4E37399,FAMILY DAY HOME,FLAGSTAFF FAMILY DAY HOME PROGRAM SOCIETY,4809-49TH AVENUE,KILLAM,T0B2L0,7803852488,50,Y,2018-10-01,Complaint Investigation,Standard 6A: Backup Care,Agency,,2018-10-12
44,D0912B4CF6B398AD878F98F0D4E37399,FAMILY DAY HOME,FLAGSTAFF FAMILY DAY HOME PROGRAM SOCIETY,4809-49TH AVENUE,KILLAM,T0B2L0,7803852488,50,Y,2018-10-01,Complaint Investigation,Standard 6B: Hours of Service,Agency,,2018-10-12
45,D0912B4CF6B398AD878F98F0D4E37399,FAMILY DAY HOME,FLAGSTAFF FAMILY DAY HOME PROGRAM SOCIETY,4809-49TH AVENUE,KILLAM,T0B2L0,7803852488,50,Y,2018-10-01,Complaint Investigation,Standard 1: Insurance Coverage,Provider,,2018-10-12
46,DA115151F6A6F8432E6D642F7B2952D8,PRE-SCHOOL PROGRAM,BEISEKER PLAYSCHOOL ASSOCIATION,401 - 5 STREET,BEISEKER,T0M0G0,4039472463,18,,2018-10-01,INSPECTION,,,,
47,E36E126DF19E77C50A550189DF2BB0C1,DAY CARE PROGRAM,CALGARY KIDS MONTESSORI ACADEMY LTD.,"#110, 9937 FAIRMOUNT DRIVE SE",CALGARY,T2J0S2,4032575675,74,Y,2018-10-01,FOLLOW UP TO ENFORCEMENT ACTION,,,,
48,E79A53216213E699786F6F6CF14520F1,OUT OF SCHOOL CARE PROGRAM,THE WILLOWTREE CHILDREN'S CENTER,#9 MCKENZIE AVENUE,HUGHENDEN,T0B2E0,7808563839,24,N,2018-10-01,INSPECTION,27(2) - Staff Qualifications - One in every 4 of the primary staff members is certified at a minimum as a child development worker,SCHEDULE 4 - OUT OF SCHOOL CARE PROGRAM,ORDER TO REMEDY,2018-10-24
49,E79A53216213E699786F6F6CF14520F1,OUT OF SCHOOL CARE PROGRAM,THE WILLOWTREE CHILDREN'S CENTER,#9 MCKENZIE AVENUE,HUGHENDEN,T0B2E0,7808563839,24,N,2018-10-01,INSPECTION,28(3) - Exemptions - posted in a prominent place on program premises,SCHEDULE 4 - OUT OF SCHOOL CARE PROGRAM,ORDER TO REMEDY,2018-10-24
50,E899887CD0FEDC47A0218C471C9833F4,DAY CARE PROGRAM,KREATIVE KIDZ CHILDCARE,37/67 SIOUX ROAD,SHERWOOD PARK,T8A4C7,7804170991,75,Y,2018-10-01,FOLLOW UP TO ENFORCEMENT ACTION,,,,
51,0EA2051854AE6966CB28036EF61F2E2C,DAY CARE PROGRAM,CLARESHOLM CHILD CARE SOCIETY,221 - 45 AVENUE WEST,CLARESHOLM,T0L0T0,4036254543,47,Y,2018-10-02,INSPECTION,10(3)(a) - Medication - all medication stored in locked container,SCHEDULE 1 - DAY CARE PROGRAM,VERBAL WARNING,2018-10-15
52,0FE4C8AF58A9275B78786422F4BEF524,PRE-SCHOOL PROGRAM,CALGARY INTERNATIONAL ACADEMY PRESCHOOL,450 ROYAL OAK DRIVE NW,CALGARY,T3G5J7,4039917534,24,,2018-10-02,INCIDENT REPORT,6(1)(b) - Provisions of licence - category of program,ACT,ORDER TO REMEDY,2018-10-05
53,0FE4C8AF58A9275B78786422F4BEF524,PRE-SCHOOL PROGRAM,CALGARY INTERNATIONAL ACADEMY PRESCHOOL,450 ROYAL OAK DRIVE NW,CALGARY,T3G5J7,4039917534,24,,2018-10-02,INCIDENT REPORT,2(1) - Program in keeping with needs of children,SCHEDULE 5 - PRE-SCHOOL PROGRAM,ORDER TO REMEDY,2018-10-05
54,0FE4C8AF58A9275B78786422F4BEF524,PRE-SCHOOL PROGRAM,CALGARY INTERNATIONAL ACADEMY PRESCHOOL,450 ROYAL OAK DRIVE NW,CALGARY,T3G5J7,4039917534,24,,2018-10-02,INCIDENT REPORT,21(1) - Ratios and Maximum Group Size - minimum staff member to child ratio,SCHEDULE 5 - PRE-SCHOOL PROGRAM,ORDER TO REMEDY,2018-10-05
55,0FE4C8AF58A9275B78786422F4BEF524,PRE-SCHOOL PROGRAM,CALGARY INTERNATIONAL ACADEMY PRESCHOOL,450 ROYAL OAK DRIVE NW,CALGARY,T3G5J7,4039917534,24,,2018-10-02,INCIDENT REPORT,22(1)(b) - Minimum staffing and general supervision - children at all times supervised,SCHEDULE 5 - PRE-SCHOOL PROGRAM,ORDER TO REMEDY,2018-10-05
56,0FE4C8AF58A9275B78786422F4BEF524,PRE-SCHOOL PROGRAM,CALGARY INTERNATIONAL ACADEMY PRESCHOOL,450 ROYAL OAK DRIVE NW,CALGARY,T3G5J7,4039917534,24,,2018-10-02,INCIDENT REPORT,3(1)(b) - Child Discipline - reasonable in the circumstances,SCHEDULE 5 - PRE-SCHOOL PROGRAM,ORDER TO REMEDY,2018-10-05
57,1073D01BF440F15362D68990AEC3EC71,OUT OF SCHOOL CARE PROGRAM,TOTS 2 KIDS BEFORE & AFTER SCHOOL CARE,14804 78 STREET,EDMONTON,T5C1H9,7807099434,15,N,2018-10-02,FOLLOW UP TO ENFORCEMENT ACTION,22(1)(a)(ii) - Core Requirements - each staff member/volunteer provides a current criminal record check to licence holder every 3 years,SCHEDULE 4 - OUT OF SCHOOL CARE PROGRAM,ORDER TO REMEDY,2018-10-17
58,159F630BBF994FFFDB8227A4EE464AB3,PRE-SCHOOL PROGRAM,NOTRE DAME PRESCHOOL,66 SOUTH PARK DRIVE,LEDUC,T9E7J1,7809869300,18,,2018-10-02,INSPECTION,,,,
59,2002B7F4DB2019CF30A8717F72FFADCA,OUT OF SCHOOL CARE PROGRAM,EDMONTON AFTER SCHOOL CARE - MEADOWLARK,9150 160 STREET,EDMONTON,T5R2J2,7804812968,48,Y,2018-10-02,INCIDENT REPORT,25(1)(b) - Minimum staffing and general supervision - children at all times supervised,SCHEDULE 4 - OUT OF SCHOOL CARE PROGRAM,ORDER TO REMEDY,2018-10-17
60,25C8E687BA20FA4387A71D27B3193B47,OUT OF SCHOOL CARE PROGRAM,LANSDOWNE CHILD CARE OUT OF SCHOOL CARE,12323 51 AVENUE,EDMONTON,T6H0M6,7804375654,50,Y,2018-10-02,INSPECTION,,,,
61,2676BB749BCF598AAF1EC08223EED921,OUT OF SCHOOL CARE PROGRAM,CENTRE D'EXPERIENCE PRESCOLAIRE ET PARASCOLAIRE (PERE LACOMBE),10715 131A AVENUE,EDMONTON,T5E0X4,7804619889,27,Y,2018-10-02,VARIANCE REQUEST,,,,
62,31818E68A35ABD1C08D7A9C5B22EEB89,INNOVATIVE CHILD CARE PROGRAM,EDMONTON MENNONITE CENTRE FOR NEWCOMERS-EASTWOOD SITE,12023 81 STREET,EDMONTON,T5B2S9,7809452291,35,,2018-10-02,INSPECTION,,,,
63,34B7D987D0353C3053E470FA2EAAABF0,DAY CARE PROGRAM,CENTRE D'EXPERIENCE PRESCOLAIRE ET PARASCOLAIRE LA BELLE NATURE,23 AKINS DRIVE,ST. ALBERT,T8N3B3,7804588324,43,Y,2018-10-02,FOLLOW UP TO ENFORCEMENT ACTION,,,,
64,381AD850DE021EB4B2D7DB123AB3639C,PRE-SCHOOL PROGRAM,STRATHCONA NURSERY SCHOOL,8530 - 101 STREET,EDMONTON,T6E3Z5,7804329226,20,,2018-10-02,INSPECTION,,,,
65,3C6F4328BF97AD64FA9AAC2F8AD01CF6,OUT OF SCHOOL CARE PROGRAM,WEE WILD ONES,10 - 11A ST. NE,CALGARY,T2E4Z3,4037080503,45,N,2018-10-02,FOLLOW UP TO ENFORCEMENT ACTION,,,,
66,3CFDDBF1182187365085CE1B2C370947,DAY CARE PROGRAM,DICKINSFIELD CHILD DEVELOPMENT CENTER,20 9228 144 AVE,EDMONTON,T5E6A3,7804786464,45,Y,2018-10-02,VARIANCE REQUEST,,,,
67,3E6569F8242A29C50DA27DF2DDC0D453,DAY CARE PROGRAM,WEE WILD ONES,10 - 11A ST. NE,CALGARY,T2E4Z3,4037080503,120,Y,2018-10-02,FOLLOW UP TO ENFORCEMENT ACTION,,,,
68,3FB5D4131926E26FA190CB952AAAE21D,DAY CARE PROGRAM,ESG CHILD PLAYCARE CENTER,111 COVEPARK SQUARE NE,CALGARY,T3K5W9,4034527488,100,Y,2018-10-02,FOLLOW UP TO ENFORCEMENT ACTION,,,,
69,4484BD6BB35C3BB9410DF1729A8CD1A5,PRE-SCHOOL PROGRAM,MUIR LAKE PLAYSCHOOL,53424 HWY 779,COUNTY OF PARKLAND,T7Z1A3,7809635512,20,,2018-10-02,INSPECTION,,,,
70,4B4E51452622A2101D5193E6015F8A63,OUT OF SCHOOL CARE PROGRAM,FIRST STEPS & BEYOND OUT OF SCHOOL CARE,4910 59 STREET,RED DEER,T4N2N1,4033470022,20,N,2018-10-02,INITIAL LICENCE INSPECTION,,,,
71,4FBE96533CF326F5F85510B3EB5AA60F,PRE-SCHOOL PROGRAM,FIRST STEPS & BEYOND PRESCHOOL,4910 59 STREET,RED DEER,T4N2N1,4033470022,38,,2018-10-02,INITIAL LICENCE INSPECTION,,,,
72,58E3D9B8C6242C801F3326C461316719,DAY CARE PROGRAM,FUTURE SCHOLARS DAYCARE,8030 118 AVENUE,EDMONTON,T5B0R8,7807561920,58,Y,2018-10-02,CONSULTATION,,,,
73,59C5CF0F8DF310465073467951C77015,DAY CARE PROGRAM,LANSDOWNE CHILD CARE AND FAMILY CENTRE,12323 51 AVENUE,EDMONTON,T6H0M6,7804375654,80,Y,2018-10-02,INSPECTION,,,,
74,65289B2E15AA8578D2D59EA06FD61E22,DAY CARE PROGRAM,CLEVER DAYCARE LTD.,3131 - 45 AVE SW,CALGARY,T3E8A7,4034744157,147,Y,2018-10-02,FOLLOW UP TO ENFORCEMENT ACTION,,,,
75,696933E05CBBEE8FB984C2C11C22C412,DAY CARE PROGRAM,PEEKABOO CHILD CARE CENTRE BEVERLY,11809 48 STREET,EDMONTON,T5W2Y4,7807298989,44,Y,2018-10-02,INSPECTION,"13(b)(i) - Nutrition - quantity, times and accordance with the needs of children",SCHEDULE 1 - DAY CARE PROGRAM,ORDER TO REMEDY,2018-10-29
76,696933E05CBBEE8FB984C2C11C22C412,DAY CARE PROGRAM,PEEKABOO CHILD CARE CENTRE BEVERLY,11809 48 STREET,EDMONTON,T5W2Y4,7807298989,44,Y,2018-10-02,INSPECTION,2(1) - Day Care Program - program in keeping with needs of children,SCHEDULE 1 - DAY CARE PROGRAM,ORDER TO REMEDY,2018-10-29
77,696933E05CBBEE8FB984C2C11C22C412,DAY CARE PROGRAM,PEEKABOO CHILD CARE CENTRE BEVERLY,11809 48 STREET,EDMONTON,T5W2Y4,7807298989,44,Y,2018-10-02,INSPECTION,25(1)(b) - Core Requirements - one in every 2 primary staff has first aid certificate,SCHEDULE 1 - DAY CARE PROGRAM,ORDER TO REMEDY,2018-10-29
78,6E8AB9B6C2ECB66A9E847E93FE5C7154,OUT OF SCHOOL CARE PROGRAM,NOTRE DAME OUT OF SCHOOL CARE,66 SOUTH PARK DR.,LEDUC,T9E7J1,7809869300,60,N,2018-10-02,INSPECTION,,,,
79,8A38497D3D20A83E7201B06A9C0B9EAB,DAY CARE PROGRAM,VEGREVILLE COMMUNITY DAYCARE SOCIETY,5241 - 43 STREET,VEGREVILLE,T9C1R5,7806034417,49,Y,2018-10-02,INSPECTION,,,,
80,9766EE3A59E774C90BF51AB9786D4D87,OUT OF SCHOOL CARE PROGRAM,PEEKABOO OUT OF SCHOOL BEVERLY,11809 48 STREET,EDMONTON,T5W2Y4,7807298989,16,N,2018-10-02,INSPECTION,,,,
81,9AEACF320B60F1FBE61A4703B655D9D6,PRE-SCHOOL PROGRAM,LITTLE ARK ACADEMY PRESCHOOL,10315-114 AVE.,GRANDE PRAIRIE,T8V1X2,7805391200,18,,2018-10-02,INSPECTION,,,,
82,A1C63C7B934341075A9DA461299A070C,DAY CARE PROGRAM,FIRST STEPS & BEYOND DAYCARE,4910 59 STREET,RED DEER,T4N2N1,4033470022,38,N,2018-10-02,INITIAL LICENCE INSPECTION,,,,
83,A32E8EA795938B542FF99254825184F2,DAY CARE PROGRAM,DRAYTON VALLEY EARLY CHILDHOOD DEVELOPMENT CENTRE,5024 48TH ST,DRAYTON VALLEY,T7A1E1,7805142248,88,Y,2018-10-02,INCIDENT REPORT,,,,
84,A663C39418D3A27FDC6616F4B3098326,PRE-SCHOOL PROGRAM,AERIALS GYMNASTICS PLAYSCHOOL,9 TRI LEISURE WAY,SPRUCE GROVE,T7X0T3,7809625350,22,,2018-10-02,INSPECTION,,,,
85,A74C6F49945C2E763DE7785CB933EBC5,OUT OF SCHOOL CARE PROGRAM,FUTURE SCHOLARS OUT OF SCHOOL CARE,8030 118 AVENUE,EDMONTON,T5B0R8,7807561920,19,Y,2018-10-02,CONSULTATION,,,,
86,A825C5087FF083CD54BD63931B0001BE,OUT OF SCHOOL CARE PROGRAM,DICKINSFIELD OUT OF SCHOOL CARE,#20 9228 144 AVENUE,EDMONTON,T5E6A9,7809777294,16,N,2018-10-02,VARIANCE REQUEST,,,,
87,D6BE95D30CC7F62D19618006E933AE1F,OUT OF SCHOOL CARE PROGRAM,ESG CHILD PLAYCARE CENTER,111 COVEPARK SQUARE NE,CALGARY,T3K5W9,4034527488,74,Y,2018-10-02,FOLLOW UP TO ENFORCEMENT ACTION,,,,
88,F3748F1D3F72CA4259FD4807DA1FEBBD,DAY CARE PROGRAM,FABLE CHILD CARE CENTER,10010 101 AVE,MORINVILLE,T8R1R1,7809937586,83,Y,2018-10-02,COMPLAINT INVESTIGATION,10(1)(a) - Medication - written consent of child's parent,SCHEDULE 1 - DAY CARE PROGRAM,ORDER TO REMEDY,2019-01-09
89,F3748F1D3F72CA4259FD4807DA1FEBBD,DAY CARE PROGRAM,FABLE CHILD CARE CENTER,10010 101 AVE,MORINVILLE,T8R1R1,7809937586,83,Y,2018-10-02,COMPLAINT INVESTIGATION,10(2)(a) - Medication - name of medication is recorded,SCHEDULE 1 - DAY CARE PROGRAM,ORDER TO REMEDY,2019-01-09
90,F3748F1D3F72CA4259FD4807DA1FEBBD,DAY CARE PROGRAM,FABLE CHILD CARE CENTER,10010 101 AVE,MORINVILLE,T8R1R1,7809937586,83,Y,2018-10-02,COMPLAINT INVESTIGATION,10(2)(b) - Medication - time medication administered recorded,SCHEDULE 1 - DAY CARE PROGRAM,ORDER TO REMEDY,2019-01-09
91,F3748F1D3F72CA4259FD4807DA1FEBBD,DAY CARE PROGRAM,FABLE CHILD CARE CENTER,10010 101 AVE,MORINVILLE,T8R1R1,7809937586,83,Y,2018-10-02,COMPLAINT INVESTIGATION,10(2)(c) - Medication - the amount of medication administered recorded,SCHEDULE 1 - DAY CARE PROGRAM,ORDER TO REMEDY,2019-01-09
92,F3748F1D3F72CA4259FD4807DA1FEBBD,DAY CARE PROGRAM,FABLE CHILD CARE CENTER,10010 101 AVE,MORINVILLE,T8R1R1,7809937586,83,Y,2018-10-02,COMPLAINT INVESTIGATION,10(2)(d) - Medication - the initials of the person administering recorded,SCHEDULE 1 - DAY CARE PROGRAM,ORDER TO REMEDY,2019-01-09
